School Name,"% IndepStudents, LowIncome $0-$30,000",% Independent Students,"% DepStudents, LowIncome $0-$30,000","% aided students family income $0-$30,000",% First Generation Students,"% First Gen, Parents w/College","% First Gen, Parents w/MiddleSchool","% First Gen, Parents w/HighSchool","% FirstGenStudents, Completed 2 Years","% FirstGenStudents, Completed 3 Years","% FirstGenStudents, Completed 4 Years","% FirstGenStudents, Completed 6 Years","% FirstGenStudents, Completed 8 Years",% Students W/Bachelors Degree at 25 Years Old,% Students Born Within the U.S.,% Population of White Students by ZIP Code,% Population of Hispanic Students by ZIP Code,% Population of Black Students by ZIP Code,% Population of Asian Students by ZIP Code,% Students W/Professional Deg at 25YrsbyZIP,% IndepStudents Completed 2 Years,% IndepStudents Completed 3 Years,% IndepStudents Completed 4 Years,% IndepStudents Completed 6 Years,% IndepStudents Completed 8 Years,% IndepStudents Withdrawn 2 Years,% IndepStudents Withdrawn 3 Years,% IndepStudents Withdrawn 4 Years,% IndepStudents Withdrawn 6 Years,% IndepStudents Withdrawn 8 Years,% DepStudents Completed 2 Years,% DepStudents Completed 3 Years,% DepStudents Completed 4 Years,% DepStudents Completed 6 Years,% DepStudents Completed 8 Years,% DepStudents Withdrawn 2 Years,% DepStudents Withdrawn 3 Years,% DepStudents Withdrawn 4 Years,% DepStudents Withdrawn 6 Years,% DepStudents Withdrawn 8 Years,% NonFirstGenStudents Completed 2 Years,% NonFirstGenStudents Completed 3 Years,% NonFirstGenStudents Completed 4 Years,% NonFirstGenStudents Completed 6 Years,% NonFirstGenStudents Completed 8 Years,% NonFirstGenStudents Withdrawn 2 Years,% NonFirstGenStudents Withdrawn 3 Years,% NonFirstGenStudents Withdrawn 4 Years,% NonFirstGenStudents Withdrawn 6 Years,% NonFirstGenStudents Withdrawn 8 Years,% FirstGenStudents Completed 2 Years,% FirstGenStudents Completed 3 Years,% FirstGenStudents Completed 4 Years,% FirstGenStudents Completed 6 Years,% FirstGenStudents Completed 8 Years,% FirstGenStudents Withdrawn 2 Years,% FirstGenStudents Withdrawn 3 Years,% FirstGenStudents Withdrawn 4 Years,% FirstGenStudents Withdrawn 6 Years,% FirstGenStudents Withdrawn 8 Years,id,Latitude,Longitutde
Ohio State University-Newark Campus,73.4115347,12.38798741,20.69799585,27.22814241,26.22386537,73.77613463,1.17924528,25.044620090000002,1.2204424104,2.3462630085,4.5819642205,6.499567847899999,9.6454559529,1678.00006866455,9548.00033569336,8766.99981689453,218.00000667572,805.000019073486,177.999997138977,893.9999580383301,25.3630203291,40.285714285699996,47.7987421384,50.6533435819,42.7956989247,19.941916747300002,20.9523809524,19.3171608266,18.139892390500002,20.7168458781,12.620098675700001,48.8583290088,64.21198388719999,68.1343565228,62.8544534651,14.0093482212,12.701089776899998,11.2915407855,10.0264184174,9.9541122485,13.2053852764,57.500719838799995,73.06510198379999,76.70995671,71.4410480349,9.4528788313,8.580477972899999,8.1028220173,6.493506493499999,7.802037845699999,14.7406559878,41.475875118299996,55.093099671400005,59.0665514261,53.955720699800004,18.2112890923,17.0482497635,15.005476451300002,13.9671564391,13.4231305156,20470500,4006.9314,-8244.7441
Ohio State University-Main Campus,73.4115347,12.38798741,20.69799585,27.22814241,26.22386537,73.77613463,1.17924528,25.044620090000002,1.2204424104,2.3462630085,4.5819642205,6.499567847899999,9.6454559529,1678.00006866455,9548.00033569336,8766.99981689453,218.00000667572,805.000019073486,177.999997138977,893.9999580383301,25.3630203291,40.285714285699996,47.7987421384,50.6533435819,42.7956989247,19.941916747300002,20.9523809524,19.3171608266,18.139892390500002,20.7168458781,12.620098675700001,48.8583290088,64.21198388719999,68.1343565228,62.8544534651,14.0093482212,12.701089776899998,11.2915407855,10.0264184174,9.9541122485,13.2053852764,57.500719838799995,73.06510198379999,76.70995671,71.4410480349,9.4528788313,8.580477972899999,8.1028220173,6.493506493499999,7.802037845699999,14.7406559878,41.475875118299996,55.093099671400005,59.0665514261,53.955720699800004,18.2112890923,17.0482497635,15.005476451300002,13.9671564391,13.4231305156,20479600,3999.9324,-8301.4853
Ohio University-Eastern Campus,43.86449184,29.55354494,19.886303820000002,26.972708400000002,33.86957545,66.13042455,1.3497606500000001,32.5198148,1.5561569689,3.6570247934,5.4424511187,7.7604920405,8.705440900600001,1388.00001144409,9688.99993896484,9187.0002746582,121.000003814697,513.000011444091,112.999999523162,800.0,43.1151241535,54.502369668200004,55.0595238095,49.0518331226,43.2361896477,16.817155756200002,15.5871511322,18.253968254,20.986093552499998,24.0104393214,8.8779019776,40.0557435795,53.9121756487,55.9747185463,51.9109617808,19.1315563199,17.4795938682,17.0858283433,17.4007505432,14.7417051659,14.070351758800001,51.2007684918,64.01937046,66.1949685535,61.5829000578,12.5628140704,10.6628242075,11.4769975787,11.2683438155,9.9364529174,20.230040595400002,40.9297520661,50.1713364241,49.475397974,45.0281425891,21.1547135769,19.6694214876,19.8951824229,21.0564399421,20.3001876173,20480200,4007.3392,-8097.6073
Ohio University-Chillicothe Campus,43.86449184,29.55354494,19.886303820000002,26.972708400000002,33.86957545,66.13042455,1.3497606500000001,32.5198148,1.5561569689,3.6570247934,5.4424511187,7.7604920405,8.705440900600001,1388.00001144409,9688.99993896484,9187.0002746582,121.000003814697,513.000011444091,112.999999523162,800.0,43.1151241535,54.502369668200004,55.0595238095,49.0518331226,43.2361896477,16.817155756200002,15.5871511322,18.253968254,20.986093552499998,24.0104393214,8.8779019776,40.0557435795,53.9121756487,55.9747185463,51.9109617808,19.1315563199,17.4795938682,17.0858283433,17.4007505432,14.7417051659,14.070351758800001,51.2007684918,64.01937046,66.1949685535,61.5829000578,12.5628140704,10.6628242075,11.4769975787,11.2683438155,9.9364529174,20.230040595400002,40.9297520661,50.1713364241,49.475397974,45.0281425891,21.1547135769,19.6694214876,19.8951824229,21.0564399421,20.3001876173,20482000,3932.9403999999995,-8300.217499999999
Ohio University-Southern Campus,43.86449184,29.55354494,19.886303820000002,26.972708400000002,33.86957545,66.13042455,1.3497606500000001,32.5198148,1.5561569689,3.6570247934,5.4424511187,7.7604920405,8.705440900600001,1388.00001144409,9688.99993896484,9187.0002746582,121.000003814697,513.000011444091,112.999999523162,800.0,43.1151241535,54.502369668200004,55.0595238095,49.0518331226,43.2361896477,16.817155756200002,15.5871511322,18.253968254,20.986093552499998,24.0104393214,8.8779019776,40.0557435795,53.9121756487,55.9747185463,51.9109617808,19.1315563199,17.4795938682,17.0858283433,17.4007505432,14.7417051659,14.070351758800001,51.2007684918,64.01937046,66.1949685535,61.5829000578,12.5628140704,10.6628242075,11.4769975787,11.2683438155,9.9364529174,20.230040595400002,40.9297520661,50.1713364241,49.475397974,45.0281425891,21.1547135769,19.6694214876,19.8951824229,21.0564399421,20.3001876173,20483900,3852.4781,-8266.687600000001
Ohio University-Lancaster Campus,43.86449184,29.55354494,19.886303820000002,26.972708400000002,33.86957545,66.13042455,1.3497606500000001,32.5198148,1.5561569689,3.6570247934,5.4424511187,7.7604920405,8.705440900600001,1388.00001144409,9688.99993896484,9187.0002746582,121.000003814697,513.000011444091,112.999999523162,800.0,43.1151241535,54.502369668200004,55.0595238095,49.0518331226,43.2361896477,16.817155756200002,15.5871511322,18.253968254,20.986093552499998,24.0104393214,8.8779019776,40.0557435795,53.9121756487,55.9747185463,51.9109617808,19.1315563199,17.4795938682,17.0858283433,17.4007505432,14.7417051659,14.070351758800001,51.2007684918,64.01937046,66.1949685535,61.5829000578,12.5628140704,10.6628242075,11.4769975787,11.2683438155,9.9364529174,20.230040595400002,40.9297520661,50.1713364241,49.475397974,45.0281425891,21.1547135769,19.6694214876,19.8951824229,21.0564399421,20.3001876173,20484800,3973.8752,-8258.606899999999
Ohio University-Main Campus,43.86449184,29.55354494,19.886303820000002,26.972708400000002,33.86957545,66.13042455,1.3497606500000001,32.5198148,1.5561569689,3.6570247934,5.4424511187,7.7604920405,8.705440900600001,1388.00001144409,9688.99993896484,9187.0002746582,121.000003814697,513.000011444091,112.999999523162,800.0,43.1151241535,54.502369668200004,55.0595238095,49.0518331226,43.2361896477,16.817155756200002,15.5871511322,18.253968254,20.986093552499998,24.0104393214,8.8779019776,40.0557435795,53.9121756487,55.9747185463,51.9109617808,19.1315563199,17.4795938682,17.0858283433,17.4007505432,14.7417051659,14.070351758800001,51.2007684918,64.01937046,66.1949685535,61.5829000578,12.5628140704,10.6628242075,11.4769975787,11.2683438155,9.9364529174,20.230040595400002,40.9297520661,50.1713364241,49.475397974,45.0281425891,21.1547135769,19.6694214876,19.8951824229,21.0564399421,20.3001876173,20485700,3932.6798,-8210.0985
Ohio University-Zanesville Campus,43.86449184,29.55354494,19.886303820000002,26.972708400000002,33.86957545,66.13042455,1.3497606500000001,32.5198148,1.5561569689,3.6570247934,5.4424511187,7.7604920405,8.705440900600001,1388.00001144409,9688.99993896484,9187.0002746582,121.000003814697,513.000011444091,112.999999523162,800.0,43.1151241535,54.502369668200004,55.0595238095,49.0518331226,43.2361896477,16.817155756200002,15.5871511322,18.253968254,20.986093552499998,24.0104393214,8.8779019776,40.0557435795,53.9121756487,55.9747185463,51.9109617808,19.1315563199,17.4795938682,17.0858283433,17.4007505432,14.7417051659,14.070351758800001,51.2007684918,64.01937046,66.1949685535,61.5829000578,12.5628140704,10.6628242075,11.4769975787,11.2683438155,9.9364529174,20.230040595400002,40.9297520661,50.1713364241,49.475397974,45.0281425891,21.1547135769,19.6694214876,19.8951824229,21.0564399421,20.3001876173,20486600,3996.098,-8203.1063
Owens Community College,76.71816729,43.15934698,38.63268608,55.07013106000001,44.28790984,55.71209016,3.5604508200000002,40.72745902,2.1345407503,2.2752497225,4.9014384656,5.7705597789,6.3555114201,1197.00002670288,9702.999877929691,8244.99969482422,444.999980926513,1264.0000343322702,93.999999761581,630.999994277954,8.7231352718,14.055793991400002,16.6109253066,15.9538357094,13.9013452915,52.4652338812,51.9313304721,50.278706800399995,52.545824847300004,46.5552384835,12.229539040499999,18.606557376999998,19.923371647499998,18.5205183585,16.286960736799998,53.245531514599996,49.8360655738,45.9003831418,43.2505399568,37.8090159961,14.935064935100002,18.8571428571,23.3846153846,21.5777262181,19.4672131148,46.7532467532,48.285714285699996,38.4615384615,39.9071925754,35.2459016393,9.8965071151,16.2042175361,17.7410761854,16.7588113338,14.448857994,54.139715394599996,51.2208657048,49.2807671817,48.4796129924,43.4458788481,20494500,4158.7998,-8353.8634
Stark State College,75.68862275000001,52.493713330000006,41.42037936,59.40905281,51.42787996,48.57212004,2.92836399,48.499515970000004,2.0960365854000003,2.4029574861,3.7109375,4.1453428864,4.8234811166,1121.00000381469,9768.00003051758,8804.00009155273,93.999999761581,928.999996185302,58.999997377395,546.999979019165,7.2621641249,10.5594956659,14.805414551599998,11.5458381281,11.088709677399999,53.812636165600004,57.4468085106,55.16074450079999,55.7729190641,52.1025345622,7.2704867529,14.238134887600001,14.9737302977,13.7706855792,13.0794701987,56.50030807150001,57.035803497100005,51.751313485100006,52.36406619390001,44.1501103753,9.840425531900001,14.705882352899998,19.5652173913,19.4373401535,14.8058252427,47.606382978700005,51.9607843137,43.4782608696,43.2225063939,43.932038835,6.8978658537,12.0147874307,14.2578125,11.7195496418,11.5147783251,56.3643292683,57.9944547135,54.833984375,55.552712384900005,49.8357963875,20584100,4087.0597,-8143.9017
Oklahoma City Community College,69.83279972000001,51.136983810000004,45.867460910000005,58.12261233,48.918397940000006,51.081602059999994,8.07453416,40.84386378,1.1583011583,2.1371326803,3.4693877551,7.2079207921,8.818126148200001,1514.0000343322702,9308.00018310547,7672.00012207031,730.999994277954,886.999988555908,263.000011444091,771.000003814697,14.968999114299999,19.495412844,20.5145565335,20.625798212,16.4710995219,47.4756421612,48.2415902141,43.9404197698,41.5708812261,32.7249022164,14.4267274108,17.3782771536,18.9606741573,19.3667157585,14.050719671,51.2528473804,48.0898876404,46.2780898876,41.8998527246,28.3070596299,22.192513369,22.6700251889,28.159645232800003,24.3107769424,18.016194331999998,41.7112299465,37.5314861461,36.585365853700004,32.3308270677,31.174089068799997,13.3204633205,17.6758682102,18.2040816327,19.366336633699998,15.156154317199999,50.916988417,50.0445235975,46.6530612245,43.207920792100005,30.985915493,20744900,3538.7699,-9757.010900000001
Tulsa Community College,65.55493274,50.0,43.75,54.65246637,43.06451613,56.935483870000006,4.69354839,38.37096774,2.7923211169,3.3321999319999995,6.4172958133,8.8151116199,11.864796504900001,1546.00000381469,9508.999633789059,7526.00021362304,488.99998664855906,976.000022888183,132.000005245208,682.999992370605,12.4766063631,17.7455357143,19.1890348372,18.6341022162,15.304839723399999,45.7267623206,45.0334821429,45.7452884066,45.2736318408,36.4550597109,11.4942528736,14.8387096774,17.111716621299998,16.816367265500002,17.3827160494,49.0595611285,46.3440860215,45.7220708447,43.113772455100005,26.123456790100004,15.797546012300002,16.5963431786,18.303571428599998,18.7239944521,16.6666666667,40.1840490798,40.5063291139,41.2202380952,33.2871012483,27.0396270396,11.0645724258,16.1849710983,18.085106383,17.572982255299998,16.0036790067,49.214659685899996,46.956817409,46.7741935484,46.5082999428,33.5019544723,20793500,3610.6788,-9590.824999999999
Oregon State University,64.44969615000001,34.61493514,21.66219839,36.47306299,31.369606,68.630394,3.10193871,28.26766729,4.1792042794999995,5.4279054279,6.873401534499999,8.5978428351,9.040488075399999,1777.0000457763601,9055.00030517578,8604.00009155273,796.000003814697,159.00000333786,364.00001049041697,1006.0000419616699,25.9655377302,39.9224806202,46.9399881165,50.1561524047,49.8991257566,17.8847296494,16.989664082700003,19.3701723113,19.73766396,21.318090114300002,10.084306095999999,37.1419375603,51.7348203222,59.899675420499996,61.00875868320001,14.850843060999999,14.9018345671,16.9764560099,14.222484508700001,11.2956810631,13.0067567568,40.4963680387,55.973079080199994,62.979942693400005,62.751677852300006,13.851351351399998,14.2251815981,16.937745373,12.722063037199998,12.0805369128,17.2851889,36.7299367299,46.7391304348,53.43605547,55.851358846400004,17.1514543631,16.3503163503,18.2864450128,17.750385208,15.1691625069,20954200,4456.3949999999995,-12327.4723
Portland Community College,74.08207343,56.48063434,44.41135249,61.16956389,43.99602745,56.00397255,6.23871434,37.75731311,2.6158146965,4.2794089426,6.7755708186,9.1235059761,10.516108178,2028.00006866455,8719.00024414062,8119.999694824221,873.9999771118161,415.000009536743,515.0000095367429,1003.9999961853001,10.2690999072,15.903197925699999,14.352818371600002,15.0501672241,15.490918662799999,47.8502938447,47.219821377100004,47.990605428,48.7123745819,41.7346670176,10.3190104167,12.6746506986,15.609924190200001,15.6574923547,15.382550335600001,54.39453125,49.1683300067,45.416953824900006,46.2385321101,35.9194630872,14.726291441799999,17.9304897314,17.297698589499998,18.8372093023,17.874632713,44.0246723207,42.0221169036,40.460282108399994,40.4069767442,32.2233104799,9.1453674121,13.5482632892,14.2936699462,14.4488711819,14.922960887799999,52.855431309900005,49.6066014201,48.487098570600004,49.5351925631,41.4933735589,20974600,4543.8153999999995,-12273.087599999999
Portland State University,74.88693168,49.39447384,33.08550186,53.733098180000006,39.109301099999996,60.8906989,4.9395691,34.169732,2.5058275057999997,4.7378395452,6.149506347,8.1017917424,11.258629846,2070.99990844726,8811.00006103515,8302.99987792968,771.999979019165,343.00000667572,490.99998474121105,1081.00004196167,34.9877149877,44.5142580957,45.6964656965,47.450424929200004,46.4598786244,18.5257985258,19.8646689222,22.1621621622,23.5127478754,24.072825354,18.2187730968,35.606387570100004,46.7495987159,50.1802162595,48.6033519553,18.2187730968,18.385843763500002,20.545746388399998,18.8225871045,19.5065176909,26.1268143621,40.409836065600004,49.4822485207,50.748299319699996,49.1839762611,17.1886936593,18.4426229508,18.1952662722,19.0476190476,20.8456973294,25.1456876457,39.5767530006,44.9929478138,47.9615684238,46.7073818375,18.793706293699998,19.330385344299998,22.538787024,22.1760581667,22.6234731811,20980700,4551.1601,-12268.6289
Community College of Allegheny County,74.75990396,45.32716637,44.19009704,58.04652428,40.62852538,59.37147462,2.20789686,38.42062853,2.6590010779999997,4.8712595685,6.2459546926,8.9577464789,10.6534744593,1460.99996566772,9651.00021362304,8341.99981689453,93.999999761581,1375.0,116.999995708465,872.0000267028811,13.552068473600002,17.1267252196,17.885679164099997,17.961914565100003,16.1960784314,43.2952924394,45.2321204517,46.7117393977,44.2614513639,32.274509803899996,8.4059456689,12.519319938199999,13.6812411848,15.693112467299999,14.044059795399999,52.537160430499995,49.9742400824,45.7921955806,45.5100261552,31.077891424100002,13.6842105263,17.246596066600002,15.512048192799998,20.0873362445,17.0241286863,39.649122807,43.1164901664,39.3072289157,38.1368267831,27.6139410188,9.9173553719,13.987473904,15.501618123,16.0845070423,14.795213989899999,50.5210204815,48.9213639527,47.6699029126,46.2535211268,32.3745973309,21060500,4045.0908,-8001.845299999999
California University of Pennsylvania,54.95495495,31.16032439,25.690983239999998,34.80973175,37.33333333,62.666666670000005,1.4017094,35.93162393,2.9911075182,4.8475371384,6.3542494043,7.169253510699999,8.5093167702,1243.99995803833,9731.99996948242,9211.00006103515,121.000003814697,559.000015258789,77.999997138977,665.0000095367429,28.1179138322,34.1603053435,44.9367088608,50.6925207756,53.00429184549999,21.0884353741,22.3282442748,22.1518987342,18.5595567867,15.2360515021,8.5324232082,29.4473229706,32.164767747599996,49.3170381021,53.2828282828,27.9863481229,27.4611398964,37.160385626600004,22.7893601725,16.1616161616,12.7659574468,33.2506203474,44.1011235955,57.8947368421,59.772727272699996,22.606382978699997,25.8064516129,28.9325842697,16.040100250600002,12.7272727273,14.227970897299999,30.1798279906,33.5980937252,47.1544715447,51.4285714286,27.1624898949,25.8795934324,33.8363780778,23.6511456024,16.8322981366,21136100,4006.4964000000004,-7988.679
Delaware County Community College,69.47324762,43.30100575,39.59455179,52.53232759000001,47.08105838,52.918941620000005,2.9399412,44.14111718,2.4730215827,3.3161068045,6.1376589215,8.8510933704,12.741786920500001,1685.0000381469702,9165.00015258789,7415.000152587891,233.999991416931,1945.99990844726,379.999995231628,953.999996185302,14.749536178100001,15.339480301799998,17.719298245599997,19.7954711468,18.8603988604,37.1057513915,38.139145012600004,33.9473684211,36.669101534,27.8632478632,12.0364346129,13.337507827200001,16.2042875158,16.2082514735,18.6250609459,48.4059856864,46.5873512837,43.2534678436,40.176817288799995,29.790346172600003,15.089514066500001,16.6666666667,20.6741573034,21.3740458015,20.218579235,38.3631713555,39.316239316200004,35.0561797753,32.8244274809,26.229508196700003,12.8147482014,13.695090439300001,16.0894344586,16.973273169,18.4832668099,44.694244604299996,43.7123169681,40.201665936,39.8472752516,29.3521645686,21192700,3996.6724,-7539.308
Harrisburg Area Community College,67.85795069,43.5094971,33.69337979,48.55821277,49.40503432,50.59496568,4.4164759700000005,44.988558350000005,1.9765739385,3.7458511143,5.5363321799,8.5141596175,9.7416488399,1306.00004196167,9481.99996948242,8733.00018310547,478.00002098083496,736.999988555908,137.999999523162,701.000022888183,10.2753195674,14.7625763987,16.8658088235,18.216918216899998,20.7902735562,46.116027532,48.9421720733,49.0349264706,49.1049491049,42.2188449848,9.8460436806,13.7336093858,15.4399178364,17.1118285882,17.378132745800002,49.4092373792,45.7211870255,46.1143444026,41.8256530672,34.2880749105,15.7750342936,18.8351920694,19.947506561700003,19.315403423,23.5781990521,38.5459533608,41.140024783099996,40.4199475066,33.6185819071,27.369668246399996,9.0043923865,13.2764343291,15.3633217993,17.3593232806,18.3643245022,49.7071742313,48.221906116599996,48.5813148789,46.8738506804,39.5425374362,21287800,4029.6776999999997,-7688.6408
La Salle University,68.76790831000001,19.48632049,31.20665742,38.525963149999995,36.975857690000005,63.024142309999995,3.74841169,33.227446,2.6410564226,4.5123726346,11.5501519757,10.8418367347,13.732004429700002,1567.00000762939,8854.00009155273,7144.999694824221,721.000003814697,1894.00005340576,390.000009536743,952.9999732971189,25.4054054054,45.1807228916,45.9459459459,46.976744186000005,48.0916030534,14.5945945946,18.6746987952,12.432432432399999,13.9534883721,8.7786259542,5.7971014493,46.632124352299996,44.759206798899996,64.426419467,64.38356164380001,14.906832298100001,13.7305699482,20.5382436261,10.428736964099999,7.5869336142999995,6.2893081761000005,50.1992031873,46.7811158798,63.945578231300004,69.4805194805,7.5471698113,7.9681274900000005,18.8841201717,6.8027210884,6.1688311688,9.9639855942,44.9781659389,44.376899696,59.821428571400006,57.9180509413,17.6470588235,17.0305676856,18.8449848024,12.7551020408,8.4163898117,21336700,4003.7979,-7515.3061
Montgomery County Community College,67.64380531,37.840100459999995,36.02693603,47.99079113,43.10221587,56.89778413,2.40648082,40.695735049999996,1.22426266,3.0991735537,4.7276464543,8.4690553746,12.0986687549,1962.0000839233398,9263.99993896484,8297.000122070309,274.00000095367403,1084.00001525878,356.999993324279,1131.00004196167,12.4528301887,16.8306010929,18.6440677966,19.9460916442,18.0277349769,46.415094339599996,40.9836065574,43.2203389831,39.2632524708,33.43605547,18.7368421053,20.230040595400002,22.4886584576,23.704954954999998,21.3515048268,45.2631578947,46.4140730717,42.3849643552,36.711711711700005,29.187961385599998,19.8581560284,22.5382932166,26.477541371199997,27.482678983800003,22.7722772277,42.0803782506,38.9496717724,34.2789598109,28.4064665127,25.544554455399997,15.6928213689,18.0785123967,19.9897225077,21.335504886000003,19.3813625685,46.5219810796,45.6095041322,44.5015416238,39.332247557,32.0673453406,21411100,4017.5609,-7527.6093
Community College of Philadelphia,81.42096567,43.79321434,58.13188385,68.33092137,55.41367666,44.58632334,5.67750106,49.736175599999996,1.5683037557,2.2192716237,3.7525702536,5.9490502135,9.4407791392,917.000007629394,8805.99975585937,4127.00004577636,828.999996185302,4715.99998474121,438.000011444091,594.999980926513,7.2019464719999995,10.666666666700001,11.3357400722,12.4164001163,15.316346979699999,49.0510948905,49.1717171717,50.0,45.8854318116,30.9189808188,7.2963972147,12.511197372300002,12.7228525122,14.260607582199999,16.4488636364,56.8574023615,52.762018513,51.5667206915,45.7444137585,30.255681818199996,10.3515625,16.1231884058,16.8238993711,16.957210776500002,19.7836166924,49.4140625,44.384057971000004,42.7672955975,38.8272583201,27.2024729521,6.9335534461,11.267071320200001,11.6175462646,13.0761301723,15.4885328307,54.3334709038,51.9537177542,51.782042494900004,46.4585480783,30.9299403079,21523900,3996.2457999999997,-7516.5604
Temple University,76.60979637,14.527864400000002,22.02057998,29.95122731,29.591570150000003,70.40842985,2.29905077,27.29251938,1.1698642957,3.1701631702,4.4715447154,6.3466042155,8.0440900563,1642.00000762939,8925.0,7380.9997558593695,546.000003814697,1776.00002288818,392.000007629394,1028.9999961853,34.240362811800004,51.758793969799996,55.50000000000001,60.0533807829,61.4379084967,14.6258503401,12.9648241206,16.3,14.768683273999999,12.5116713352,13.488133856900001,56.8310706307,65.21119230080001,71.4393085306,72.4967123802,11.5075977463,10.775047258999999,13.883443236500002,12.1946636603,9.2429081345,14.361054766699999,60.5784469097,68.11726981219999,74.5863970588,75.77464788729999,9.0060851927,8.557844691,13.055428309700002,10.5238970588,8.3098591549,17.267197005099998,53.44988344990001,61.585365853700004,66.83840749410001,68.0816135084,13.593823116500001,12.5874125874,14.837398374,13.723653395800001,10.5300187617,21633900,3998.0545999999995,-7515.6858999999995
Thomas Jefferson University,63.922518159999996,39.333333329999995,22.44897959,38.76190476,32.97985154,67.02014846,1.80275716,31.177094379999996,2.8947368421,5.109489051100001,5.7771664374,15.4353562005,9.6370463079,1632.9999923706002,9083.00018310547,7851.00021362304,421.000003814697,1394.99998092651,390.000009536743,1023.99997711181,40.4858299595,53.798767967100005,67.0616113744,57.384987893499996,81.5789473684,18.6234817814,19.5071868583,9.715639810399999,12.5907990315,4.6783625731,19.7749196141,32.078313253000005,64.86042692939999,37.5907111756,70.6398996236,41.318327974300004,36.4457831325,18.2266009852,36.1393323657,5.5207026349,30.6179775281,42.8571428571,69.0789473684,38.0813953488,79.4117647059,29.775280898899997,30.395136778100003,13.1578947368,34.5930232558,4.1176470588,28.1578947368,40.6326034063,64.3741403026,48.1530343008,71.5894868586,31.973684210499997,28.8321167883,15.4057771664,24.0105540897,5.7571964956,21636600,3994.8273999999997,-7515.826599999999
West Chester University of Pennsylvania,72.37442922,14.042962489999999,15.684446099999999,23.64539917,28.130857050000003,71.86914295,1.0223206699999998,27.108536379999997,2.0316027088,7.0533642691,10.3092783505,10.2418207681,10.697455230900001,1862.9999160766602,9308.999633789059,8491.00036621093,318.00000667572,980.000019073486,259.999990463256,1085.00003814697,7.2639225182,12.6385809313,21.956521739099998,47.4074074074,52.705882352900005,22.0338983051,29.2682926829,30.652173913000002,23.2098765432,17.176470588199997,0.9938313914,2.3734729494,6.860343017200001,44.8199853049,61.1890694239,18.2316655243,48.272251308899996,56.1078053903,30.0146950771,15.8788774003,1.8817204301,3.4453057709,8.379373849,48.4282907662,63.8971315529,17.7419354839,48.406546081,54.0515653775,28.7819253438,14.4411473788,1.7155756208000001,3.9443155452000003,9.2335275661,43.575154101500004,58.1998114986,19.1873589165,44.222737819,51.860152398000004,29.3029871977,16.8237511781,21676400,3995.3398,-7559.812
Community College of Rhode Island,74.42420076,37.99138044,51.642796970000006,60.29776675,53.473476760000004,46.52652324,7.53818361,45.93529315,1.2445730824999999,1.7277963019,3.1890660592,6.1305361305,7.6204023572,1336.9999885559,8187.99972534179,7711.000061035151,1456.9999694824198,705.999994277954,284.999990463256,767.9999828338621,11.8430792006,18.544436669,17.9063360882,20.580474934,22.4772628844,50.333086602499996,47.3058082575,50.413223140499994,49.6042216359,31.658726721500003,13.3603238866,12.376024148299999,14.616613418499998,16.8703326544,17.8638941399,55.668016194299994,56.403622250999994,51.717252396199996,47.5220638153,31.6005040958,20.218579235,21.8262806236,23.4234234234,25.0453720508,24.9110320285,39.8907103825,41.425389755000005,36.486486486500006,37.0235934664,27.9359430605,12.0405209841,13.7617459836,14.8633257403,17.459207459199998,19.2237350132,55.25325615049999,54.501364049699994,53.103644646899994,49.7902097902,32.0463320463,21747500,4171.2817000000005,-7148.150900000001
Greenville Technical College,73.21788159,39.4816346,48.23962165,58.101446970000005,42.49955301,57.50044699,3.84409083,38.65546218,2.1576763485,3.8838760298,5.3463855422,7.7797725912999995,8.278481012699999,1510.00003814697,9541.99981689453,7812.99972534179,313.000011444091,1826.00002288818,107.000005245208,692.000007629394,7.8733031674000005,11.9904076739,14.653784218999999,17.881852049,17.8694158076,54.660633484200005,50.199840127899996,53.301127214199994,50.1862692922,39.175257732,7.4153680817,11.5918803419,12.3253493014,14.3796992481,12.5313283208,54.9167114455,54.006410256399995,52.744510978,47.462406015,33.9598997494,11.3309352518,15.331010453,16.6101694915,20.1503759398,22.2797927461,49.640287769800004,47.735191637599996,46.440677966100004,40.0,28.6269430052,6.7219917012,10.945468811300001,12.4623493976,15.2004787552,13.772151898699999,56.016597510400004,53.550411926200006,54.405120481900006,50.4787552364,38.0759493671,21811300,3482.6211999999996,-8237.1178
Midlands Technical College,73.82943144000001,38.13167543,43.700077300000004,55.18890483,39.6505616,60.3494384,2.54947406,37.10108754,1.8973695557999999,5.8007566204000005,9.0627420604,12.020033389,12.3878437048,1765.9999847412098,9526.99966430664,6270.99990844726,236.99998855590798,3345.0000762939403,136.00000143051102,907.9999923706049,7.2886297376,10.3658536585,10.1851851852,10.6254203093,12.676056338,46.1613216715,43.902439024399996,46.632996633000005,49.4956287828,35.5998057309,4.3072132849,5.7939914163,7.4662813102,8.432087511399999,10.8897126969,47.4312402698,47.263948497899996,45.472061657000005,41.1577028259,33.5032437442,5.6514913658,8.8467614534,9.8240469208,8.6005830904,13.910761154900001,37.0486656201,39.8104265403,39.4428152493,39.941690962100004,30.5774278215,5.2608883139,7.1878940731,8.0945003873,9.4824707846,11.2879884226,49.7197067702,47.6250525431,47.5987606507,45.5759599332,35.3979739508,21835300,3394.9325000000003,-8111.5761
