School Name,"% IndepStudents, LowIncome $0-$30,000",% Independent Students,"% DepStudents, LowIncome $0-$30,000","% aided students family income $0-$30,000",% First Generation Students,"% First Gen, Parents w/College","% First Gen, Parents w/MiddleSchool","% First Gen, Parents w/HighSchool","% FirstGenStudents, Completed 2 Years","% FirstGenStudents, Completed 3 Years","% FirstGenStudents, Completed 4 Years","% FirstGenStudents, Completed 6 Years","% FirstGenStudents, Completed 8 Years",% Students W/Bachelors Degree at 25 Years Old,% Students Born Within the U.S.,% Population of White Students by ZIP Code,% Population of Hispanic Students by ZIP Code,% Population of Black Students by ZIP Code,% Population of Asian Students by ZIP Code,% Students W/Professional Deg at 25YrsbyZIP,% IndepStudents Completed 2 Years,% IndepStudents Completed 3 Years,% IndepStudents Completed 4 Years,% IndepStudents Completed 6 Years,% IndepStudents Completed 8 Years,% IndepStudents Withdrawn 2 Years,% IndepStudents Withdrawn 3 Years,% IndepStudents Withdrawn 4 Years,% IndepStudents Withdrawn 6 Years,% IndepStudents Withdrawn 8 Years,% DepStudents Completed 2 Years,% DepStudents Completed 3 Years,% DepStudents Completed 4 Years,% DepStudents Completed 6 Years,% DepStudents Completed 8 Years,% DepStudents Withdrawn 2 Years,% DepStudents Withdrawn 3 Years,% DepStudents Withdrawn 4 Years,% DepStudents Withdrawn 6 Years,% DepStudents Withdrawn 8 Years,% NonFirstGenStudents Completed 2 Years,% NonFirstGenStudents Completed 3 Years,% NonFirstGenStudents Completed 4 Years,% NonFirstGenStudents Completed 6 Years,% NonFirstGenStudents Completed 8 Years,% NonFirstGenStudents Withdrawn 2 Years,% NonFirstGenStudents Withdrawn 3 Years,% NonFirstGenStudents Withdrawn 4 Years,% NonFirstGenStudents Withdrawn 6 Years,% NonFirstGenStudents Withdrawn 8 Years,% FirstGenStudents Completed 2 Years,% FirstGenStudents Completed 3 Years,% FirstGenStudents Completed 4 Years,% FirstGenStudents Completed 6 Years,% FirstGenStudents Completed 8 Years,% FirstGenStudents Withdrawn 2 Years,% FirstGenStudents Withdrawn 3 Years,% FirstGenStudents Withdrawn 4 Years,% FirstGenStudents Withdrawn 6 Years,% FirstGenStudents Withdrawn 8 Years,id,Latitude,Longitutde
College of DuPage,69.2920354,31.31929047,42.21146086,50.69290466,42.60813428,57.39186572,6.02001291,36.588121369999996,1.5783540023,5.559619605,11.4576702737,18.9487179487,18.75,2419.00005340576,8436.00006103515,7933.000183105471,1050.0,773.0000019073481,684.9999904632571,1265.99998474121,10.930735930700001,9.8360655738,7.1544715447,2.9603315571,2.8728348120000002,43.3982683983,48.31243973,49.2682926829,50.5032563647,41.2336290663,8.2338410869,9.7816960537,8.7602078693,3.2237871674000003,2.1940349674,43.4335117332,41.771620487,40.4231625835,39.718309859200005,31.573534453199997,9.3930635838,10.072992700699999,8.6956521739,2.8455284553,3.162055336,35.838150289,34.598540146,37.8516624041,35.060975609799996,28.557312253,8.8688462984,9.7293343087,8.1476766391,3.2051282051000003,2.3408239699999998,45.3964674934,46.049743964899996,44.5257797581,45.564102564100004,37.6404494382,14486500,4184.1577,-8807.1635
Northern Illinois University,80.54862843000001,19.799210010000003,30.49456187,40.40487163,38.32968636,61.670313639999996,4.04814004,34.281546320000004,1.2820512821,2.0698051948,4.015776263899999,6.3032886724,7.9020762318,1789.9999618530198,8837.99972534179,7790.000152587891,1009.00001525878,1228.9999961853,347.000002861023,943.0000305175779,37.6296296296,49.4082840237,57.53052917230001,59.131403118,58.541893362399996,12.888888888899999,13.165680473399998,11.5332428765,13.585746102400002,10.4461371055,17.6024279211,40.804813839800005,53.391832602099996,55.7002314815,54.272382618799995,12.860394537200001,13.125235050799999,11.6098548768,12.3553240741,10.207057451199999,22.2844344905,47.5315729047,59.604829857300004,64.85981308410001,61.5521855486,9.2945128779,9.7588978186,9.8792535675,9.626168224299999,7.8501338091,21.464019851099998,40.7873376623,52.4560774471,53.654080389799994,52.9594050201,14.185277088500001,14.3262987013,12.1548942273,13.580998782,11.0938952588,14770300,4193.3869,-8876.6428
Olivet Nazarene University,47.42014742,23.25714286,14.8175726,22.400000000000002,27.68395657,72.31604343,2.05066345,25.63329312,5.5267702936,5.4844606947,7.1559633028,10.5970149254,9.7378277154,1410.00003814697,9366.99981689453,8211.00006103515,613.000011444091,1160.00003814697,176.999998092651,751.999998092651,16.990291262099998,35.9223300971,30.6878306878,59.22746781119999,50.0,19.902912621400002,23.786407767,29.1005291005,14.163090128799999,9.0909090909,8.5427135678,51.40845070420001,58.2210242588,57.0153061224,64.9709302326,12.3115577889,12.8169014085,11.8598382749,10.8418367347,6.6860465116,9.6926713948,55.8265582656,62.4352331606,64.265129683,65.25974025970001,10.1654846336,11.382113821099999,12.9533678756,7.7809798271,6.1688311688,10.7081174439,42.595978062200004,45.6880733945,54.0298507463,60.4868913858,16.5803108808,17.915904936,17.0642201835,13.5820895522,7.6779026217,14782800,4115.5237,-8787.5165
Southern Illinois University-Carbondale,68.82453152,22.34062797,32.71257045,40.78020932,35.25195024,64.74804976,2.88846721,32.36348303,2.2646007151,2.7114967462,4.9187161317,7.4880118038,9.672021419,1402.99997329711,9326.99966430664,7859.999847412109,601.000022888183,1492.00000762939,199.000000953674,809.0000152587891,37.4223602484,46.1290322581,51.694915254200005,53.80952380950001,42.5788497217,17.236024844699998,18.064516129,18.3615819209,17.619047619,18.3673469388,17.227378190299998,35.7682619647,45.2167122218,50.3546099291,47.5164987843,14.7911832947,17.229219143599998,17.3760249902,15.5673758865,11.497047586,21.0144927536,42.9697766097,53.678160919499994,59.536354056899995,52.941176470600006,12.6086956522,14.323258869899998,13.2183908046,9.9051633298,12.8998968008,23.420738975,36.2798264642,44.0600250104,48.2109922538,43.9759036145,16.6269368296,18.7093275488,19.1746561067,18.1851715234,13.5207496653,14922200,3771.4193,-8921.7273
Ivy Tech Community College,73.47381618,50.557058919999996,45.23938662,59.51388381,48.03693206,51.963067939999995,4.400415349999999,43.63651671,1.8370975176,2.6770186335000004,3.5234121464999997,5.3037645873,6.110479382399999,1617.00000762939,9548.00033569336,7498.000335693359,324.00000095367403,2037.9999160766602,133.000004291534,814.000034332275,9.826235927599999,12.998070155499999,16.5473596846,15.5559624069,13.9292509946,56.191874694099994,56.3287546827,55.8667911609,55.651165629199994,45.4679121259,8.7102177554,11.3288671133,14.115061162100002,14.2681615727,12.3440062754,59.8408710218,58.284171582800006,54.4342507645,50.6604208263,38.3584111816,12.8104059913,16.125461254599998,19.3888303477,18.5892116183,15.9292035398,51.9117067402,48.3394833948,46.2592202318,44.2876901798,37.2754089568,8.625798380200001,11.4347826087,14.6036161335,14.4806730508,13.0408761745,59.201949035400006,58.888198757800005,56.5832174316,54.7241499632,43.3987671315,15098700,3980.3753,-8615.8213
Purdue University Fort Wayne,72.56371814,18.55354659,26.263661199999998,34.85396384,35.197368420000004,64.80263158,2.00358852,33.193779899999996,1.3343217198,3.4170153417,6.4121037464,7.7266922094999995,9.696969697,1243.99995803833,9634.99984741211,8933.999633789059,363.000011444091,617.000007629394,103.999996185302,667.9999828338621,14.0127388535,26.2886597938,39.9408284024,33.6363636364,25.8717660292,35.668789808899994,32.2164948454,21.301775147900003,26.5909090909,32.170978627699995,5.8744993324,21.4191852825,30.460526315800003,40.0124069479,34.694906707,31.375166889200003,32.7201051248,27.565789473699997,25.1861042184,21.9364599092,9.9352051836,26.470588235300003,35.7446808511,43.8271604938,38.0782918149,25.0539956803,27.100840336100003,22.1276595745,21.6049382716,20.9964412811,6.375092661200001,21.059972106,30.9798270893,37.037037037,30.4761904762,34.5441067457,34.4490934449,27.8818443804,26.692209450799997,26.1038961039,15110200,4111.7278,-8510.896200000001
Marian University,53.34448161,44.00294334,18.528252300000002,33.84841795,29.176470589999997,70.82352940999999,1.64705882,27.52941176,13.4892086331,14.9284253579,19.4444444444,20.3608247423,18.4684684685,1681.99996948242,9563.99993896484,8097.00012207031,305.999994277954,1459.00001525878,138.99999856948799,855.000019073486,53.125,57.9411764706,55.25423728810001,56.00000000000001,55.6363636364,6.534090909100001,8.823529411800001,8.1355932203,12.4444444444,12.7272727273,22.6781857451,46.088794926,55.4621848739,32.1428571429,48.997134670499996,10.151187905,9.7251585624,14.0056022409,28.5714285714,8.88252149,34.3629343629,58.6419753086,62.7272727273,46.7661691542,58.888888888900006,6.1776061776,6.1728395062,11.363636363600001,22.388059701499998,10.0,36.510791366899994,46.0122699387,51.6203703704,38.4020618557,49.0990990991,9.7122302158,11.4519427403,11.342592592599999,22.422680412400002,10.810810810800001,15178600,3981.3232999999996,-8620.264299999999
Indiana Wesleyan University-Marion,48.21092279,78.37638376,19.65870307,42.036900370000005,47.41139964,52.58860036,3.91964723,43.491752410000004,2.6402640264,3.8725292457,5.4690329591,7.225758142999999,7.1452532707,1409.00001525878,9616.000366210941,8697.000122070309,276.999998092651,906.0000419616699,121.000003814697,776.999998092651,27.454909819599997,39.2887746358,34.5935727788,42.4159499609,51.012569832400004,32.625250501000004,29.905741216800003,32.5141776938,26.817826426899998,21.822625698299998,12.892376681600002,45.783132530100005,57.38705738710001,62.1586475943,57.9800498753,16.4798206278,16.331994645199998,16.9719169719,15.4746423927,11.4713216958,19.696969697,49.8338870432,52.2048364154,56.8597560976,59.5620437956,19.393939393900002,18.438538206,20.768136557600002,18.75,16.7883211679,24.569123579,38.6849536103,36.8706990221,44.5526020217,50.9225092251,30.546387972099996,28.6002420331,30.8946034046,25.533508049399998,20.194565582,15180100,4051.7937,-8566.7503
Buena Vista University,54.184397159999996,53.167420809999996,20.28985507,38.3107089,35.2553542,64.7446458,3.1301482700000003,32.12520593,4.3121149896999995,6.387665198200001,8.228980322,11.3997113997,11.869436201800001,1252.99997329711,9705.00030517578,9508.00018310547,304.999995231628,144.00000572204502,75.999999046325,486.99998855590803,45.5089820359,48.9096573209,50.6234413965,44.5175438596,45.2716297787,10.4790419162,13.707165109,15.960099750599998,23.9035087719,18.9134808853,19.3641618497,50.3401360544,62.9526462396,55.156950672600004,56.68316831680001,15.0289017341,9.5238095238,9.749303621200001,13.677130044800002,11.881188118799999,32.642487046599996,52.1739130435,64.1791044776,58.851674641100004,52.422907489,10.8808290155,7.453416149100001,9.4527363184,13.8755980861,12.3348017621,32.0328542094,48.6784140969,53.6672629696,47.0418470418,49.703264095,13.5523613963,13.2158590308,14.311270125200002,20.3463203463,16.9139465875,15300100,4264.2255,-9520.8529
Des Moines Area Community College,70.22786702,36.258973319999996,28.176795580000004,43.42408235,36.8889583,63.1110417,3.77947837,33.10947993,1.2738853503,3.3100404561000003,5.5592991914,7.2426937738,8.1530139104,1781.99996948242,9497.000122070309,9100.0,334.999990463256,356.999993324279,219.00000572204502,819.999980926513,19.0350877193,20.365752286,24.3055555556,23.3333333333,17.252681764,50.1754385965,51.870324189499996,48.75,52.04444444439999,44.8748510131,23.5528942116,28.9743589744,30.1268931641,28.875045804299997,24.768439108099997,46.626746507,42.264957265,40.4420794106,40.5276658117,35.3687821612,30.0366300366,30.703883495099998,34.5355191257,32.8544061303,27.579908675800002,37.851037851,35.8009708738,33.9890710383,34.7701149425,29.1324200913,19.8513800425,24.6414122839,25.9433962264,24.6505717916,19.300618238,50.601556970999994,48.473703567499996,46.4622641509,48.6404066074,42.8516228748,15321400,4170.7348,-9361.1597
Kirkwood Community College,76.19250426,36.93566148,30.13220254,47.14487966,38.6761488,61.3238512,3.1181619300000003,35.55798687,1.9455252918000001,3.5933033891,4.3691148775999995,7.4100980748000005,9.2456184912,1697.99995422363,9655.00030517578,9394.99969482422,230.99999427795402,222.000002861022,144.00000572204502,798.999977111816,13.663967611300002,14.552238806,15.4093097913,19.2277992278,18.3891992551,54.554655870400005,51.4925373134,55.457463884400006,48.8803088803,43.8081936685,21.3163064833,22.8585413607,24.1345685032,28.807339449500002,25.1263537906,44.7937131631,44.297601566299996,43.1984397855,39.8165137615,33.754512635400005,28.6919831224,27.6276276276,27.2585669782,31.8559556787,27.5229357798,37.552742616,38.4384384384,38.3177570093,35.1800554017,30.4791029562,15.780371811499998,17.9256839526,19.2843691149,23.5016345805,20.8534417069,51.188932122800004,49.040424663100005,50.131826741999994,45.2960406829,40.0558801118,15373700,4191.1268,-9165.1172
Ashford University,73.68089692000001,94.15426005,58.736349450000006,72.80727754,54.29005314999999,45.70994685,5.742568690000001,48.54748446,1.7268553416,1.897341343,2.6811266757000003,4.149894575399999,4.429831746,1497.99995422363,8976.99966430664,7577.99987792968,1084.00001525878,1318.99995803833,313.000011444091,780.999994277954,10.102268257499999,13.128333144199999,16.566564199600002,20.3026816532,18.4553260411,46.5910580831,45.4101894928,45.528493733699996,40.5743871139,37.4231767655,6.1403508772,10.2951763859,14.9397590361,20.943613348699998,18.3568677792,50.7177033493,45.2843772498,41.9277108434,33.486766398200004,30.081300813,11.8015665796,16.3941871026,21.148402749699997,24.971142747200002,22.8449197861,43.6553524804,41.5985467757,40.5984634048,35.7060407849,31.850267379699996,9.5388199822,12.4665437459,15.8959682683,19.7479394288,17.9697189526,47.3309120811,45.899006721,45.9155495306,40.8855664175,37.631338778,15402200,3282.73,-11714.1961
Johnson County Community College,68.09378186,42.75441273,34.71640655,48.98670734,36.94111898,63.05888102,4.10456878,32.83655021,2.2339800118,4.5909358446,7.4094401756,11.1617312073,14.651887772800002,2445.99990844726,9390.00015258789,8715.00015258789,484.99999046325604,567.9999828338621,241.000008583068,1256.00004196167,13.0750605327,18.4549356223,22.137404580200002,23.6417033774,19.8952879581,47.4576271186,46.6738197425,42.8435114504,41.042584434700004,33.2984293194,11.6327960757,17.277486911,19.3759071118,20.618556701,18.0372807018,47.3721093203,45.6993268512,41.0014513788,37.113402061900004,28.015350877200003,15.217391304299998,21.4035087719,23.8410596026,23.6439499305,19.2443919717,40.5797101449,42.105263157900005,34.9337748344,32.8233657858,27.154663518299998,11.1699000588,16.539140671,19.4840834248,21.5034168565,18.912365777599998,49.617871840099994,47.4396703943,44.0724478595,40.9567198178,31.7630758573,15521000,3892.4124999999995,-9472.7798
Bluegrass Community and Technical College,73.23765302000001,44.94403339,43.142660230000004,56.66856384,44.5931362,55.406863799999996,4.64062163,39.95251457,2.2211720227,3.8785046729,5.7544177617,7.5290896646,7.883715200799999,1310.00003814697,9644.99969482422,8766.00036621093,220.000004768371,901.000022888183,102.99999713897701,835.999965667724,11.992786294,17.8571428571,18.1056160939,19.1549295775,17.195076464,50.76645626689999,50.641025641000006,50.125733445099996,50.76056338029999,44.908616188,13.762102351300001,14.4869215292,19.2862045299,18.0317848411,16.4550533266,49.723374827099995,50.4359490275,45.9849004804,44.7432762836,34.5352971051,17.312072892899998,17.8329571106,22.7990970655,21.063394683,21.996615905200002,41.4578587699,44.6952595937,39.2776523702,35.378323108400004,31.1336717428,12.0982986767,15.5140186916,17.942908926100003,18.2067077344,16.1369795516,51.9848771267,51.7289719626,49.5695514273,49.9657768652,41.8822370042,15639200,3802.4808,-8450.3665
Galen College of Nursing-Louisville,48.87155196,78.63716039,28.61538462,44.544259419999996,49.30104843,50.69895156999999,5.31702446,43.98402396,2.7580442959,3.1802120141,3.0760301799,5.418422637,4.5833333333,1293.99995803833,9204.00009155273,7726.00021362304,1589.0000343322702,1355.00001907348,153.999996185302,705.000019073486,52.005663048600006,59.6026490066,59.0599876314,58.3227445997,65.1127819549,14.1104294479,12.472406181,14.162028447700001,13.341804320199998,9.7744360902,40.1360544218,48.0633802817,55.8467741935,48.1296758105,64.1909814324,18.3673469388,14.2605633803,15.1209677419,12.967581047400001,6.8965517241,45.7700650759,59.649122807,60.7692307692,59.554140127400004,67.0411985019,17.353579175700002,9.2731829574,11.7948717949,11.1464968153,5.9925093633,49.5612202257,56.284704694599995,57.74811375509999,55.6291390728,64.5138888889,14.793146677800001,13.629480060599999,14.973882762599999,13.6664659843,9.7222222222,15647100,3827.7005000000004,-8569.5972
Delgado Community College,82.55421686999999,50.084479849999994,62.8868472,72.73714699,52.24908425,47.75091575,5.8021978,46.44688645,2.2356654392,2.3472850678999997,3.3701806416999998,5.405405405400001,5.4432595894,1344.99998092651,9430.00030517578,5354.99992370605,467.999982833862,4075.0,231.999993324279,725.0,10.99672438,15.3966597077,15.2305542618,18.81989973,18.966465090699998,45.9054749649,46.607515657600004,48.5328365161,46.0470497493,39.1973611875,5.5225924236,8.707998107,11.0043248438,13.340978593300001,14.000000000000002,53.217708808800005,51.964032181700006,49.303219606,45.145259938799995,36.5970149254,12.3574144487,19.878296146,15.799614643500002,20.3767123288,21.2765957447,38.783269962,38.3367139959,42.3892100193,39.212328767100004,30.9219858156,7.6538663861,10.7748868778,12.7797249933,15.524324324300002,16.059207385,51.104681746400004,50.9615384615,49.8247506066,46.400000000000006,38.739455674,15866200,2998.5149,-9010.3962
University of New Orleans,75.11591963000001,25.58323448,40.75451647,49.54527481,40.6360424,59.36395759999999,3.04770318,37.58833922,2.9635901778,4.8401826484,6.9607843137,9.0821256039,10.6149341142,1453.9999961853,9352.99987792968,5983.000183105471,528.000020980835,3400.9998321533203,251.99999809265103,792.9999828338621,14.849187935,31.347150259099998,42.9447852761,47.8494623656,39.8319327731,21.1136890951,26.6839378238,20.5521472393,16.935483871000002,22.3529411765,6.2792877225999995,13.3076181292,28.1086729363,45.0323974082,39.0178571429,27.179006560399998,31.3404050145,30.512016718899996,21.7062634989,17.5,9.4637223975,21.646341463400002,40.684410646399996,50.5703422053,44.4126074499,22.0820189274,28.6585365854,25.855513308,15.5893536122,18.624641833800002,8.552074513099999,17.1689497717,29.607843137299998,44.6376811594,37.9941434846,26.333615580000004,30.502283105,28.5294117647,21.5458937198,19.326500732099998,15993900,3002.7704,-9006.7142
University of Maine at Augusta,68.35443038,66.14338043,38.17619784,58.13710099,50.86009174,49.13990826,2.69495413,48.165137609999995,4.6896551724,5.3935860058000005,6.711409396,5.9912854031,6.0530679934,1318.00003051757,9655.00030517578,9679.00009155273,92.00000166893,62.999999523161996,62.000000476837,715.999984741211,15.6826568266,17.037037037,21.8077474892,23.6802413273,25.6556442417,37.4538745387,41.8518518519,43.6154949785,46.757164404200005,43.2155074116,14.367816092,17.5496688742,19.2,21.7289719626,22.307692307700002,32.4712643678,36.0927152318,37.333333333300004,39.4859813084,35.1923076923,18.7878787879,25.641025641,23.595505618,26.0115606936,31.937172774900002,27.878787878799997,30.7692307692,32.022471910099995,38.7283236994,31.937172774900002,14.344827586200001,15.306122449,20.3579418345,22.3311546841,23.2172470978,37.2413793103,41.8367346939,43.288590604,44.8801742919,41.5422885572,16121700,4433.774600000001,-6979.6396
Howard Community College,69.41176471,44.86803519,43.61702128,55.19061584,38.73409013,61.26590987,3.95596835,34.77812178,2.496328928,3.5612535613,7.4074074074,10.9727626459,13.3242692046,2588.9999389648397,8595.99990844726,6419.0002441406195,411.99998855590803,2461.00006103515,676.000022888183,2061.00006103515,6.6137566138,8.640406607400001,12.1338912134,16.7822468793,18.3257918552,41.7989417989,39.1359593393,41.004184100399996,37.1705963939,26.8099547511,5.5499495459,6.7005076142,12.801678908700001,16.7355371901,17.7865612648,43.8950554995,41.6243654822,39.139559286499995,32.541322314,22.3320158103,8.5714285714,11.1413043478,12.967581047400001,22.7722772277,20.0,35.0649350649,32.3369565217,34.1645885287,26.485148514899997,20.2352941176,5.2863436123,6.623931623900001,12.3719464145,14.863813229600002,17.4711080897,45.2276064611,42.6638176638,41.7651694247,37.0428015564,25.628823929299998,16277900,3921.3636,-7687.7964
University of Maryland Global Campus,49.282595130000004,91.03356889999999,29.345531320000003,47.49495204,46.47196604,53.52803396,4.0257648999999995,42.44620114,2.6411125394,4.185839394399999,4.6440082038999995,8.0637214649,10.5074626866,1798.99997711181,8666.00036621093,5956.0001373291,798.0000019073481,2922.99995422363,451.00002288818297,1165.99998474121,15.3494794986,22.5303292894,27.5252194419,33.502613890999996,30.362308858,34.1937539834,33.9821357152,31.8747543561,27.4682598954,26.0779721725,18.9116859946,24.2274412855,35.059760956199995,31.7348377997,28.929384965799997,28.0999107939,28.3065512979,27.4900398406,23.5543018336,22.5512528474,17.4418604651,25.874125874100002,28.9102564103,35.5133079848,33.054975643700004,31.1425682508,32.4221233312,30.256410256400002,26.9961977186,25.1217814892,15.332476335199999,21.9533917174,28.0398476414,32.8625390048,29.5970149254,34.1007362393,33.6648359804,31.7609141518,27.1144687141,25.8208955224,16320400,3891.2706,-7684.7584
Montgomery College,70.67152104,32.02487369,46.78864113,54.43710324999999,43.62119725,56.37880275,7.37651292,36.24468433,1.7914725905000002,4.7933884298,9.4045801527,12.4045801527,16.3506525486,2431.99996948242,7200.0,5491.999816894529,1317.00000762939,2459.00001525878,1030.00001907348,2100.0,4.205128205099999,5.5938037866,7.4626865672,15.2386780906,17.292089249500002,50.5641025641,47.6764199656,47.6865671642,40.146878825,31.389452332700003,8.1730769231,5.9137733689,8.0188679245,15.876219307100001,16.7754569191,52.2836538462,50.553223960299995,44.085631349799996,40.5314497141,26.925587467399996,9.5588235294,8.1794195251,9.5006090134,19.701810436600002,20.4102564103,44.7058823529,40.1055408971,37.3934226553,35.0372736954,24.2051282051,6.4493013257000005,5.2231404959,7.4198473281999995,14.612868048,16.153656734800002,53.5292010032,52.06611570250001,47.2366412214,41.7666303162,29.746367889699997,16342600,3909.8655999999996,-7715.929
Prince George's Community College,69.01408450999999,45.083233220000004,43.90625,55.22567359,46.084667689999996,53.91533231,5.724939679999999,40.35972801,1.8834866404,3.5947712418,5.0663449940000005,11.09375,12.852573422499999,1581.9999694824198,8608.999633789059,2259.00001525878,628.000020980835,6812.99972534179,341.000008583068,959.0000152587891,6.310254163,9.785202864,12.3466257669,9.8407281001,9.740577582,41.1919368975,41.7661097852,42.7914110429,41.0693970421,29.074889867800003,7.8205128205,8.4033613445,9.1191066998,8.8562753036,6.4582265505,48.7179487179,46.218487395000004,44.9131513648,41.6497975709,26.755509994900002,9.3301435407,11.1578947368,12.8205128205,9.5505617978,9.9099099099,35.8851674641,37.6842105263,32.867132867100004,38.3895131086,25.2252252252,6.7893123084,8.5784313725,10.1728990752,9.28125,7.8511195115,47.3061760841,45.5882352941,45.8785685565,41.875,28.380343123000003,16365700,3888.8689,-7682.4623
Bunker Hill Community College,77.08557107,46.24172185,61.99568833,68.97350993,54.89702517,45.10297483,11.14416476,43.75286041,1.3198757764,2.3984526111999998,4.4097222222,7.7994428969,9.6329009108,1754.9999237060501,7301.999664306641,6215.00015258789,1223.99997711181,1912.9999160766602,753.000020980835,1300.0,12.664092664099998,18.1405895692,19.262295082,20.3359328134,19.7196261682,46.409266409299995,45.880574452,43.647540983599995,41.991601679700004,26.822429906500002,9.0445859873,14.4523655217,14.916810097499999,18.456725756,18.1865828092,52.611464968199996,43.875567077099994,46.4142283419,39.1553701773,27.5157232704,12.1107266436,19.9288256228,19.5718654434,20.3389830508,23.5294117647,42.214532872,39.501779359400004,39.755351682000004,38.9830508475,21.6470588235,10.5201863354,15.744680851100002,16.5972222222,19.2200557103,18.4653601987,50.659937888200005,45.3771760155,45.7638888889,40.6375735067,27.794645321599997,16511200,4237.4806,-7106.926300000001
University of Massachusetts-Lowell,58.93754487,25.81541883,20.88433675,30.707931799999997,31.76614881,68.23385119000001,3.7816843799999997,27.98446443,2.2319262494,3.9813857291000003,5.3010808029000005,7.0020746888000005,8.6294416244,1839.9999618530198,8579.00009155273,8484.99984741211,826.000022888183,363.000011444091,480.999994277954,1113.00001144409,29.3943870015,47.3756906077,48.370273794,55.090655509099996,51.870967741899996,7.8286558346,11.4640883978,16.6883963494,17.5732217573,19.8709677419,12.483967507500001,48.2646922721,61.053130929800005,65.49227799229999,61.5702479339,6.7977768277,8.6534012031,9.5825426945,12.2104247104,12.6033057851,14.554973822000001,47.739221871699996,62.4463519313,65.96980255519999,61.673414304999994,5.2356020942,8.2018927445,9.1201716738,11.9628339141,13.4952766532,17.079087821399998,48.1902792141,55.3782810087,61.4107883817,57.7157360406,7.8602620087,9.927611168599999,12.6093669583,14.3153526971,15.1269035533,16651300,4265.2864,-7132.680899999999
University of Massachusetts-Boston,67.50733138,31.93481925,37.61695102,47.16238996,43.05429864,56.94570136,6.42533937,36.628959280000004,1.1343804538,3.7400654510999995,7.0765148165,8.9104339797,17.3698384201,1939.9999618530198,7927.99987792968,7265.000152587891,851.000022888183,1285.00003814697,615.999984741211,1336.9999885559,30.024213075099997,42.4593967517,49.3657505285,54.4885177453,28.6121673004,16.2227602906,17.865429234300002,17.2304439746,16.7014613779,28.517110266200003,9.1866028708,24.1214057508,37.40818468,49.2028587136,37.9922351636,21.6746411483,23.9616613419,26.4428121721,20.4507971413,22.0188574598,16.9871794872,32.7787021631,45.6852791878,50.736497545000006,34.768740031899995,17.1474358974,18.8019966722,21.6582064298,18.821603928,22.6475279107,14.572425828999998,29.079008882700002,40.247678018600006,51.108033240999994,34.4703770197,20.942408377,22.9546517064,23.8390092879,19.2520775623,24.9102333932,16663800,4231.2881,-7103.686500000001
Davenport University,59.116022099999995,52.04472843,25.38307795,42.93929712,39.86062718,60.139372820000006,2.43902439,37.42160279,1.8901890189000001,2.3450586265,2.9641185647,5.1948051948,5.5975794251,1169.99998092651,9473.00033569336,7251.00021362304,467.999982833862,2135.0000381469704,140.999996662139,617.9999828338621,19.2837465565,28.6945812808,30.5623471883,30.6525037936,22.053571428599998,31.6804407713,29.6798029557,38.0195599022,28.072837632800002,32.5,16.1422708618,33.5031847134,45.1887941535,46.185852982,37.790055248600005,26.9493844049,27.898089172000002,24.847746650399998,19.833564493799997,24.0883977901,20.5202312139,40.1985111663,43.9775910364,46.2085308057,34.1317365269,23.6994219653,21.58808933,26.8907563025,19.4312796209,30.339321357299998,16.8316831683,27.97319933,36.193447737899994,33.5188620903,25.151285930400004,31.0531053105,31.2395309883,32.6833073323,26.654298082900002,30.030257186100002,16947900,4285.0013,-8553.3519
Eastern Michigan University,70.75471698,25.90983161,32.01979472,42.055947849999995,34.419642859999996,65.58035714,2.00892857,32.41071429,1.4409221902,2.5438294946999997,4.8960429242000005,7.5942028986,8.2251082251,1611.0000610351499,9323.00033569336,7659.999847412109,269.000005722045,1739.9999618530198,260.999989509582,1056.9999694824198,32.9411764706,41.1468812877,43.1969552807,47.4643423138,42.9141716567,18.6096256684,20.3219315895,20.6470028544,19.255150554700002,22.8210246174,8.7663485331,20.2146071305,38.7161484453,44.6622436671,45.2404317959,21.31495228,23.226029768100002,21.3640922768,20.1145958987,17.7625122669,15.991902834,29.260780287499998,46.6037735849,51.595744680900005,48.4931506849,16.2955465587,19.5071868583,17.5471698113,16.9326241135,18.6301369863,14.337175792500002,24.3382605706,37.4916163649,43.4202898551,43.2034632035,22.1902017291,23.4788587143,22.4681421865,20.8405797101,19.6825396825,16979800,4225.1675,-8362.7443
Kalamazoo Valley Community College,77.49667111000001,38.5721623,41.55518395,55.418592710000006,38.4593191,61.5406809,3.2313906500000003,35.22792845,2.0491803279,2.8018679119,4.6218487395,10.201280878299999,9.3818638218,1564.0000343322702,9575.0,8481.99996948242,342.000007629394,964.000034332275,139.999997615814,964.999961853027,8.722741433,12.7507163324,19.0237797247,14.995715509900002,14.901349948100002,51.713395638600005,53.868194842399994,49.9374217772,53.1276778063,47.1443406023,9.1060985798,12.5743415463,16.7315175097,15.0675675676,12.8594682583,55.1378446115,52.1665250637,48.326848249,41.8918918919,35.485621269700005,12.8,16.7553191489,22.2488038278,19.7396963124,14.9484536082,44.0,45.212765957399995,39.95215311,35.1409978308,32.9896907216,7.991803278700001,11.6077384923,16.4465786315,14.043915828000001,13.711954816399999,56.4890710383,54.7031354236,51.200480192099995,49.3138151876,42.987135236899995,17054100,4222.5948,-8568.214399999999
