School Name,SAT Average Overall,% Male Students Completed within 2yrs,% Male Students Completed within 3yrs,% Male Students Completed within 4yrs,% Male Students Completed within 6yrs,% Male Students Completed within 8yrs,% Male Students Withdrawn by 2yrs,% Male Students Withdrawn by 3yrs,% Male Students Withdrawn by 4yrs,% Male Students Withdrawn by 6yrs,% Male Students Withdrawn by 8yrs,% Female Students Completed within 2yrs,% Female Students Completed within 3yrs,% Female Students Completed within 4yrs,% Female Students Completed within 6yrs,% Female Students Completed within 8yrs,% Female Students Withdrawn by 2yrs,% Female Students Withdrawn by 3yrs,% Female Students Withdrawn by 4yrs,% Female Students Withdrawn by 6yrs,% Female Students Withdrawn by 8yrs,School_Id,School Latitude,School Longitude
Grand View University,1032.0,21.85,40.08,49.62,55.52,52.55,19.26,16.73,20.0,13.88,12.31,27.95,58.03,61.32,64.0,56.1,10.44,8.2,9.12,8.57,10.09,15337500,4162.08,-9360.44
Grinnell College,1450.0,0.0,81.37,83.33,82.86,84.38,0.0,0.0,0.0,0.0,0.0,0.0,84.21,87.79,91.67,89.68,0.0,0.0,0.0,0.0,0.0,15338400,4174.8,-9272.21
Iowa State University,1205.0,11.69,40.52,62.74,67.1,67.32,12.32,13.2,11.74,10.51,9.44,16.01,56.63,69.45,71.82,71.65,7.47,7.02,7.3,6.8,5.74,15360300,4202.62,-9364.85
Iowa Wesleyan University,949.0,0.0,13.45,16.09,22.97,35.0,27.55,34.45,20.69,20.27,16.67,0.0,35.87,33.33,46.15,47.46,18.49,10.87,16.09,11.54,16.1,15362100,4097.38,-9155.25
University of Iowa,1236.0,12.05,44.15,60.18,64.05,63.9,13.01,12.09,13.85,10.13,11.44,13.6,50.06,65.64,68.08,68.9,8.79,7.94,7.62,4.87,5.51,15365800,4166.19,-9153.64
Luther College,1229.0,0.0,57.07,65.75,67.41,69.62,11.88,13.59,6.85,0.0,5.49,0.0,66.99,71.9,75.66,75.87,6.47,6.22,7.02,0.0,4.2,15383400,4331.23,-9180.28
Mercy College of Health Sciences,1050.0,0.0,34.38,43.48,38.3,53.85,38.46,0.0,23.91,23.4,0.0,0.0,54.69,64.29,52.81,58.92,13.85,0.0,8.93,14.29,0.0,15397700,4159.46,-9362.62
University of Northern Iowa,1147.0,17.51,40.09,54.84,58.99,60.75,15.75,15.67,15.12,16.49,14.65,19.81,45.48,65.32,64.63,62.25,8.84,8.09,8.39,8.49,7.18,15409500,4251.49,-9245.97
Northwestern College,1163.0,0.0,30.33,42.0,44.53,51.41,15.0,27.87,19.0,13.28,7.75,0.0,43.45,61.03,60.93,61.99,8.64,17.93,13.24,9.93,9.94,15410100,4299.9,-9605.88
Saint Ambrose University,1147.0,7.65,42.51,52.65,51.32,56.79,16.36,18.22,18.78,20.72,11.5,13.2,55.71,61.63,63.79,64.46,7.57,8.64,6.34,7.19,5.88,15423500,4154.06,-9057.99
Simpson College,1166.0,12.33,59.3,65.52,77.19,61.19,10.27,11.05,10.92,0.0,9.44,22.84,64.32,75.12,73.15,69.12,7.41,7.93,8.13,0.0,8.53,15435000,4136.55,-9356.35
Upper Iowa University,1045.0,20.55,37.55,38.45,29.24,41.88,28.54,26.58,33.13,28.34,24.85,31.31,44.44,44.44,33.03,40.37,21.57,22.01,20.45,24.38,21.74,15449300,4283.83,-9179.95
Wartburg College,1141.0,0.0,61.08,65.49,63.86,58.14,19.05,11.98,0.0,9.64,0.0,0.0,60.0,72.02,55.22,63.51,9.81,9.47,0.0,5.47,0.0,15452700,4272.77,-9248.34
William Penn University,978.0,9.28,21.07,24.48,26.64,18.45,31.22,35.12,26.21,29.2,36.61,27.65,43.55,55.38,29.83,36.64,23.53,19.35,13.44,28.15,25.57,15459000,4131.01,-9264.71
Baker University,1064.0,16.88,27.78,50.93,55.73,53.65,20.0,21.67,22.36,19.27,18.03,30.54,52.48,61.92,59.32,63.79,9.62,14.05,15.38,13.31,11.72,15468800,3877.87,-9518.73
Benedictine College,1243.0,0.0,34.72,40.28,39.13,42.29,18.32,12.04,18.96,21.74,0.0,0.0,60.56,57.21,64.29,65.85,9.84,7.51,11.26,8.16,0.0,15471200,3957.26,-9511.15
Bethany College,1017.0,7.58,19.28,30.91,30.12,38.93,31.75,0.0,0.0,0.0,0.0,11.9,42.17,50.0,46.67,57.14,15.87,0.0,0.0,0.0,0.0,15472100,3858.06,-9767.37
Bethel College-North Newton,1096.0,0.0,29.27,36.0,29.91,28.05,0.0,0.0,0.0,0.0,0.0,0.0,68.49,52.13,66.67,46.51,0.0,0.0,0.0,0.0,0.0,15474900,3807.52,-9734.33
Friends University,1065.0,13.33,30.2,33.53,35.57,23.22,20.74,28.19,26.35,28.35,29.59,23.76,43.43,47.89,49.78,23.03,16.83,20.57,20.0,13.9,27.25,15508900,3767.85,-9736.7
University of Kansas,1219.0,11.59,34.96,46.5,53.54,53.71,15.76,20.18,20.93,16.87,14.29,12.89,34.97,44.35,58.66,58.45,11.79,20.65,18.53,10.83,8.56,15531700,3895.85,-9524.76
Newman University,1085.0,18.56,43.48,43.62,49.47,46.22,23.71,0.0,19.15,13.68,19.33,28.98,55.79,66.67,55.69,52.08,13.88,0.0,8.92,7.72,8.63,15533500,3767.26,-9737.77
Manhattan Christian College,1115.0,0.0,37.84,36.67,25.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,52.17,51.85,0.0,0.0,0.0,0.0,0.0,0.0,15549600,3918.48,-9657.94
MidAmerica Nazarene University,1035.0,20.0,33.33,36.36,44.08,50.0,21.58,20.43,26.26,26.54,18.32,35.53,59.15,58.06,60.57,62.86,16.85,16.55,16.85,13.88,11.79,15552000,3887.56,-9478.16
Ottawa University-Ottawa,966.0,12.23,22.83,34.52,26.32,25.56,27.19,23.99,24.2,31.3,30.34,27.79,41.92,44.11,28.17,32.22,17.77,15.34,18.16,26.17,22.04,15562700,3860.32,-9526.42
Pittsburg State University,1070.0,10.95,23.5,35.09,43.15,46.03,29.11,33.75,34.78,31.05,25.06,16.54,37.29,34.83,47.38,53.19,17.74,17.63,26.31,17.67,14.52,15568100,3739.21,-9470.25
Southwestern College,1015.0,16.01,31.84,45.45,53.3,51.34,25.98,22.45,20.91,13.22,14.73,17.69,33.53,42.59,43.96,42.74,16.33,21.97,14.81,14.84,8.97,15590000,3724.86,-9697.54
Sterling College,1095.0,0.0,19.4,26.5,42.86,30.84,25.68,0.0,23.08,15.65,0.0,0.0,44.0,46.67,55.05,37.78,15.15,0.0,16.0,12.84,0.0,15593700,3821.99,-9820.86
Wichita State University,1132.0,13.42,28.29,37.19,42.1,43.48,23.22,20.92,21.81,22.94,20.42,20.29,38.98,47.15,50.38,49.57,17.04,17.76,15.51,13.75,13.99,15612500,3771.89,-9729.24
Alice Lloyd College,1029.0,0.0,20.73,31.08,40.95,37.11,25.81,21.95,0.0,20.0,0.0,0.0,33.33,35.58,48.57,32.43,29.06,14.71,0.0,10.48,0.0,15618900,3733.51,-8287.51
Bellarmine University,1191.0,12.44,46.3,67.01,63.48,65.31,15.56,18.52,10.82,9.13,6.63,10.32,56.5,61.73,69.78,64.06,13.53,12.53,9.29,6.24,6.47,15628600,3821.93,-8570.5
Berea College,1229.0,0.0,33.69,51.85,58.6,55.8,27.69,26.74,25.93,15.05,11.16,0.0,47.46,64.73,74.32,67.18,18.04,14.41,12.03,6.76,6.56,15629500,3757.2,-8429.29
Brescia University,1094.0,22.95,28.21,36.11,20.0,23.81,22.95,21.79,25.0,22.5,29.76,15.38,36.51,43.16,38.46,42.36,20.51,24.34,19.66,16.67,11.82,15635600,3776.9,-8711.16
Centre College,1381.0,0.0,79.82,79.13,77.42,75.0,0.0,0.0,0.0,0.0,0.0,0.0,86.73,86.05,81.73,78.99,0.0,0.0,0.0,0.0,0.0,15640800,3764.57,-8477.94
University of the Cumberlands,1070.0,15.67,29.3,36.21,32.04,32.93,27.59,26.75,24.48,23.95,21.14,25.73,39.57,47.37,58.41,48.84,20.31,20.62,21.05,15.6,12.09,15654100,3673.7,-8416.16
Eastern Kentucky University,1084.0,11.2,23.41,32.05,35.38,41.04,32.06,35.05,36.78,35.92,28.9,15.15,37.02,42.44,44.86,50.0,22.72,22.57,23.64,24.79,15.99,15662000,3774.08,-8430.08
Kentucky Mountain Bible College,1135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15703000,3760.34,-8343.88
Kentucky Wesleyan College,1095.0,8.4,32.31,39.37,38.21,30.72,23.66,23.08,20.47,21.14,0.0,11.0,43.81,60.82,50.0,41.0,18.0,14.29,16.49,11.7,0.0,15707600,3774.45,-8711.97
University of Kentucky,1232.0,10.86,39.01,53.15,57.4,55.86,17.65,18.41,16.35,15.38,13.84,12.24,49.05,61.55,62.95,60.84,11.47,10.41,10.17,7.7,7.64,15708500,3803.89,-8450.47
Kentucky Christian University,984.0,10.74,21.78,23.17,31.53,26.97,0.0,0.0,0.0,0.0,0.0,23.94,48.61,51.47,50.68,45.98,0.0,0.0,0.0,0.0,0.0,15710000,3833.88,-8294.56
University of Louisville,1182.0,10.16,34.55,45.83,49.24,47.08,22.46,23.56,23.42,24.59,22.64,15.1,41.17,50.81,54.33,51.03,16.26,16.55,17.43,15.09,14.66,15728900,3821.69,-8576.04
Midway University,1098.0,16.13,39.81,0.0,35.42,36.84,39.78,25.93,47.22,25.0,35.53,23.87,44.22,0.0,44.61,36.38,23.87,17.53,19.92,17.84,16.93,15737700,3814.61,-8467.81
Murray State University,1156.0,14.53,39.51,45.44,45.48,43.09,21.87,23.74,28.48,28.06,25.19,20.49,47.12,54.19,54.73,53.35,18.25,14.23,16.13,15.03,14.93,15740100,3661.24,-8832.36
Northern Kentucky University,1146.0,11.49,28.39,37.51,41.5,39.98,32.58,33.73,33.97,31.67,29.13,14.63,34.19,45.69,48.57,47.5,23.51,22.07,20.27,20.47,17.67,15744700,3902.97,-8446.35
The Southern Baptist Theological Seminary,1151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15774800,3824.82,-8568.76
Spalding University,1045.0,18.0,26.25,41.3,41.0,38.89,27.0,27.5,23.91,30.0,20.37,28.96,44.19,44.58,46.92,47.64,11.31,18.6,19.58,21.54,14.53,15775700,3824.24,-8575.77
Transylvania University,1250.0,0.0,40.28,59.79,61.46,69.12,0.0,0.0,0.0,0.0,0.0,0.0,68.42,80.15,75.93,73.87,0.0,0.0,0.0,0.0,0.0,15781800,3805.3,-8449.32
Union College,1017.0,8.7,16.58,25.34,23.81,14.29,33.7,28.34,34.25,34.01,35.0,17.71,33.13,48.76,40.88,18.57,16.0,22.09,18.18,19.5,17.14,15786300,3687.09,-8388.85
Centenary College of Louisiana,1197.0,0.0,36.84,37.5,43.33,36.79,0.0,0.0,0.0,0.0,0.0,0.0,64.81,57.33,54.24,40.71,0.0,0.0,0.0,0.0,0.0,15847700,3248.33,-9373.08
Dillard University,1060.0,0.0,24.77,27.0,37.93,34.35,26.6,28.44,34.0,25.29,25.19,0.0,31.61,53.97,44.59,43.45,13.55,14.94,8.37,8.23,8.33,15880200,2999.66,-9006.46
Grambling State University,942.0,4.47,11.47,17.87,31.5,25.64,35.94,39.29,44.04,39.84,33.33,6.01,18.4,29.57,39.81,41.78,23.92,24.54,27.86,19.42,14.93,15900900,3252.38,-9271.32
Louisiana State University-Alexandria,1054.0,14.47,18.47,26.02,26.9,26.35,39.15,40.16,40.65,31.58,31.14,14.96,27.48,31.48,35.87,29.51,24.62,25.89,23.05,26.46,21.46,15938200,3117.86,-9241.44
Louisiana State University and Agricultural & Mechanical College,1247.0,11.58,35.84,55.33,61.45,58.73,17.02,15.27,12.71,14.54,12.12,10.42,42.68,57.8,63.48,61.75,10.48,9.33,8.73,7.67,5.98,15939100,3041.5,-9117.89
Louisiana State University-Shreveport,1134.0,18.42,23.44,31.06,35.78,34.84,35.53,27.27,30.21,31.47,22.26,14.52,27.42,30.99,34.59,32.57,21.19,19.84,18.9,16.77,13.99,15941600,3242.85,-9370.56
Louisiana Christian University,1065.0,0.0,15.59,23.98,25.0,28.81,32.68,23.66,23.39,19.44,22.22,0.0,37.11,42.45,50.36,43.81,18.4,12.58,16.04,10.79,10.82,15956800,3132.45,-9242.6
Louisiana Tech University,1203.0,6.03,21.96,36.2,50.71,47.24,26.94,27.09,24.82,21.75,19.38,10.83,35.78,46.84,61.27,52.55,16.51,19.47,18.95,10.55,9.34,15964700,3252.83,-9265.0
McNeese State University,1116.0,7.09,23.5,31.08,39.79,35.0,31.81,29.5,34.97,32.55,27.59,10.77,29.58,36.48,44.58,39.84,23.9,23.61,27.03,22.9,21.94,15971700,3017.82,-9321.72
University of New Orleans,1089.0,8.03,17.21,25.5,44.73,34.88,30.34,33.61,35.52,23.66,25.37,9.44,18.94,36.65,46.63,43.35,20.71,27.43,22.34,17.97,13.52,15993900,3002.77,-9006.71
Nicholls State University,1135.0,8.33,20.87,34.97,36.35,37.17,29.39,30.99,33.54,30.52,30.75,9.86,25.09,41.86,47.14,46.4,20.77,19.93,19.5,17.66,16.56,15996600,2979.45,-9080.16
University of Louisiana at Monroe,1108.0,10.24,34.07,42.7,44.1,39.18,28.1,27.45,23.45,24.89,23.01,12.91,32.68,45.04,47.71,41.07,16.48,15.7,17.19,15.58,15.55,15999300,3252.77,-9207.37
Northwestern State University of Louisiana,1015.0,9.48,24.7,36.67,41.52,38.14,35.93,34.52,33.33,32.38,27.92,13.62,29.66,40.71,44.51,42.12,24.13,23.15,23.89,23.44,18.19,16003800,3175.07,-9309.78
University of Holy Cross,1000.0,0.0,0.0,0.0,0.0,37.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.19,0.0,0.0,0.0,0.0,0.0,16006500,2991.2,-8999.44
Franciscan Missionaries of Our Lady University,1065.0,0.0,28.95,33.33,28.57,54.12,0.0,0.0,0.0,30.95,0.0,0.0,24.28,30.73,33.89,51.74,0.0,0.0,0.0,18.27,0.0,16007400,3040.14,-9111.06
Southern University and A & M College,943.0,2.84,9.65,20.06,30.6,28.13,38.17,38.03,37.83,34.36,31.41,6.06,16.33,29.27,39.35,36.19,27.01,22.14,21.83,20.56,19.33,16062100,3052.46,-9119.01
University of Louisiana at Lafayette,1105.0,6.76,21.6,37.41,47.09,46.86,22.17,22.52,23.2,21.72,21.21,13.76,34.12,49.43,56.91,48.17,13.81,12.68,10.86,11.24,12.04,16065800,3021.22,-9202.02
Tulane University of Louisiana,1431.0,12.73,52.25,54.55,62.04,62.5,9.63,15.25,20.66,19.26,15.19,8.41,61.95,63.75,64.08,58.97,8.41,12.74,15.71,13.92,12.14,16075500,2994.01,-9012.21
Xavier University of Louisiana,1119.0,6.59,26.52,35.56,46.77,45.25,20.88,24.31,20.0,11.44,15.38,4.15,30.09,40.49,47.37,45.96,17.69,14.87,16.57,9.59,5.12,16090400,2996.42,-9010.73
Colby College,1471.0,0.0,83.33,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.75,89.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16108600,4456.42,-6966.34
University of Maine,1180.0,5.36,27.81,44.51,48.31,49.9,22.02,24.04,24.27,21.01,18.99,6.59,35.4,48.45,51.54,54.51,18.54,17.75,17.61,13.5,11.44,16125300,4489.93,-6866.93
Saint Joseph's College of Maine,1125.0,8.33,46.43,57.36,54.4,48.8,15.0,25.0,13.18,14.4,20.8,9.61,53.81,59.4,54.92,51.0,13.97,9.32,9.83,8.47,9.0,16151800,4382.63,-7048.34
University of Southern Maine,1112.0,15.37,33.45,35.12,45.66,40.83,26.6,28.42,32.62,22.42,27.98,20.59,36.97,43.45,48.36,50.06,18.53,19.72,22.53,17.44,16.07,16155400,4366.29,-7027.42
University of Baltimore,1040.0,13.98,26.09,38.08,40.4,36.69,23.31,32.25,27.55,27.68,26.04,15.58,38.17,40.17,42.5,43.87,25.5,22.01,23.33,18.46,18.5,16187300,3930.58,-7661.66
Bowie State University,932.0,4.07,13.0,29.05,28.45,21.2,43.58,42.67,40.54,41.83,38.71,7.4,18.85,37.97,31.64,23.86,30.37,33.37,23.93,22.66,19.07,16200700,3901.82,-7675.97
Coppin State University,920.0,8.16,17.81,32.74,34.96,28.76,36.73,35.62,29.76,31.42,32.74,12.57,21.9,33.47,39.74,38.45,27.47,27.71,24.55,19.59,20.36,16228300,3931.13,-7665.87
Frostburg State University,1089.0,15.81,34.22,42.95,50.0,52.15,17.33,16.73,17.38,14.48,12.9,20.8,47.11,60.53,65.55,60.89,9.49,11.07,7.64,8.61,6.36,16258400,3965.09,-7893.43
Goucher College,1251.0,0.0,35.83,56.18,59.49,58.06,21.65,25.0,13.48,12.66,0.0,0.0,50.0,55.43,67.24,64.86,11.38,18.42,8.15,4.74,0.0,16265400,3941.02,-7659.48
University of Maryland-Baltimore County,1312.0,16.29,42.45,55.87,60.77,52.75,10.43,11.44,13.19,12.74,14.09,24.13,53.36,63.45,66.89,60.33,7.16,8.7,8.17,7.17,9.36,16326800,3925.67,-7671.16
University of Maryland-College Park,1426.0,19.55,54.55,69.39,72.99,72.09,8.18,10.28,11.79,11.0,7.25,22.78,64.69,76.47,78.18,78.94,5.53,9.46,8.08,7.32,5.83,16328600,3898.82,-7694.47
Morgan State University,971.0,8.54,22.12,32.15,42.4,35.51,29.35,20.53,24.57,26.88,27.74,8.13,30.51,43.23,47.2,42.22,19.54,14.45,16.69,15.89,15.15,16345300,3934.42,-7658.56
St. Mary's College of Maryland,1256.0,10.81,51.18,57.14,77.95,65.65,0.0,15.75,17.65,0.0,0.0,12.35,55.87,62.69,73.74,73.91,0.0,8.38,10.45,0.0,0.0,16391200,3819.09,-7642.91
St. John's College,1376.0,0.0,75.51,63.27,58.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,61.11,63.33,65.79,69.39,0.0,0.0,0.0,0.0,0.0,16397600,3898.16,-7649.14
Towson University,1134.0,19.47,40.41,55.93,66.18,69.06,12.71,16.35,18.94,14.1,11.25,20.45,49.27,64.29,70.85,72.74,8.47,11.74,11.38,7.81,6.54,16407600,3939.36,-7661.12
United States Naval Academy,1324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16415500,3898.05,-7648.17
American International College,1025.0,8.25,22.98,32.66,36.53,48.06,18.45,23.6,15.08,17.35,10.19,13.03,36.61,51.49,54.29,60.25,18.31,10.24,8.96,9.52,5.33,16444700,4211.23,-7255.83
Amherst College,1469.0,0.0,0.0,79.78,85.19,0.0,18.37,0.0,0.0,0.0,0.0,0.0,0.0,87.96,89.57,0.0,10.68,0.0,0.0,0.0,0.0,16446500,4237.25,-7251.85
Babson College,1412.0,0.0,85.71,86.03,0.0,85.82,0.0,0.0,0.0,0.0,0.0,0.0,88.7,92.03,0.0,90.98,0.0,0.0,0.0,0.0,0.0,16458000,4229.7,-7126.41
Bay Path University,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16463200,4205.51,-7258.34
Bentley University,1335.0,8.88,76.87,84.24,87.72,89.86,0.0,0.0,4.08,0.0,0.0,7.92,81.12,90.09,95.18,88.93,0.0,0.0,4.74,0.0,0.0,16473900,4238.6,-7122.28
Boston College,1485.0,5.32,79.34,86.52,91.53,87.9,2.57,4.43,5.65,3.77,4.47,5.57,86.27,90.27,93.57,91.38,2.79,2.61,1.95,2.09,2.51,16492400,4233.62,-7116.92
Boston University,1447.0,11.58,70.77,74.85,79.64,78.78,5.67,9.45,9.33,6.63,6.92,13.91,74.55,77.15,81.21,77.86,4.27,5.93,7.56,4.79,4.82,16498800,4235.11,-7110.79
Brandeis University,1455.0,0.0,59.68,69.06,80.0,82.63,6.45,10.75,14.92,0.0,0.0,0.0,69.9,80.67,83.73,89.43,9.19,10.38,6.32,0.0,0.0,16501500,4236.57,-7126.02
Bridgewater State University,1108.0,15.39,34.8,51.26,57.34,56.04,20.32,23.41,18.72,18.09,18.17,17.98,44.61,63.44,66.28,66.01,12.1,11.83,10.17,10.28,9.8,16502400,4198.75,-7097.46
Clark University,1316.0,0.0,65.91,77.3,73.45,79.01,19.11,0.0,0.0,6.78,0.0,0.0,78.32,76.41,77.7,84.49,7.27,0.0,0.0,4.88,0.0,16533400,4225.0,-7182.34
Curry College,1124.0,7.94,42.91,45.0,44.61,43.22,18.77,16.31,16.15,17.1,19.1,16.67,52.12,58.45,62.74,64.76,10.39,11.32,9.9,6.74,6.93,16552900,4223.81,-7111.65
Eastern Nazarene College,1135.0,0.0,27.96,47.37,40.23,38.78,35.48,0.0,17.11,22.99,23.47,0.0,50.0,53.12,47.85,41.62,13.46,0.0,13.54,12.88,25.72,16564400,4227.12,-7101.11
Emerson College,1325.0,15.54,60.46,77.85,78.75,76.63,5.07,9.51,8.72,9.76,9.62,8.81,62.89,78.54,82.2,80.52,4.15,6.0,5.53,5.3,4.02,16566200,4235.22,-7106.54
Fisher College,952.0,7.81,23.66,36.3,31.74,33.96,35.16,25.19,29.45,32.34,23.9,12.46,26.43,34.91,32.82,30.75,29.97,23.57,22.49,28.38,24.06,16580200,4235.53,-7107.41
Fitchburg State University,1082.0,12.23,31.39,46.54,49.36,54.43,18.45,21.53,22.73,22.32,22.03,14.89,45.5,55.87,57.26,58.32,12.61,14.39,14.53,13.71,9.14,16582000,4258.83,-7178.97
Framingham State University,1092.0,13.96,32.04,44.36,56.71,50.36,21.51,22.82,23.28,17.26,20.24,13.25,49.55,51.53,60.17,58.04,13.78,12.39,14.72,8.77,10.46,16586600,4229.71,-7143.76
Gordon College,1267.0,0.0,47.9,62.07,66.91,57.06,13.77,13.45,13.79,12.95,12.27,0.0,51.92,63.76,63.64,59.47,8.52,10.58,10.55,6.61,8.33,16593600,4259.06,-7082.15
Harvard University,1534.0,12.16,71.81,77.37,88.45,79.27,34.12,13.51,11.11,0.0,7.64,8.0,75.86,77.37,86.07,77.85,24.73,11.49,9.49,0.0,5.21,16602700,4237.45,-7111.83
College of the Holy Cross,1346.0,0.0,79.09,90.59,91.22,93.04,0.0,0.0,0.0,0.0,0.0,0.0,91.7,95.02,92.15,93.33,0.0,0.0,0.0,0.0,0.0,16612400,4223.75,-7180.82
Lasell University,1217.0,6.1,45.77,64.42,47.9,57.93,13.41,14.79,12.88,14.97,8.28,9.16,58.13,61.4,67.38,57.65,9.92,5.19,9.42,6.46,5.88,16639100,4234.21,-7124.35
University of Massachusetts-Lowell,1261.0,13.81,43.65,56.26,61.11,56.45,7.34,10.3,12.99,15.23,17.55,19.61,53.68,59.65,65.08,62.04,6.61,8.16,9.36,11.42,10.72,16651300,4265.29,-7132.68
University of Massachusetts-Amherst,1362.0,14.36,44.83,54.4,68.69,34.91,10.99,26.96,25.71,11.95,33.58,15.89,38.9,47.56,69.52,36.55,10.12,37.13,31.32,10.01,24.13,16662900,4238.6,-7252.67
University of Massachusetts-Boston,1182.0,14.26,27.59,37.88,46.13,32.04,24.84,26.5,27.74,24.28,29.89,15.73,31.64,44.04,54.48,36.25,16.46,18.65,20.07,15.54,20.66,16663800,4231.29,-7103.69
MCPHS University,1245.0,20.08,35.15,67.57,75.61,74.82,9.02,11.3,5.86,5.57,0.0,33.77,52.92,71.78,77.37,76.92,4.99,3.81,4.11,2.99,0.0,16665600,4233.68,-7110.12
Mount Holyoke College,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16693900,4225.68,-7257.55
Nichols College,1076.0,7.55,42.36,48.67,47.5,44.32,17.27,16.59,19.03,20.83,16.12,12.69,56.43,64.23,69.23,59.39,9.7,15.71,10.95,8.28,10.3,16726000,4204.4,-7193.03
Northeastern University,1500.0,5.75,30.2,72.94,70.96,72.65,5.94,6.9,7.86,11.73,11.02,13.23,38.43,73.95,67.94,74.65,4.03,5.78,6.36,10.85,8.67,16735800,4234.0,-7108.88
College of Our Lady of the Elms,1123.0,34.82,64.71,65.35,68.22,53.75,0.0,0.0,0.0,13.08,17.5,42.9,73.81,71.34,73.31,57.48,0.0,0.0,0.0,6.13,11.02,16739400,4214.18,-7260.15
Simmons University,1268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16778300,4233.93,-7110.0
Smith College,1456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16783500,4231.81,-7263.81
Springfield College,1222.0,10.75,52.38,58.02,53.62,63.81,14.75,11.9,15.27,15.28,11.56,19.59,59.51,54.9,63.62,67.69,14.69,13.42,16.22,13.94,11.03,16789900,4210.16,-7255.68
University of Massachusetts-Dartmouth,1144.0,10.73,32.73,45.1,51.95,42.71,18.92,18.06,17.71,18.44,19.13,16.69,44.29,56.52,61.74,46.21,10.93,12.6,11.35,9.92,14.6,16798700,4162.87,-7100.46
Suffolk University,1188.0,10.43,47.06,54.84,58.75,61.1,12.21,14.82,14.19,11.03,11.65,10.65,52.96,61.05,63.1,65.01,11.17,10.08,8.36,8.23,5.32,16800500,4235.79,-7106.09
Tufts University,1506.0,0.0,83.4,88.03,88.97,84.09,6.03,0.0,0.0,4.04,7.95,0.0,87.11,91.12,87.3,82.25,3.51,0.0,0.0,4.23,4.51,16814800,4240.85,-7111.83
Wellesley College,1468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16821800,4229.16,-7130.66
Wentworth Institute of Technology,1241.0,0.0,9.99,60.84,70.04,64.1,13.33,0.0,15.17,11.53,12.67,0.0,19.32,71.66,69.19,72.22,12.04,0.0,9.63,10.47,5.05,16822700,4233.66,-7109.5
Western New England University,1209.0,8.62,57.02,57.52,53.88,60.46,9.27,8.77,7.74,13.88,6.21,9.41,60.26,64.21,65.53,64.52,7.32,11.59,7.38,5.8,4.19,16825400,4211.5,-7252.05
Westfield State University,1084.0,18.43,47.12,54.97,58.41,60.33,18.96,15.76,15.06,12.65,12.0,20.63,55.03,62.78,63.1,65.33,9.59,8.72,9.39,7.62,5.88,16826300,4213.27,-7279.65
Wheaton College (Massachusetts),1280.0,0.0,68.75,67.57,76.29,75.0,12.5,0.0,0.0,0.0,0.0,0.0,82.59,72.11,78.22,83.25,5.66,0.0,0.0,0.0,0.0,16828100,4196.66,-7118.4
Worcester State University,1113.0,12.98,30.09,45.07,27.17,41.23,21.56,26.41,24.58,42.32,26.0,16.09,40.55,48.56,29.9,49.0,13.41,19.03,16.01,29.21,17.54,16843000,4226.75,-7184.4
Adrian College,1064.0,3.88,20.8,35.9,31.71,38.4,21.71,26.28,19.55,20.33,12.4,4.7,37.33,44.39,50.0,52.42,11.97,16.59,17.29,11.0,7.49,16852800,4189.86,-8406.15
Andrews University,1180.0,12.21,40.15,53.21,52.03,54.25,16.03,15.91,11.93,13.82,12.42,18.98,39.53,56.44,60.0,54.32,15.33,12.21,8.59,7.18,6.58,16874000,4196.39,-8635.58
Aquinas College,1092.0,8.62,40.71,50.0,57.43,55.42,19.83,15.04,18.75,21.62,20.48,10.95,41.49,56.52,56.27,47.54,14.43,15.43,12.17,11.03,14.08,16878600,4296.02,-8562.88
