School Name,% of Students receiving Federal Loan,Title 4 Cost Private,No.of programs offered,Tuition FT Enrollment in $,Enrollment,Highest degree awarded,SAT Writing Midpoint,SAT Math Midpoint,SAT Critical Reading Midpoint,SAT Average Overall,ACT Writing Midpoint, ACT Math Midpoint,ACT English Midpoint,ACT Cumulative Midpoint,Retention Rate FT,Completion Rate 4 year (White),Completion Rate 4 year (2 Or More Races),Completion Rate 4 year (Hawaian/Pacific Islander),Completion Rate 4 year (Hispanic),Completion Rate 4 year (Black),Completion Rate 4 year (Asian),Completion Rate 4 year (American Indian),General Completion Rate,id,Latitude,Longitutde
Alabama A & M University,65.52,0.0,0.0,9243.0,0,4,414.0,460.0,475.0,954.0,0.0,17.0,17.0,18.0,57.97,30.43,32.14,0.0,22.220000000000002,28.050000000000004,0.0,0.0,28.33,100654,34.783368,-86.568502
University of Alabama at Birmingham,44.01,0.0,0.0,11678.0,0,4,0.0,644.0,637.0,1266.0,0.0,25.0,28.0,27.0,83.91999999999999,62.760000000000005,50.0,0.0,57.69,55.65,83.54,60.0,61.809999999999995,100663,33.505697,-86.799345
Amridge University,84.23,0.0,0.0,14093.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,28.57,0.0,0.0,38.46,100690,32.362609,-86.17401
University of Alabama in Huntsville,35.78,0.0,0.0,8246.0,0,4,0.0,655.0,640.0,1300.0,0.0,26.0,28.0,28.0,78.99000000000001,60.980000000000004,60.0,0.0,64.44,48.449999999999996,81.25,66.67,59.25,100706,34.724557,-86.640449
Alabama State University,76.37,0.0,0.0,8535.0,0,4,0.0,457.0,488.0,955.0,0.0,17.0,17.0,18.0,64.36,36.36,6.25,0.0,42.86,28.439999999999998,33.33,0.0,30.15,100724,32.364317,-86.295677
The University of Alabama,34.54,0.0,0.0,13731.0,0,4,540.0,610.0,610.0,1244.0,8.0,24.0,27.0,26.0,88.55,74.68,66.49000000000001,62.5,66.10000000000001,56.63,79.12,62.07,72.19,100751,33.211875,-87.545978
Central Alabama Community College,14.879999999999999,0.0,0.0,1731.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100760,32.92478,-85.945266
Athens State University,45.5,0.0,0.0,6761.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100812,34.806793,-86.964698
Auburn University at Montgomery,51.38,0.0,0.0,7879.0,0,4,0.0,518.0,538.0,1069.0,0.0,19.0,20.0,21.0,63.029999999999994,38.89,22.73,0.0,25.0,32.87,22.220000000000002,40.0,33.07,100830,32.36736,-86.177544
Auburn University,28.689999999999998,0.0,0.0,17273.0,0,4,570.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,92.89,82.06,67.65,100.0,76.47,68.97999999999999,83.21,79.17,79.82000000000001,100858,32.599378,-85.488258
Birmingham-Southern College,67.85,207.0,0.0,10137.0,0,3,0.0,585.0,580.0,1214.0,0.0,23.0,26.0,25.0,78.13,71.47,71.43,0.0,60.0,58.18,80.0,50.0,70.33,100937,33.513774,-86.850552
Chattahoochee Valley Community College,23.52,0.0,0.0,1380.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101028,32.42391,-85.031485
South University-Montgomery,61.25000000000001,3.0,0.0,9771.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,22.220000000000002,0.0,0.0,0.0,5.88,0.0,0.0,12.25,101116,32.342684,-86.216488
Enterprise State Community College,19.68,0.0,0.0,3488.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101143,31.297496,-85.836956
Coastal Alabama Community College,20.51,0.0,0.0,2249.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101161,30.851343,-87.778193
Faulkner University,60.22,224.0,0.0,13718.0,0,4,470.0,548.0,550.0,1042.0,0.0,19.0,20.0,20.0,64.21,21.01,33.33,33.33,0.0,12.93,25.0,0.0,23.45,101189,32.384181,-86.21641
Gadsden State Community College,0.0,0.0,0.0,2113.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101240,33.994001,-85.991438
New Beginning College of Cosmetology,65.38000000000001,47.0,2.0,7442.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101277,34.27871,-86.196931
George C Wallace Community College-Dothan,0.0,0.0,0.0,2844.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101286,31.315274,-85.465836
George C Wallace State Community College-Hanceville,21.54,0.0,0.0,3154.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101295,34.072439,-86.781935
George C Wallace State Community College-Selma,0.0,0.0,0.0,1737.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101301,32.445917,-87.013294
Herzing University-Birmingham,75.82,16.0,0.0,13409.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.45,0.0,0.0,0.0,40.0,0.0,0.0,30.0,101365,33.468466,-86.832465
Huntingdon College,70.43,180.0,0.0,13368.0,0,3,0.0,490.0,535.0,1111.0,0.0,21.0,23.0,22.0,72.15,47.099999999999994,35.29,0.0,31.25,45.45,0.0,100.0,43.1,101435,32.351034,-86.284366
Heritage Christian University,4.29,1.0,0.0,12070.0,0,4,430.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,101453,34.856153,-87.663051
J. F. Drake State Community and Technical College,0.0,0.0,0.0,2149.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101462,34.771858,-86.572885
J F Ingram State Technical College,0.0,0.0,0.0,33.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101471,32.582312,-86.392369
Jacksonville State University,69.39,0.0,0.0,6620.0,0,4,0.0,590.0,535.0,1030.0,0.0,18.0,19.0,20.0,69.22,52.72,0.0,0.0,56.25,37.65,50.0,60.0,47.44,101480,33.822938,-85.765321
Jefferson State Community College,19.759999999999998,0.0,0.0,3116.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101505,33.652535,-86.707233
John C Calhoun State Community College,17.580000000000002,0.0,0.0,3686.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101514,34.645844,-86.949674
Lawson State Community College,0.0,0.0,0.0,1447.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101569,33.450814,-86.888844
University of West Alabama,64.99000000000001,0.0,0.0,8863.0,0,4,475.0,480.0,450.0,1017.0,0.0,18.0,19.0,19.0,62.7,44.09,11.110000000000001,0.0,25.0,34.38,100.0,0.0,39.58,101587,32.588132,-88.186329
Lurleen B Wallace Community College,0.0,0.0,0.0,1581.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101602,31.322947,-86.452262
Marion Military Institute,36.41,0.0,0.0,2732.0,0,2,0.0,595.0,605.0,1146.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101648,32.623734,-87.322041
Miles College,80.49,334.0,0.0,4779.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9,37.5,0.0,0.0,14.29,24.07,0.0,0.0,23.68,101675,33.482442,-86.908751
University of Mobile,48.8,182.0,0.0,9788.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.25999999999999,58.79,40.0,0.0,100.0,24.14,33.33,80.0,50.18,101693,30.793247,-88.128934
University of Montevallo,52.470000000000006,0.0,0.0,9324.0,0,4,528.0,540.0,545.0,1131.0,0.0,21.0,24.0,23.0,70.99,48.91,73.33,0.0,56.52,58.9,66.67,50.0,52.959999999999994,101709,33.10625,-86.865099
Northwest-Shoals Community College,19.52,0.0,0.0,2624.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101736,34.739788,-87.678089
University of North Alabama,42.18,0.0,0.0,7620.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.92,57.56,40.0,0.0,41.18,36.22,57.14,55.559999999999995,50.64999999999999,101879,34.806738,-87.681361
Northeast Alabama Community College,13.99,0.0,0.0,2686.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101897,34.545471,-85.911664
Oakwood University,68.71000000000001,221.0,0.0,13645.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.27,0.0,30.0,0.0,51.849999999999994,51.29,0.0,0.0,49.58,101912,34.756344,-86.652705
Reid State Technical College,0.0,0.0,0.0,2047.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101994,31.460265,-86.964797
Bishop State Community College,0.0,0.0,0.0,2326.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102030,30.693972,-88.056982
Samford University,30.930000000000003,357.0,0.0,20237.0,0,4,555.0,580.0,615.0,1236.0,0.0,24.0,27.0,26.0,89.29,81.35,72.72999999999999,0.0,45.45,66.67,90.0,100.0,78.11,102049,33.464128,-86.791799
Shelton State Community College,0.0,0.0,0.0,2435.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102067,33.120531,-87.56148
Snead State Community College,13.120000000000001,0.0,0.0,2970.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102076,34.201495,-86.169897
University of South Alabama,51.2,0.0,0.0,9225.0,0,4,500.0,545.0,555.0,1132.0,7.0,21.0,23.0,23.0,70.98,52.11,41.27,50.0,44.64,41.94,72.46000000000001,40.0,46.17,102094,30.696033,-88.178711
Spring Hill College,74.83999999999999,216.0,0.0,12381.0,0,4,0.0,505.0,510.0,1019.0,0.0,17.0,18.0,19.0,78.60000000000001,57.38999999999999,48.480000000000004,0.0,44.440000000000005,53.059999999999995,33.33,66.67,56.63,102234,30.694751,-88.138199
Stillman College,73.39,100.0,0.0,8143.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.56,0.0,0.0,0.0,0.0,15.32,0.0,0.0,18.310000000000002,102270,33.200006,-87.585278
Talladega College,70.36,254.0,0.0,8669.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.650000000000006,0.0,0.0,0.0,20.0,28.98,0.0,0.0,27.61,102298,33.433472,-86.112704
H Councill Trenholm State Community College,0.0,0.0,0.0,2799.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102313,32.350109,-86.343057
Troy University,64.36,0.0,0.0,9483.0,0,4,0.0,510.0,533.0,1082.0,0.0,20.0,21.0,21.0,74.02,58.84,46.550000000000004,66.67,33.33,37.4,60.0,60.0,51.05,102368,31.800672,-85.957094
Tuskegee University,13.05,316.0,0.0,14730.0,0,4,0.0,500.0,525.0,1080.0,0.0,20.0,21.0,22.0,79.59,50.0,0.0,0.0,50.0,54.04,0.0,0.0,54.35,102377,32.4309,-85.708492
United States Sports Academy,63.63999999999999,0.0,0.0,13404.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102395,30.639329,-87.91163
Bevill State Community College,0.0,0.0,0.0,2287.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102429,33.836929,-87.266406
University of Alaska Anchorage,17.080000000000002,0.0,0.0,8106.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.69,36.120000000000005,27.88,11.76,29.21,11.76,32.08,4.96,30.29,102553,61.190163,-149.82619
Alaska Bible College,17.5,4.0,0.0,9080.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,46.67,102580,61.598553,-149.111972
University of Alaska Fairbanks,18.44,0.0,0.0,9274.0,0,4,510.0,615.0,620.0,1169.0,7.0,21.0,21.0,22.0,67.93,46.92,46.88,0.0,30.61,40.0,41.67,11.63,38.58,102614,64.85756,-147.823146
University of Alaska Southeast,14.399999999999999,0.0,0.0,8622.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.71000000000001,37.29,16.669999999999998,100.0,25.0,0.0,75.0,0.0,23.74,102632,58.384846,-134.638255
Alaska Pacific University,45.190000000000005,13.0,0.0,12185.0,0,4,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.42,23.53,33.33,0.0,0.0,0.0,0.0,50.0,33.33,102669,61.190968,-149.804168
Alaska Vocational Technical Center,1.5,0.0,10.0,7862.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102711,60.110626,-149.444487
Charter College,66.64999999999999,387.0,0.0,5239.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.4,48.04,46.2,50.7,35.53,100.0,32.35,51.870000000000005,102845,45.617798,-122.494766
Alaska Career College,61.839999999999996,123.0,7.0,7677.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103501,61.181443,-149.856954
Empire Beauty School-Tucson,52.400000000000006,54.0,3.0,10287.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103741,32.235657,-110.927187
Carrington College-Phoenix North,58.19,142.0,13.0,9031.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103893,33.565758,-112.104601
Carrington College-Mesa,61.6,7.0,9.0,13101.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103909,33.39248,-111.853218
Carrington College-Tucson,61.480000000000004,13.0,8.0,9454.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103927,32.224391,-110.983056
Arizona Academy of Beauty,59.040000000000006,7.0,3.0,8932.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103954,32.237253,-110.872305
Miller-Motte College-Arizona Automotive Institute,50.529999999999994,95.0,5.0,11309.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103963,33.537249,-112.157344
Brookline College-Phoenix,75.9,25.0,18.0,15547.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.67,50.64999999999999,72.72999999999999,100.0,69.3,25.64,50.0,78.57,50.0,104090,33.566102,-112.112473
Arizona State University Campus Immersion,30.509999999999998,0.0,0.0,18530.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,67.22,58.76,55.879999999999995,60.540000000000006,50.42,79.14,41.74,66.01,104151,33.417721,-111.934383
Arizona Western College,0.49,0.0,0.0,1211.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104160,32.689306,-114.495968
University of Arizona,28.82,0.0,0.0,14180.0,0,4,0.0,625.0,620.0,1230.0,0.0,24.0,25.0,25.0,84.03,65.9,59.699999999999996,58.81999999999999,59.77,54.65,72.5,34.849999999999994,64.62,104179,32.232672,-110.950815
Central Arizona College,4.44,0.0,0.0,1541.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104346,32.957092,-111.652501
Charles of Italy Beauty College,57.47,28.0,1.0,8278.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104391,34.477485,-114.332686
Cochise County Community College District,6.01,0.0,0.0,1038.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104425,31.564597,-110.246946
Empire Beauty School-Chandler,43.04,16.0,2.0,9448.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104443,33.347586,-111.860423
Avalon Institute-Mesa,61.23,70.0,4.0,7080.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104568,33.376583,-111.858305
Eastern Arizona College,0.0,0.0,0.0,1282.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104577,32.843664,-109.76234
Embry-Riddle Aeronautical University-Prescott,38.1,381.0,0.0,30059.0,0,4,0.0,630.0,615.0,1240.0,0.0,26.0,26.0,26.0,77.53999999999999,71.82,75.0,66.67,66.67,41.18,79.31,100.0,64.91,104586,34.616766,-112.449741
The School of Architecture,0.0,0.0,0.0,4885.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104665,33.566649,-111.941953
Glendale Community College,8.74,0.0,0.0,1570.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104708,33.570226,-112.190735
Grand Canyon University,54.97,4454.0,0.0,11504.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.59,49.95,38.29,57.69,39.31,38.71,55.559999999999995,28.57,45.57,104717,33.513231,-112.129929
GateWay Community College,12.44,0.0,0.0,2070.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105145,33.449686,-111.997077
Mesa Community College,8.6,0.0,0.0,1959.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105154,33.390323,-111.871255
Mohave Community College,8.07,0.0,0.0,2061.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105206,35.270996,-114.029838
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,51.459999999999994,287.0,2.0,12836.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105215,33.684428,-112.121336
Dine College,0.0,0.0,0.0,293.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,5.88,15.17,105297,36.293328,-109.21684
Northern Arizona University,34.47,0.0,0.0,7464.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.46000000000001,62.63999999999999,59.019999999999996,33.33,54.010000000000005,42.42,73.08,41.28,57.97,105330,35.188449,-111.653724
Northland Pioneer College,0.0,0.0,0.0,823.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105349,34.93031,-110.142199
Ottawa University-Phoenix,61.870000000000005,0.0,0.0,9998.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105367,33.572173,-112.113001
Phoenix College,9.87,0.0,0.0,1405.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105428,33.481361,-112.088293
Pima Community College,10.620000000000001,0.0,0.0,2018.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105525,32.222125,-110.886659
Pima Medical Institute-Tucson,61.79,0.0,20.0,8217.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.86000000000001,67.31,100.0,69.41000000000001,47.620000000000005,75.0,50.0,66.13,105534,32.248067,-110.878783
Pima Medical Institute-Albuquerque,55.65,122.0,11.0,8924.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105543,35.104855,-106.59488
Prescott College,53.55,35.0,0.0,13202.0,0,4,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,39.129999999999995,0.0,0.0,50.0,50.0,0.0,0.0,44.74,105589,34.5452,-112.477185
Refrigeration School Inc,70.14,348.0,6.0,15318.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105659,33.448692,-111.989357
Rio Salado College,5.9799999999999995,0.0,0.0,2634.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105668,33.413309,-111.97417
Roberto-Venn School of Luthiery,40.0,16.0,1.0,16987.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105677,33.45489,-112.086161
Scottsdale Community College,7.35,0.0,0.0,2079.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105747,33.51135,-111.885186
South Mountain Community College,7.720000000000001,0.0,0.0,1223.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105792,33.382406,-112.032635
Arizona Christian University,75.14,265.0,0.0,13178.0,0,3,0.0,530.0,535.0,1043.0,0.0,20.0,18.0,20.0,48.04,47.54,22.220000000000002,0.0,24.14,18.75,0.0,0.0,40.29,105899,33.622952,-112.181776
Universal Technical Institute of Arizona Inc,53.42,254.0,10.0,16447.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106041,33.453005,-112.288123
Yavapai College,5.6899999999999995,0.0,0.0,2391.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106148,34.547495,-112.453395
University of Arkansas at Little Rock,43.35,0.0,0.0,5489.0,0,4,475.0,545.0,555.0,1119.0,0.0,21.0,23.0,22.0,65.48,44.48,41.52,0.0,29.79,30.130000000000003,66.67,100.0,40.71,106245,34.723254,-92.339778
University of Arkansas for Medical Sciences,51.57000000000001,0.0,0.0,18169.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106263,34.749048,-92.320046
Arkansas Baptist College,62.91,138.0,0.0,2956.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.78,25.0,0.0,0.0,0.0,8.77,0.0,0.0,10.66,106306,34.734751,-92.290555
Arkansas Beauty School-Little Rock,56.67,5.0,4.0,3368.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106315,34.672171,-92.343366
Arkansas Beauty College,47.3,39.0,3.0,7408.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106324,35.27902,-93.135369
Lyon College,58.95,141.0,0.0,8641.0,0,3,510.0,568.0,555.0,1163.0,0.0,23.0,23.0,24.0,68.67999999999999,48.77,0.0,0.0,26.669999999999998,13.33,33.33,40.0,43.9,106342,35.777619,-91.625354
Arkansas Technical School,75.0,2.0,2.0,15864.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106351,34.753843,-92.266429
Arthur's Beauty College,72.09,8.0,2.0,19816.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106360,35.379955,-94.410967
University of Arkansas,33.77,0.0,0.0,9843.0,0,4,0.0,560.0,575.0,1188.0,0.0,24.0,25.0,25.0,87.08,70.97,61.62,75.0,66.14,60.0,67.86,54.169999999999995,69.11,106397,36.070009,-94.176981
University of Arkansas at Pine Bluff,58.120000000000005,0.0,0.0,3925.0,0,4,418.0,449.0,464.0,902.0,0.0,16.0,15.0,16.0,63.43,37.5,0.0,0.0,37.5,40.73,100.0,0.0,39.98,106412,34.244031,-92.018683
Arkansas State University-Beebe,12.370000000000001,0.0,0.0,1639.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106449,35.074176,-91.895351
Arkansas State University,45.26,0.0,0.0,4110.0,0,4,450.0,565.0,550.0,1149.0,0.0,22.0,25.0,23.0,74.72999999999999,57.199999999999996,0.0,100.0,37.21,42.01,70.0,75.0,53.410000000000004,106458,35.842388,-90.679988
Arkansas Tech University,32.23,0.0,0.0,4691.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.82,50.349999999999994,32.84,0.0,47.5,18.41,56.00000000000001,40.0,45.01,106467,35.293237,-93.13562
