School Name,% of Students receiving Federal Loan,Title 4 Cost Private,No.of programs offered,Tuition FT Enrollment in $,Enrollment,Highest degree awarded,SAT Writing Midpoint,SAT Math Midpoint,SAT Critical Reading Midpoint,SAT Average Overall,ACT Writing Midpoint, ACT Math Midpoint,ACT English Midpoint,ACT Cumulative Midpoint,Retention Rate FT,Completion Rate 4 year (White),Completion Rate 4 year (2 Or More Races),Completion Rate 4 year (Hawaian/Pacific Islander),Completion Rate 4 year (Hispanic),Completion Rate 4 year (Black),Completion Rate 4 year (Asian),Completion Rate 4 year (American Indian),General Completion Rate,id,Latitude,Longitutde
CET-Colton,46.98,18.0,6.0,14175.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111744,34.077381,-117.353488
CET-Watsonville,16.93,9.0,5.0,13145.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111762,36.931833,-121.767991
CET-Salinas,11.66,23.0,4.0,11317.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111799,36.707333,-121.65236
Cerritos College,2.06,0.0,0.0,580.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111887,33.886874,-118.097337
Cerro Coso Community College,0.9900000000000001,0.0,0.0,558.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111896,35.567525,-117.66767
Chabot College,0.63,0.0,0.0,1102.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111920,37.642458,-122.105636
Chaffey College,0.09,0.0,0.0,830.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111939,34.147663,-117.573932
Chapman University,43.65,1260.0,0.0,33899.0,0,4,610.0,655.0,655.0,1318.0,9.0,27.0,30.0,29.0,91.94,80.36999999999999,84.61999999999999,100.0,73.71,77.27000000000001,86.13,80.0,79.96,111948,33.79302,-117.852518
Charles R Drew University of Medicine and Science,66.24,24.0,0.0,26360.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.620000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,111966,33.925658,-118.242791
Concordia University-Irvine,60.45,220.0,0.0,15643.0,0,4,493.0,565.0,580.0,1174.0,0.0,23.0,25.0,25.0,76.44999999999999,74.47,76.47,0.0,61.040000000000006,61.9,62.5,100.0,63.41,112075,33.653665,-117.812305
San Diego Christian College,51.39,38.0,0.0,19047.0,0,4,465.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,60.0,48.57,25.0,0.0,50.0,28.57,100.0,100.0,52.059999999999995,112084,32.842404,-116.978112
Church Divinity School of the Pacific,0.0,0.0,0.0,3306.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112127,37.876184,-122.261122
Citrus College,0.75,0.0,0.0,917.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112172,34.13537,-117.886469
Citrus Heights Beauty College,50.33,37.0,3.0,5532.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112181,38.712951,-121.289529
City College of San Francisco,0.49,0.0,0.0,1196.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112190,37.725953,-122.451155
Claremont Graduate University,0.0,0.0,0.0,33760.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112251,34.103585,-117.713703
Claremont McKenna College,16.56,108.0,0.0,34221.0,0,4,725.0,750.0,725.0,1487.0,0.0,35.0,32.0,34.0,98.4,92.36999999999999,90.48,0.0,96.23,84.61999999999999,94.44,0.0,92.5,112260,34.102154,-117.711188
Milan Institute-Visalia,56.95,115.0,8.0,7987.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112288,36.27164,-119.312151
Clovis Adult Education,0.0,0.0,5.0,2677.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112367,36.834459,-119.690369
Coastline Community College,1.09,0.0,0.0,1094.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112385,33.715634,-117.929143
University of Silicon Valley,65.36999999999999,14.0,0.0,24099.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.160000000000004,50.0,18.18,0.0,47.370000000000005,33.33,72.22,66.67,44.940000000000005,112394,37.414049,-121.94087
Coba Academy,60.12,40.0,3.0,13766.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112455,33.841141,-117.943108
Western University of Health Sciences,0.0,0.0,0.0,45295.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112525,34.058092,-117.747732
Columbia College,0.0,0.0,0.0,546.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112561,38.030367,-120.388385
Columbia College Hollywood,69.74000000000001,79.0,0.0,12774.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.31999999999999,53.23,80.0,0.0,63.160000000000004,28.95,44.440000000000005,0.0,52.55,112570,34.17972,-118.538793
Compton College,0.67,0.0,0.0,413.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112686,33.878226,-118.209463
Contra Costa College,1.0699999999999998,0.0,0.0,741.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112826,37.969381,-122.337377
Cosumnes River College,2.22,0.0,0.0,514.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113096,38.45295,-121.423108
Crafton Hills College,0.0,0.0,0.0,515.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113111,34.039178,-117.101173
Cuesta College,2.08,0.0,0.0,1275.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113193,35.331276,-120.742235
Cuyamaca College,0.16999999999999998,0.0,0.0,852.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113218,32.744954,-116.943507
Cypress College,0.9900000000000001,0.0,0.0,751.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,42.22,50.0,23.16,21.88,50.68,50.0,31.669999999999998,113236,33.82833,-118.025143
De Anza College,2.02,0.0,0.0,1585.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113333,37.319914,-122.045783
International School of Beauty Inc,40.38,17.0,9.0,7831.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113449,33.729555,-116.403928
Dell'Arte International School of Physical Theatre,0.0,0.0,0.0,18324.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113537,40.880924,-123.988808
College of the Desert,0.03,0.0,0.0,658.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113573,33.732108,-116.388271
Design Institute of San Diego,33.06,2.0,0.0,24627.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,44.74,113582,32.880926,-117.167374
Diablo Valley College,0.86,0.0,0.0,1692.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113634,37.968516,-122.073142
Dominican University of California,59.93000000000001,203.0,0.0,18929.0,0,4,510.0,590.0,579.0,1160.0,8.0,23.0,23.0,23.0,80.75,72.63,83.33,75.0,68.17999999999999,72.22,89.55,66.67,75.83,113698,37.981279,-122.512051
Dominican School of Philosophy & Theology,0.0,0.0,0.0,5605.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113704,37.881099,-122.264612
East Los Angeles College,0.33,0.0,0.0,708.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113856,34.040531,-118.148785
El Camino Community College District,0.7100000000000001,0.0,0.0,926.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113980,33.885229,-118.329913
Emperor's College of Traditional Oriental Medicine,0.0,0.0,0.0,9847.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114114,34.030438,-118.485119
Empire College,43.980000000000004,62.0,0.0,14597.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.29,100.0,0.0,62.5,0.0,0.0,100.0,59.03,114123,38.468052,-122.729337
Evergreen Valley College,0.32,0.0,0.0,845.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114266,37.30167,-121.76561
FIDM-Fashion Institute of Design & Merchandising,46.14,207.0,0.0,28372.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.57000000000001,73.21,80.0,83.33,76.55,64.71000000000001,70.15,80.0,73.13,114354,34.044209,-118.25993
Feather River Community College District,4.58,0.0,0.0,480.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82000000000001,32.629999999999995,0.0,33.33,51.72,17.24,80.0,40.0,31.540000000000003,114433,39.953101,-120.973067
Federico Beauty Institute,51.559999999999995,34.0,3.0,9117.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114460,38.64883,-121.497761
Fielding Graduate University,0.0,0.0,0.0,24385.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114549,34.42941,-119.717161
Five Branches University,0.0,0.0,0.0,9189.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114585,36.964348,-121.998245
Redondo Beach Beauty College,22.770000000000003,0.0,6.0,4800.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114637,33.873098,-118.372137
Foothill College,1.6,0.0,0.0,1764.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6,55.1,14.29,42.58,20.0,65.4,0.0,58.309999999999995,114716,37.361655,-122.127964
Franciscan School of Theology,0.0,0.0,0.0,14488.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114734,32.770816,-117.192073
Fredrick and Charles Beauty College,0.0,10.0,5.0,8476.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114761,40.798885,-124.164986
Fresno City College,0.27999999999999997,0.0,0.0,507.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114789,36.768164,-119.796096
Fresno Pacific University,62.370000000000005,101.0,0.0,16964.0,0,4,483.0,555.0,550.0,1100.0,0.0,22.0,20.0,21.0,71.58,71.28,100.0,100.0,69.44,38.46,63.63999999999999,75.0,67.51,114813,36.726831,-119.735199
Fuller Theological Seminary,0.0,0.0,0.0,11599.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114840,34.14778,-118.140261
Fullerton College,2.4699999999999998,0.0,0.0,694.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114859,33.875514,-117.918255
Gavilan College,0.06999999999999999,0.0,0.0,520.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114938,36.972627,-121.569842
Gemological Institute of America-Carlsbad,9.49,6.0,7.0,21382.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114947,33.131313,-117.318765
Glendale Career College,68.97,81.0,9.0,21785.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,66.67,0.0,62.79,33.33,46.43,100.0,62.71,115010,34.149771,-118.254719
Golden Gate University,19.33,0.0,0.0,19341.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115083,37.789374,-122.398969
Golden West College,1.1199999999999999,0.0,0.0,1059.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115126,33.732531,-118.002568
Graduate Theological Union,0.0,0.0,0.0,7664.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115214,37.87554,-122.261847
Grossmont College,0.76,0.0,0.0,618.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115296,32.815246,-117.006277
Salon Success Academy-Riverside,71.64,11.0,3.0,9478.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115357,33.943149,-117.391024
Hartnell College,0.15,0.0,0.0,444.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115393,36.675091,-121.666054
Harvey Mudd College,34.660000000000004,89.0,0.0,38290.0,0,3,720.0,785.0,735.0,1533.0,0.0,34.0,35.0,35.0,97.57000000000001,98.46000000000001,87.5,100.0,89.74,70.0,100.0,0.0,93.60000000000001,115409,34.106515,-117.709837
Hilltop Beauty School,0.0,13.0,3.0,5665.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115658,37.705502,-122.461467
Holy Names University,63.05,117.0,0.0,16045.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.12,66.67,100.0,66.67,50.0,73.68,66.67,0.0,49.76,115728,37.802276,-122.187804
Pacifica Graduate Institute,0.0,0.0,0.0,21959.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115746,34.420881,-119.580414
California State Polytechnic University-Humboldt,39.2,0.0,0.0,4058.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.68,52.129999999999995,46.46,0.0,44.1,28.26,57.89,53.849999999999994,48.480000000000004,115755,40.877481,-124.078293
Humphreys University-Stockton and Modesto Campuses,75.77000000000001,4.0,0.0,14590.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,66.67,0.0,0.0,55.559999999999995,100.0,100.0,0.0,62.5,115773,38.011489,-121.316918
Imperial Valley College,0.0,0.0,0.0,423.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115861,32.827209,-115.503563
Institute for Business and Technology,46.07,156.0,8.0,13943.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115931,37.368642,-121.969541
Interior Designers Institute,46.760000000000005,0.0,0.0,21546.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,54.55,116226,33.641393,-117.865722
International School of Cosmetology,60.83,9.0,1.0,10217.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116350,34.080053,-118.361176
Irvine Valley College,0.59,0.0,0.0,1385.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116439,33.675381,-117.777539
Bellus Academy-El Cajon,47.47,3.0,7.0,11215.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116563,32.794072,-116.94627
American Jewish University,28.57,0.0,0.0,7348.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.76,116846,34.128153,-118.471706
Reedley College,0.27999999999999997,0.0,0.0,471.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117052,36.605428,-119.458555
Life Pacific University,62.239999999999995,62.0,0.0,12354.0,0,4,465.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,51.67,40.54,62.5,0.0,53.13,66.67,100.0,0.0,50.0,117104,34.098705,-117.829388
University of La Verne,57.84,562.0,0.0,19968.0,0,4,510.0,503.0,518.0,1028.0,0.0,19.0,19.0,21.0,79.66,69.17999999999999,78.95,60.0,70.89999999999999,62.86000000000001,66.67,0.0,67.92,117140,34.100855,-117.773262
Laguna College of Art and Design,55.05,60.0,0.0,23823.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.38000000000001,70.83,33.33,0.0,68.75,100.0,80.0,0.0,68.92,117168,33.561448,-117.772564
Lake Tahoe Community College,0.73,0.0,0.0,1574.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117195,38.926797,-119.972574
Lancaster Beauty School,25.89,6.0,4.0,16052.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117238,34.694914,-118.147547
Laney College,0.5,0.0,0.0,1417.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117247,37.797257,-122.26283
Lassen Community College,0.38,0.0,0.0,736.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117274,40.432053,-120.633271
Latin American Bible Institute,10.17,4.0,0.0,9741.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,32.35,117283,34.030992,-117.989601
Life Chiropractic College West,0.0,0.0,0.0,33974.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117520,37.638099,-122.117619
Lincoln University,35.63,4.0,0.0,7949.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,75.47,117557,37.804788,-122.269745
Southern California Seminary,40.0,0.0,0.0,11068.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.669999999999998,117575,32.799614,-116.905461
La Sierra University,56.07,195.0,0.0,31013.0,0,4,465.0,495.0,515.0,1023.0,0.0,19.0,23.0,23.0,71.85000000000001,48.72,50.0,33.33,45.97,46.150000000000006,46.300000000000004,0.0,48.89,117627,33.910704,-117.500054
Loma Linda University,62.239999999999995,0.0,0.0,38381.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117636,34.051241,-117.260605
Long Beach City College,1.37,0.0,0.0,717.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117645,33.833593,-118.135633
Southern California University of Health Sciences,16.99,0.0,0.0,19662.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,117672,33.922966,-117.983401
Los Angeles Harbor College,0.31,0.0,0.0,803.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117690,33.785825,-118.283549
Los Angeles Pierce College,2.23,0.0,0.0,884.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117706,34.183949,-118.575071
Los Angeles Southwest College,1.15,0.0,0.0,596.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117715,33.929586,-118.304674
Los Angeles Trade Technical College,0.8099999999999999,0.0,0.0,692.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117724,34.031907,-118.269447
Los Angeles Valley College,0.91,0.0,0.0,717.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117733,34.175165,-118.421734
The Master's University and Seminary,40.08,162.0,0.0,13338.0,0,4,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.81,73.97,53.849999999999994,0.0,88.24,40.0,66.67,0.0,67.85,117751,34.381755,-118.518193
Los Angeles City College,2.65,0.0,0.0,923.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117788,34.087301,-118.292169
Los Angeles County College of Nursing and Allied Health,24.0,0.0,0.0,3857.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117803,34.062647,-118.211852
Los Angeles Mission College,0.8,0.0,0.0,690.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117867,34.314668,-118.4195
Los Medanos College,0.72,0.0,0.0,797.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117894,38.006474,-121.860967
Loyola Marymount University,31.979999999999997,566.0,0.0,36253.0,0,4,600.0,675.0,660.0,1354.0,9.0,29.0,32.0,30.0,89.8,80.82000000000001,69.67,100.0,79.42,75.79,84.28999999999999,0.0,80.69,117946,33.97085,-118.415744
Lu Ross Academy,50.92,16.0,6.0,7808.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117955,34.278034,-119.293952
Lyle's College of Beauty,21.33,3.0,4.0,11002.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118134,35.386539,-119.02387
Lyle's College of  Beauty,30.86,8.0,4.0,5715.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118143,36.836265,-119.774167
Lytles Redwood Empire Beauty College,36.17,8.0,2.0,74658.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118161,38.508385,-122.75777
MTI College,36.79,54.0,16.0,10741.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118198,38.661377,-121.342568
College of Marin,0.53,0.0,0.0,1111.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118347,37.954897,-122.549149
Marymount California University,47.38,49.0,0.0,18669.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.199999999999996,48.89,27.27,0.0,52.22,29.17,30.769999999999996,0.0,35.21,118541,33.734887,-118.333371
Mendocino College,1.53,0.0,0.0,690.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118684,39.188989,-123.228809
Menlo College,47.94,104.0,0.0,18485.0,0,3,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.87,47.370000000000005,71.43,0.0,64.29,58.330000000000005,61.11,0.0,54.190000000000005,118693,37.453475,-122.190797
Merced College,0.22,0.0,0.0,556.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118718,37.3353,-120.476464
Merritt College,0.33,0.0,0.0,1260.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118772,37.789088,-122.167335
