School Name,City,Carnegie Classification Undergraduate Profile,Carnegie Size Setting,Public Average Net Price,Private Average Net Price,"Avg $75,001-$110,000 (Public)","Avg $75,000+ (Public)","Avg $48,001-$75,000 (Public)","Avg $48,001-$75,000 (All)","Avg $30,001-$75,000 (Public)","Avg $30,001-$75,000 (All)","Avg $30,001-$48,000 (Public)","Avg $30,001-$48,000 (All)","Avg $110,000+ (Public)","Avg $110,000+ (All)","Avg $0-$48,000 (Public)","Avg $0-$48,000 (Private)","Avg $0-$30,000 (Public)","Avg $0-$30,000 (Private)"
Charles of Italy Beauty College,Lake Havasu City,-2,-2,0.0,9531.0,0.0,0.0,0.0,14582.0,0.0,12203.0,0.0,11410.0,0.0,0,0.0,9080.0,0.0,8748.0
Cochise County Community College District,Sierra Vista,1,2,7124.0,0.0,10019.0,10500.0,9486.0,0.0,8292.0,0.0,7352.0,0.0,12103.0,0,6564.0,0.0,6358.0,0.0
Empire Beauty School-Chandler,Chandler,-2,-2,0.0,16680.0,0.0,0.0,0.0,16063.0,0.0,15820.0,0.0,15699.0,0.0,0,0.0,16397.0,0.0,16513.0
Avalon Institute-Mesa,Mesa,-2,-2,0.0,17354.0,0.0,0.0,0.0,21322.0,0.0,20069.0,0.0,19567.0,0.0,0,0.0,16842.0,0.0,15545.0
Eastern Arizona College,Thatcher,1,3,9776.0,0.0,11533.0,12061.0,10583.0,0.0,10251.0,0.0,9884.0,0.0,14039.0,0,9163.0,0.0,8860.0,0.0
Embry-Riddle Aeronautical University-Prescott,Prescott,12,10,0.0,36270.0,0.0,0.0,0.0,34723.0,0.0,33916.0,0.0,32669.0,0.0,0,0.0,32977.0,0.0,33195.0
The School of Architecture,Paradise Valley,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Glendale Community College,Glendale,1,4,9717.0,0.0,12547.0,13112.0,11101.0,0.0,10239.0,0.0,9685.0,0.0,14040.0,0,9030.0,0.0,8698.0,0.0
Grand Canyon University,Phoenix,5,15,0.0,21176.0,0.0,0.0,0.0,21573.0,0.0,20202.0,0.0,18664.0,0.0,0,0.0,18157.0,0.0,17858.0
GateWay Community College,Phoenix,1,3,10356.0,0.0,14578.0,14625.0,12017.0,0.0,10741.0,0.0,10088.0,0.0,14809.0,0,9556.0,0.0,9166.0,0.0
Mesa Community College,Mesa,1,4,10850.0,0.0,14001.0,14274.0,12613.0,0.0,11483.0,0.0,10540.0,0.0,14955.0,0,9996.0,0.0,9784.0,0.0
Mohave Community College,Kingman,1,2,6858.0,0.0,10129.0,10196.0,8502.0,0.0,7145.0,0.0,5110.0,0.0,10296.0,0,5874.0,0.0,6084.0,0.0
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Avondale,-2,-2,0.0,20683.0,0.0,0.0,0.0,21526.0,0.0,20474.0,0.0,19696.0,0.0,0,0.0,19258.0,0.0,19109.0
Dine College,Tsaile,5,6,10923.0,0.0,0.0,0.0,11571.0,0.0,11384.0,0.0,11275.0,0.0,0.0,0,10829.0,0.0,10680.0,0.0
Northern Arizona University,Flagstaff,11,16,14636.0,0.0,18318.0,19132.0,14736.0,0.0,13271.0,0.0,11662.0,0.0,19688.0,0,11154.0,0.0,10836.0,0.0
Northland Pioneer College,Holbrook,1,2,6123.0,0.0,0.0,0.0,0.0,0.0,6401.0,0.0,6401.0,0.0,0.0,0,6123.0,0.0,6007.0,0.0
Ottawa University-Phoenix,Phoenix,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Phoenix College,Phoenix,1,3,10118.0,0.0,13348.0,13675.0,11644.0,0.0,10786.0,0.0,10232.0,0.0,14437.0,0,9709.0,0.0,9522.0,0.0
Pima Community College,Tucson,1,4,3409.0,0.0,7672.0,7997.0,5866.0,0.0,4248.0,0.0,3113.0,0.0,8648.0,0,2433.0,0.0,2113.0,0.0
Pima Medical Institute-Tucson,Tucson,11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pima Medical Institute-Albuquerque,Albuquerque,4,2,0.0,21149.0,0.0,0.0,0.0,21390.0,0.0,21499.0,0.0,21634.0,0.0,0,0.0,21138.0,0.0,21121.0
Prescott College,Prescott,9,7,0.0,14226.0,0.0,0.0,0.0,17341.0,0.0,9802.0,0.0,5495.0,0.0,0,0.0,7027.0,0.0,7851.0
Refrigeration School Inc,Phoenix,4,2,0.0,21297.0,0.0,0.0,0.0,22129.0,0.0,20559.0,0.0,19621.0,0.0,0,0.0,20291.0,0.0,20530.0
Rio Salado College,Tempe,1,4,9226.0,0.0,12460.0,13010.0,11727.0,0.0,10090.0,0.0,9334.0,0.0,13285.0,0,8564.0,0.0,8337.0,0.0
Roberto-Venn School of Luthiery,Phoenix,-2,-2,0.0,23078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,23078.0,0.0,23078.0
Scottsdale Community College,Scottsdale,1,3,11286.0,0.0,14719.0,15077.0,13501.0,0.0,11786.0,0.0,10667.0,0.0,16150.0,0,10381.0,0.0,10279.0,0.0
South Mountain Community College,Phoenix,1,2,10040.0,0.0,13950.0,14072.0,10594.0,0.0,10207.0,0.0,9944.0,0.0,14440.0,0,9605.0,0.0,9486.0,0.0
Arizona Christian University,Glendale,11,8,0.0,31546.0,0.0,0.0,0.0,30212.0,0.0,28831.0,0.0,26332.0,0.0,0,0.0,27256.0,0.0,27563.0
Universal Technical Institute of Arizona Inc,Avondale,4,2,0.0,24917.0,0.0,0.0,0.0,26095.0,0.0,24908.0,0.0,23542.0,0.0,0,0.0,23066.0,0.0,22888.0
Yavapai College,Prescott,1,3,7144.0,0.0,10497.0,10813.0,9040.0,0.0,7744.0,0.0,6673.0,0.0,11129.0,0,6409.0,0.0,6310.0,0.0
University of Arkansas at Little Rock,Little Rock,7,12,15868.0,0.0,19969.0,20070.0,18265.0,0.0,16350.0,0.0,15442.0,0.0,20260.0,0,14459.0,0.0,14093.0,0.0
University of Arkansas for Medical Sciences,Little Rock,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Arkansas Baptist College,Little Rock,7,7,0.0,12951.0,0.0,0.0,0.0,9925.0,0.0,11008.0,0.0,11549.0,0.0,0,0.0,13215.0,0.0,13614.0
Arkansas Beauty School-Little Rock,Little Rock,-2,-2,0.0,22946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,22946.0,0.0,22946.0
Arkansas Beauty College,Russellville,-2,-2,0.0,10913.0,0.0,0.0,0.0,11244.0,0.0,11290.0,0.0,11351.0,0.0,0,0.0,10389.0,0.0,10282.0
Lyon College,Batesville,12,8,0.0,10786.0,0.0,0.0,0.0,12492.0,0.0,9946.0,0.0,8582.0,0.0,0,0.0,8318.0,0.0,8087.0
Arkansas Technical School,North Little Rock,-2,-2,0.0,20417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20417.0,0.0,20417.0
Arthur's Beauty College,Fort Smith,-2,-2,0.0,10138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10138.0,0.0,10138.0
University of Arkansas,Fayetteville,12,16,14998.0,0.0,18076.0,18707.0,14417.0,0.0,13013.0,0.0,11538.0,0.0,18978.0,0,11141.0,0.0,10914.0,0.0
University of Arkansas at Pine Bluff,Pine Bluff,10,11,10542.0,0.0,13759.0,13268.0,12245.0,0.0,10817.0,0.0,10177.0,0.0,12732.0,0,10149.0,0.0,10141.0,0.0
Arkansas State University-Beebe,Beebe,2,3,9708.0,0.0,13079.0,13343.0,10916.0,0.0,9772.0,0.0,8798.0,0.0,13731.0,0,8784.0,0.0,8778.0,0.0
Arkansas State University,Jonesboro,9,13,13430.0,0.0,16163.0,16560.0,14218.0,0.0,13163.0,0.0,12021.0,0.0,16837.0,0,11158.0,0.0,10730.0,0.0
Arkansas Tech University,Russellville,10,13,12191.0,0.0,14377.0,14444.0,13195.0,0.0,12351.0,0.0,11363.0,0.0,14535.0,0,10921.0,0.0,10738.0,0.0
University of Arkansas at Monticello,Monticello,11,10,12907.0,0.0,15843.0,14838.0,13492.0,0.0,12771.0,0.0,12176.0,0.0,13865.0,0,11695.0,0.0,11509.0,0.0
Baptist Health College Little Rock,Little Rock,4,2,0.0,23271.0,0.0,0.0,0.0,23788.0,0.0,23738.0,0.0,23688.0,0.0,0,0.0,22963.0,0.0,22721.0
Black River Technical College,Pocahontas,2,2,8204.0,0.0,12015.0,12077.0,9450.0,0.0,8708.0,0.0,7893.0,0.0,12817.0,0,7478.0,0.0,7321.0,0.0
University of Central Arkansas,Conway,13,13,14735.0,0.0,17081.0,17265.0,14940.0,0.0,14266.0,0.0,13336.0,0.0,17399.0,0,12720.0,0.0,12358.0,0.0
Central Baptist College,Conway,11,7,0.0,23545.0,0.0,0.0,0.0,24066.0,0.0,22666.0,0.0,20800.0,0.0,0,0.0,20465.0,0.0,20290.0
Cossatot Community College of the University of Arkansas,De Queen,1,2,5172.0,0.0,8342.0,8342.0,7043.0,0.0,6147.0,0.0,5564.0,0.0,0.0,0,4873.0,0.0,4681.0,0.0
Crowley's Ridge College,Paragould,10,8,0.0,15968.0,0.0,0.0,0.0,19283.0,0.0,17592.0,0.0,16516.0,0.0,0,0.0,15125.0,0.0,14429.0
East Arkansas Community College,Forrest City,2,2,7290.0,0.0,8393.0,11605.0,8820.0,0.0,7304.0,0.0,6582.0,0.0,13211.0,0,6970.0,0.0,7091.0,0.0
Eastern College of Health Vocations-Little Rock,Little Rock,-2,-2,0.0,13009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13009.0,0.0,13009.0
Paul Mitchell the School-Little Rock,North Little Rock,-2,-2,0.0,22641.0,0.0,0.0,0.0,24113.0,0.0,23024.0,0.0,22343.0,0.0,0,0.0,21542.0,0.0,21338.0
National Park College,Hot Springs,3,2,8759.0,0.0,12934.0,12693.0,10496.0,0.0,9273.0,0.0,8402.0,0.0,12309.0,0,8026.0,0.0,7892.0,0.0
University of Arkansas Community College-Batesville,Batesville,2,2,7884.0,0.0,8906.0,8759.0,8883.0,0.0,8313.0,0.0,7952.0,0.0,8466.0,0,7674.0,0.0,7570.0,0.0
Harding University,Searcy,12,14,0.0,20429.0,0.0,0.0,0.0,18326.0,0.0,18463.0,0.0,18672.0,0.0,0,0.0,16748.0,0.0,15517.0
Henderson State University,Arkadelphia,11,11,16696.0,0.0,19822.0,18716.0,18359.0,0.0,16591.0,0.0,14657.0,0.0,17907.0,0,14863.0,0.0,14948.0,0.0
Hendrix College,Conway,12,11,0.0,10299.0,0.0,0.0,0.0,10343.0,0.0,8947.0,0.0,7103.0,0.0,0,0.0,5450.0,0.0,4004.0
Hot Springs Beauty College,Hot Springs,-2,-2,0.0,12579.0,0.0,0.0,0.0,14583.0,0.0,14583.0,0.0,0.0,0.0,0,0.0,11977.0,0.0,11977.0
Jefferson Regional School of Nursing,Pine Bluff,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
John Brown University,Siloam Springs,13,11,0.0,18641.0,0.0,0.0,0.0,19525.0,0.0,16168.0,0.0,12391.0,0.0,0,0.0,14676.0,0.0,16289.0
Career Academy of Hair Design,Springdale,-2,-2,0.0,13018.0,0.0,0.0,0.0,14075.0,0.0,13973.0,0.0,13947.0,0.0,0,0.0,12985.0,0.0,12946.0
Academy of Salon and Spa,Fort Smith,-2,-2,0.0,17484.0,0.0,0.0,0.0,18126.0,0.0,18126.0,0.0,0.0,0.0,0,0.0,17163.0,0.0,17163.0
Arkansas State University Mid-South,West Memphis,1,2,8814.0,0.0,14288.0,14288.0,10671.0,0.0,9418.0,0.0,8971.0,0.0,0.0,0,8487.0,0.0,8268.0,0.0
Arkansas Northeastern College,Blytheville,2,2,4117.0,0.0,7016.0,7016.0,5638.0,0.0,4314.0,0.0,3672.0,0.0,0.0,0,3862.0,0.0,3936.0,0.0
New Tyler Barber College Inc,North Little Rock,-2,-2,0.0,11054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11054.0,0.0,11054.0
North Arkansas College,Harrison,2,2,9786.0,0.0,15233.0,15292.0,12460.0,0.0,10289.0,0.0,9131.0,0.0,15648.0,0,9113.0,0.0,9108.0,0.0
Northwest Technical Institute,Springdale,-2,-2,12673.0,0.0,15328.0,15328.0,12485.0,0.0,11863.0,0.0,11387.0,0.0,0.0,0,12639.0,0.0,12956.0,0.0
Ouachita Baptist University,Arkadelphia,12,11,0.0,20847.0,0.0,0.0,0.0,18203.0,0.0,17848.0,0.0,17155.0,0.0,0,0.0,17061.0,0.0,17009.0
Arkansas State University Three Rivers,Malvern,1,2,3716.0,0.0,8823.0,8823.0,8043.0,0.0,4978.0,0.0,2295.0,0.0,0.0,0,2574.0,0.0,2671.0,0.0
Ozarka College,Melbourne,2,2,4901.0,0.0,9150.0,9150.0,6270.0,0.0,5420.0,0.0,4751.0,0.0,0.0,0,4593.0,0.0,4563.0,0.0
University of the Ozarks,Clarksville,10,8,0.0,14486.0,0.0,0.0,0.0,14747.0,0.0,13358.0,0.0,11969.0,0.0,0,0.0,11128.0,0.0,10708.0
University of Arkansas Community College-Morrilton,Morrilton,2,2,7391.0,0.0,10143.0,10531.0,9380.0,0.0,7937.0,0.0,6554.0,0.0,12469.0,0,6465.0,0.0,6427.0,0.0
Philander Smith College,Little Rock,11,8,0.0,14847.0,0.0,0.0,0.0,15410.0,0.0,14215.0,0.0,13695.0,0.0,0,0.0,14449.0,0.0,14843.0
Phillips Community College of the University of Arkansas,Helena,2,2,4078.0,0.0,7456.0,7861.0,6359.0,0.0,4857.0,0.0,3856.0,0.0,8266.0,0,3337.0,0.0,3164.0,0.0
Southeast Arkansas College,Pine Bluff,1,2,7662.0,0.0,13136.0,12258.0,8929.0,0.0,7997.0,0.0,7531.0,0.0,11673.0,0,7025.0,0.0,6829.0,0.0
Professional Cosmetology Education Center,El Dorado,-2,-2,0.0,10398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10398.0,0.0,10398.0
University of Arkansas-Pulaski Technical College,North Little Rock,2,3,12959.0,0.0,16632.0,16741.0,14539.0,0.0,13262.0,0.0,12446.0,0.0,17055.0,0,12018.0,0.0,11862.0,0.0
University of Arkansas Hope-Texarkana,Hope,2,2,6084.0,0.0,6692.0,6692.0,8001.0,0.0,6737.0,0.0,5556.0,0.0,0.0,0,5721.0,0.0,5759.0,0.0
University of Arkansas Community College Rich Mountain,Mena,2,2,4926.0,0.0,8224.0,8224.0,6882.0,0.0,5549.0,0.0,4493.0,0.0,0.0,0,4468.0,0.0,4461.0,0.0
Paul Mitchell the School-Arkansas,Fayetteville,-2,-2,0.0,13482.0,0.0,0.0,0.0,14384.0,0.0,13641.0,0.0,12402.0,0.0,0,0.0,11155.0,0.0,10844.0
Searcy Beauty College,Searcy,-2,-2,0.0,12385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12385.0,0.0,12385.0
Shorter College,N Little Rock,3,1,0.0,13760.0,0.0,0.0,0.0,0.0,0.0,14215.0,0.0,14215.0,0.0,0,0.0,13760.0,0.0,13736.0
Williams Baptist University,Walnut Ridge,11,8,0.0,15664.0,0.0,0.0,0.0,15461.0,0.0,15095.0,0.0,14631.0,0.0,0,0.0,14361.0,0.0,14242.0
South Arkansas Community College,El Dorado,2,2,7312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7312.0,0.0,7312.0,0.0
Southern Arkansas University Main Campus,Magnolia,10,14,15873.0,0.0,17522.0,17694.0,16153.0,0.0,15706.0,0.0,15388.0,0.0,17894.0,0,14906.0,0.0,14660.0,0.0
Southern Arkansas University Tech,Camden,3,2,7639.0,0.0,10253.0,11937.0,10075.0,0.0,8038.0,0.0,7153.0,0.0,14463.0,0,6694.0,0.0,6546.0,0.0
Velvatex College of Beauty Culture,Little Rock,-2,-2,0.0,4058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4058.0,0.0,4058.0
University of Arkansas-Fort Smith,Fort Smith,7,12,9336.0,0.0,9823.0,10537.0,10902.0,0.0,9681.0,0.0,7809.0,0.0,11263.0,0,7808.0,0.0,7807.0,0.0
Academy of Art University,San Francisco,5,12,0.0,32736.0,0.0,0.0,0.0,30020.0,0.0,31969.0,0.0,33783.0,0.0,0,0.0,31439.0,0.0,30453.0
Academy of Chinese Culture and Health Sciences,Oakland,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
College of Alameda,Alameda,1,3,7530.0,0.0,0.0,0.0,10372.0,0.0,8914.0,0.0,8128.0,0.0,0.0,0,6961.0,0.0,6271.0,0.0
Allan Hancock College,Santa Maria,1,4,3234.0,0.0,6847.0,6847.0,5656.0,0.0,3720.0,0.0,2568.0,0.0,0.0,0,2676.0,0.0,2725.0,0.0
American Academy of Dramatic Arts-Los Angeles,Los Angeles,-2,-2,0.0,31278.0,0.0,0.0,0.0,33615.0,0.0,31214.0,0.0,30014.0,0.0,0,0.0,28445.0,0.0,27399.0
Berkeley School of Theology,Berkeley,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
American Film Institute Conservatory,Los Angeles,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
American Beauty College,West Covina,-2,-2,0.0,13970.0,0.0,0.0,0.0,14222.0,0.0,13211.0,0.0,11694.0,0.0,0,0.0,11082.0,0.0,9857.0
American Career College-Los Angeles,Los Angeles,4,2,0.0,27741.0,0.0,0.0,0.0,29575.0,0.0,27859.0,0.0,26935.0,0.0,0,0.0,26883.0,0.0,26857.0
American Conservatory Theater,San Francisco,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
American River College,Sacramento,1,5,6039.0,0.0,9949.0,9949.0,8436.0,0.0,6819.0,0.0,5678.0,0.0,0.0,0,5462.0,0.0,5384.0,0.0
Antelope Valley Community College District,Lancaster,5,12,3524.0,0.0,7146.0,7376.0,4734.0,0.0,3868.0,0.0,3323.0,0.0,10375.0,0,3185.0,0.0,3130.0,0.0
Art Center College of Design,Pasadena,13,9,0.0,46201.0,0.0,0.0,0.0,45302.0,0.0,42786.0,0.0,38669.0,0.0,0,0.0,39053.0,0.0,39264.0
Associated Technical College-Los Angeles,Los Angeles,-2,-2,0.0,22635.0,0.0,0.0,0.0,0.0,0.0,27268.0,0.0,27268.0,0.0,0,0.0,22635.0,0.0,22606.0
Associated Technical College-San Diego,San Diego,-2,-2,0.0,21620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,21620.0,0.0,21620.0
Azusa Pacific University,Azusa,11,14,0.0,24811.0,0.0,0.0,0.0,24581.0,0.0,23242.0,0.0,22082.0,0.0,0,0.0,21099.0,0.0,20622.0
Bakersfield College,Bakersfield,5,15,5223.0,0.0,10333.0,10333.0,7033.0,0.0,5843.0,0.0,5239.0,0.0,0.0,0,4879.0,0.0,4755.0,0.0
Barstow Community College,Barstow,2,2,9250.0,0.0,14017.0,14017.0,13710.0,0.0,10656.0,0.0,9056.0,0.0,0.0,0,8608.0,0.0,8497.0,0.0
Bellus Academy-Chula Vista,Chula Vista,-2,-2,0.0,18547.0,0.0,0.0,0.0,18088.0,0.0,18121.0,0.0,18188.0,0.0,0,0.0,18587.0,0.0,18605.0
Bethesda University,Anaheim,11,6,0.0,14383.0,0.0,0.0,0.0,0.0,0.0,9523.0,0.0,9523.0,0.0,0,0.0,12835.0,0.0,14307.0
Biola University,La Mirada,13,14,0.0,27161.0,0.0,0.0,0.0,24398.0,0.0,22520.0,0.0,19825.0,0.0,0,0.0,20147.0,0.0,20352.0
Brownson Technical School,Anaheim,-2,-2,0.0,29894.0,0.0,0.0,0.0,30622.0,0.0,29694.0,0.0,29272.0,0.0,0,0.0,29190.0,0.0,29160.0
Bryan University,Tempe,11,9,0.0,18059.0,0.0,0.0,0.0,19173.0,0.0,18256.0,0.0,17720.0,0.0,0,0.0,17658.0,0.0,17635.0
Butte College,Oroville,2,4,7473.0,0.0,12121.0,11786.0,9407.0,0.0,8239.0,0.0,7448.0,0.0,6090.0,0,6888.0,0.0,6652.0,0.0
California Institute of Integral Studies,San Francisco,11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Cabrillo College,Aptos,1,4,12456.0,0.0,17029.0,17941.0,15360.0,0.0,13706.0,0.0,12637.0,0.0,20676.0,0,11643.0,0.0,11067.0,0.0
California Baptist University,Riverside,11,13,0.0,21812.0,0.0,0.0,0.0,20593.0,0.0,19624.0,0.0,18585.0,0.0,0,0.0,17879.0,0.0,17485.0
California College of the Arts,San Francisco,11,11,0.0,31566.0,0.0,0.0,0.0,32387.0,0.0,30206.0,0.0,26851.0,0.0,0,0.0,26234.0,0.0,25813.0
University of California-Hastings College of Law,San Francisco,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
California Institute of Technology,Pasadena,14,11,0.0,29279.0,0.0,0.0,0.0,4404.0,0.0,3004.0,0.0,1371.0,0.0,0,0.0,7236.0,0.0,10755.0
California Lutheran University,Thousand Oaks,13,14,0.0,21442.0,0.0,0.0,0.0,16432.0,0.0,15979.0,0.0,15566.0,0.0,0,0.0,15636.0,0.0,15688.0
California Polytechnic State University-San Luis Obispo,San Luis Obispo,14,16,20633.0,0.0,22753.0,26634.0,17778.0,0.0,15406.0,0.0,12855.0,0.0,27750.0,0,12307.0,0.0,11885.0,0.0
Alliant International University-San Diego,San Diego,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
California State University-Bakersfield,Bakersfield,13,15,6821.0,0.0,13221.0,14391.0,8140.0,0.0,6491.0,0.0,5388.0,0.0,16439.0,0,4960.0,0.0,4682.0,0.0
California State University-Stanislaus,Turlock,11,12,6041.0,0.0,12119.0,13910.0,7911.0,0.0,5889.0,0.0,4296.0,0.0,15397.0,0,4057.0,0.0,3903.0,0.0
California State University-San Bernardino,San Bernardino,11,15,2232.0,0.0,8098.0,9882.0,3851.0,0.0,2202.0,0.0,901.0,0.0,12041.0,0,605.0,0.0,428.0,0.0
California State Polytechnic University-Pomona,Pomona,11,15,11740.0,0.0,17263.0,19263.0,12831.0,0.0,10828.0,0.0,9215.0,0.0,20591.0,0,8655.0,0.0,8327.0,0.0
California State University-Chico,Chico,11,15,13384.0,0.0,18339.0,20421.0,14098.0,0.0,12125.0,0.0,10320.0,0.0,21364.0,0,9665.0,0.0,9295.0,0.0
California State University-Dominguez Hills,Carson,7,15,3724.0,0.0,10525.0,11872.0,5782.0,0.0,3883.0,0.0,2736.0,0.0,13171.0,0,2643.0,0.0,2603.0,0.0
California State University-Fresno,Fresno,11,15,5640.0,0.0,12066.0,13892.0,7450.0,0.0,5608.0,0.0,4477.0,0.0,15673.0,0,4029.0,0.0,3762.0,0.0
California State University-Fullerton,Fullerton,11,15,4211.0,0.0,9445.0,11747.0,5767.0,0.0,4066.0,0.0,2681.0,0.0,13038.0,0,1414.0,0.0,705.0,0.0
California State University-East Bay,Hayward,13,15,11327.0,0.0,17502.0,19112.0,13673.0,0.0,11654.0,0.0,9593.0,0.0,20312.0,0,8850.0,0.0,8493.0,0.0
California State University-Long Beach,Long Beach,13,15,8338.0,0.0,13337.0,15611.0,9317.0,0.0,7572.0,0.0,6128.0,0.0,17475.0,0,5669.0,0.0,5399.0,0.0
California State University-Los Angeles,Los Angeles,11,15,2037.0,0.0,8609.0,10150.0,4258.0,0.0,2420.0,0.0,1316.0,0.0,12133.0,0,823.0,0.0,577.0,0.0
California State University-Northridge,Northridge,11,15,7944.0,0.0,14421.0,16354.0,9851.0,0.0,7975.0,0.0,6756.0,0.0,18242.0,0,6145.0,0.0,5873.0,0.0
California State University-Sacramento,Sacramento,11,15,6654.0,0.0,12593.0,14603.0,8026.0,0.0,6296.0,0.0,4796.0,0.0,16240.0,0,4221.0,0.0,3878.0,0.0
University of California-Berkeley,Berkeley,15,16,15240.0,0.0,21217.0,28676.0,14407.0,0.0,12359.0,0.0,10880.0,0.0,33136.0,0,10073.0,0.0,9594.0,0.0
University of California-Davis,Davis,15,16,14920.0,0.0,17020.0,25076.0,14150.0,0.0,12486.0,0.0,11011.0,0.0,29336.0,0,10219.0,0.0,9739.0,0.0
University of California-Irvine,Irvine,15,16,9691.0,0.0,16780.0,21566.0,10078.0,0.0,8378.0,0.0,7006.0,0.0,25567.0,0,6352.0,0.0,5924.0,0.0
University of California-Los Angeles,Los Angeles,15,17,11627.0,0.0,16341.0,22645.0,10217.0,0.0,8924.0,0.0,7882.0,0.0,25628.0,0,7180.0,0.0,6772.0,0.0
University of California-Riverside,Riverside,13,16,13233.0,0.0,18844.0,23780.0,13190.0,0.0,11558.0,0.0,10344.0,0.0,27184.0,0,9423.0,0.0,8849.0,0.0
University of California-San Diego,La Jolla,15,17,14895.0,0.0,20125.0,25696.0,13744.0,0.0,11955.0,0.0,10192.0,0.0,28952.0,0,8782.0,0.0,7954.0,0.0
University of California-San Francisco,San Francisco,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
University of California-Santa Barbara,Santa Barbara,15,16,15458.0,0.0,20565.0,27973.0,14720.0,0.0,13381.0,0.0,12305.0,0.0,30833.0,0,11459.0,0.0,11022.0,0.0
University of California-Santa Cruz,Santa Cruz,15,17,18828.0,0.0,23778.0,30354.0,17375.0,0.0,15686.0,0.0,14379.0,0.0,33865.0,0,13736.0,0.0,13340.0,0.0
Sofia University,Palo Alto,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
California Beauty School,Modesto,-2,-2,0.0,21016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,21016.0,0.0,21016.0
California Christian College,Fresno,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Haven University,Garden Grove,11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
California Hair Design Academy,La Mesa,-2,-2,0.0,21111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,21111.0,0.0,21111.0
California Institute of the Arts,Valencia,15,11,0.0,46083.0,0.0,0.0,0.0,42525.0,0.0,36114.0,0.0,31840.0,0.0,0,0.0,31970.0,0.0,32125.0
California State University Maritime Academy,Vallejo,11,8,18133.0,0.0,18995.0,22486.0,15859.0,0.0,13457.0,0.0,10896.0,0.0,23764.0,0,11441.0,0.0,11953.0,0.0
California Western School of Law,San Diego,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Canada College,Redwood City,1,3,3643.0,0.0,5438.0,5438.0,5994.0,0.0,5118.0,0.0,2710.0,0.0,0.0,0,2724.0,0.0,2726.0,0.0
