School Name,City,Carnegie Classification Undergraduate Profile,Carnegie Size Setting,Public Average Net Price,Private Average Net Price,"Avg $75,001-$110,000 (Public)","Avg $75,000+ (Public)","Avg $48,001-$75,000 (Public)","Avg $48,001-$75,000 (All)","Avg $30,001-$75,000 (Public)","Avg $30,001-$75,000 (All)","Avg $30,001-$48,000 (Public)","Avg $30,001-$48,000 (All)","Avg $110,000+ (Public)","Avg $110,000+ (All)","Avg $0-$48,000 (Public)","Avg $0-$48,000 (Private)","Avg $0-$30,000 (Public)","Avg $0-$30,000 (Private)"
College of the Canyons,Santa Clarita,1,5,3251.0,0.0,6913.0,7349.0,6180.0,0.0,4065.0,0.0,2938.0,0.0,11273.0,0,2664.0,0.0,2541.0,0.0
Career Academy of Beauty,Garden Grove,-2,-2,0.0,10959.0,0.0,0.0,0.0,10871.0,0.0,10871.0,0.0,0.0,0.0,0,0.0,9371.0,0.0,9371.0
Casa Loma College-Los Angeles,Sherman Oaks,4,1,0.0,23560.0,0.0,0.0,0.0,24214.0,0.0,25517.0,0.0,28123.0,0.0,0,0.0,22534.0,0.0,20298.0
CET-San Diego,San Diego,-2,-2,0.0,18989.0,0.0,0.0,0.0,22891.0,0.0,19636.0,0.0,18334.0,0.0,0,0.0,18346.0,0.0,18350.0
CET-San Jose,San Jose,-2,-2,0.0,15629.0,0.0,0.0,0.0,14022.0,0.0,14895.0,0.0,16059.0,0.0,0,0.0,15405.0,0.0,15282.0
CET-El Centro,El Centro,-2,-2,0.0,16855.0,0.0,0.0,0.0,0.0,0.0,16556.0,0.0,16556.0,0.0,0,0.0,16855.0,0.0,17005.0
CET-Colton,Colton,-2,-2,0.0,18141.0,0.0,0.0,0.0,19219.0,0.0,19006.0,0.0,18686.0,0.0,0,0.0,17926.0,0.0,17809.0
CET-Watsonville,Watsonville,-2,-2,0.0,13556.0,0.0,0.0,0.0,0.0,0.0,16556.0,0.0,16556.0,0.0,0,0.0,13556.0,0.0,13181.0
CET-Salinas,Salinas,-2,-2,0.0,5417.0,0.0,0.0,0.0,1712.0,0.0,1052.0,0.0,886.0,0.0,0,0.0,5586.0,0.0,6630.0
Cerritos College,Norwalk,2,5,5797.0,0.0,10570.0,10941.0,8228.0,0.0,6549.0,0.0,5432.0,0.0,12427.0,0,5130.0,0.0,5003.0,0.0
Cerro Coso Community College,Ridgecrest,1,3,8891.0,0.0,13530.0,15364.0,10822.0,0.0,8505.0,0.0,7241.0,0.0,16281.0,0,8186.0,0.0,8501.0,0.0
Chabot College,Hayward,1,4,5814.0,0.0,9221.0,9221.0,7843.0,0.0,6829.0,0.0,6087.0,0.0,0.0,0,5267.0,0.0,4905.0,0.0
Chaffey College,Rancho Cucamonga,1,5,9977.0,0.0,16357.0,15952.0,12750.0,0.0,11069.0,0.0,9875.0,0.0,14536.0,0,9326.0,0.0,9127.0,0.0
Chapman University,Orange,14,14,0.0,39047.0,0.0,0.0,0.0,32462.0,0.0,30585.0,0.0,27427.0,0.0,0,0.0,28716.0,0.0,29234.0
Charles R Drew University of Medicine and Science,Los Angeles,9,6,0.0,25852.0,0.0,0.0,0.0,21749.0,0.0,25451.0,0.0,25980.0,0.0,0,0.0,25594.0,0.0,25349.0
Concordia University-Irvine,Irvine,13,14,0.0,24483.0,0.0,0.0,0.0,21900.0,0.0,20267.0,0.0,18513.0,0.0,0,0.0,18025.0,0.0,17726.0
San Diego Christian College,Spring Valley,11,7,0.0,34359.0,0.0,0.0,0.0,36669.0,0.0,33537.0,0.0,31031.0,0.0,0,0.0,32011.0,0.0,32388.0
Church Divinity School of the Pacific,Berkeley,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Citrus College,Glendora,1,4,5321.0,0.0,10122.0,10210.0,8140.0,0.0,6229.0,0.0,5075.0,0.0,10474.0,0,4699.0,0.0,4537.0,0.0
Citrus Heights Beauty College,Citrus Heights,-2,-2,0.0,16192.0,0.0,0.0,0.0,17253.0,0.0,16512.0,0.0,16089.0,0.0,0,0.0,15219.0,0.0,14898.0
City College of San Francisco,San Francisco,1,5,5498.0,0.0,11627.0,12136.0,8169.0,0.0,6021.0,0.0,4793.0,0.0,14677.0,0,4927.0,0.0,4975.0,0.0
Claremont Graduate University,Claremont,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Claremont McKenna College,Claremont,14,11,0.0,20114.0,0.0,0.0,0.0,12545.0,0.0,10960.0,0.0,9160.0,0.0,0,0.0,4420.0,0.0,249.0
Milan Institute-Visalia,Visalia,-2,-2,0.0,21292.0,0.0,0.0,0.0,23464.0,0.0,22174.0,0.0,21449.0,0.0,0,0.0,20854.0,0.0,20739.0
Clovis Adult Education,Clovis,-2,-2,16891.0,0.0,0.0,0.0,0.0,0.0,16891.0,0.0,16891.0,0.0,0.0,0,16891.0,0.0,0.0,0.0
Coastline Community College,Fountain Valley,1,3,6210.0,0.0,0.0,0.0,9963.0,0.0,7855.0,0.0,6801.0,0.0,0.0,0,5942.0,0.0,5799.0,0.0
University of Silicon Valley,San Jose,15,7,0.0,24405.0,0.0,0.0,0.0,29334.0,0.0,23324.0,0.0,17314.0,0.0,0,0.0,20908.0,0.0,22345.0
Coba Academy,Anaheim,-2,-2,0.0,15767.0,0.0,0.0,0.0,16176.0,0.0,16004.0,0.0,15918.0,0.0,0,0.0,15733.0,0.0,15698.0
Western University of Health Sciences,Pomona,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Columbia College,Sonora,1,2,5836.0,0.0,11375.0,11375.0,7811.0,0.0,7160.0,0.0,6805.0,0.0,0.0,0,5401.0,0.0,4869.0,0.0
Columbia College Hollywood,Tarzana,11,6,0.0,27452.0,0.0,0.0,0.0,30164.0,0.0,28347.0,0.0,26530.0,0.0,0,0.0,26911.0,0.0,26993.0
Compton College,Compton,1,3,9126.0,0.0,14739.0,14739.0,9937.0,0.0,8668.0,0.0,8337.0,0.0,0.0,0,8874.0,0.0,9176.0,0.0
Contra Costa College,San Pablo,1,3,4649.0,0.0,10239.0,10239.0,6019.0,0.0,5455.0,0.0,5107.0,0.0,0.0,0,4337.0,0.0,4086.0,0.0
Cosumnes River College,Sacramento,1,4,5137.0,0.0,9665.0,9665.0,7289.0,0.0,6373.0,0.0,5613.0,0.0,0.0,0,4537.0,0.0,4182.0,0.0
Crafton Hills College,Yucaipa,1,3,18140.0,0.0,22887.0,22887.0,20906.0,0.0,19225.0,0.0,18249.0,0.0,0.0,0,17451.0,0.0,17027.0,0.0
Cuesta College,San Luis Obispo,1,4,11004.0,0.0,15819.0,16597.0,13526.0,0.0,11673.0,0.0,9722.0,0.0,18153.0,0,10004.0,0.0,10087.0,0.0
Cuyamaca College,El Cajon,1,3,5222.0,0.0,11921.0,12867.0,7387.0,0.0,5711.0,0.0,4569.0,0.0,13183.0,0,4826.0,0.0,4867.0,0.0
Cypress College,Cypress,5,12,5852.0,0.0,10532.0,10558.0,8849.0,0.0,6901.0,0.0,5498.0,0.0,11161.0,0,5004.0,0.0,4798.0,0.0
De Anza College,Cupertino,2,5,4740.0,0.0,9541.0,10075.0,7169.0,0.0,5688.0,0.0,4709.0,0.0,11296.0,0,4014.0,0.0,3694.0,0.0
International School of Beauty Inc,Palm Desert,-2,-2,0.0,14169.0,0.0,0.0,0.0,0.0,0.0,12862.0,0.0,12862.0,0.0,0,0.0,13111.0,0.0,13153.0
Dell'Arte International School of Physical Theatre,Blue Lake,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
College of the Desert,Palm Desert,1,4,11343.0,0.0,15344.0,15679.0,14078.0,0.0,12254.0,0.0,11205.0,0.0,18021.0,0,10840.0,0.0,10699.0,0.0
Design Institute of San Diego,San Diego,7,6,0.0,34713.0,0.0,0.0,0.0,0.0,0.0,33004.0,0.0,33004.0,0.0,0,0.0,33004.0,0.0,0.0
Diablo Valley College,Pleasant Hill,1,5,5637.0,0.0,10201.0,10201.0,7873.0,0.0,6197.0,0.0,5018.0,0.0,0.0,0,5113.0,0.0,5148.0,0.0
Dominican University of California,San Rafael,13,10,0.0,44990.0,0.0,0.0,0.0,46774.0,0.0,45204.0,0.0,42979.0,0.0,0,0.0,42543.0,0.0,42087.0
Dominican School of Philosophy & Theology,Berkeley,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
East Los Angeles College,Monterey Park,1,5,10278.0,0.0,15586.0,15586.0,12875.0,0.0,10973.0,0.0,9996.0,0.0,0.0,0,9809.0,0.0,9744.0,0.0
El Camino Community College District,Torrance,1,5,11022.0,0.0,16099.0,16099.0,14066.0,0.0,11991.0,0.0,10568.0,0.0,0.0,0,10306.0,0.0,10204.0,0.0
Emperor's College of Traditional Oriental Medicine,Santa Monica,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Empire College,Santa Rosa,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Evergreen Valley College,San Jose,1,3,11409.0,0.0,17505.0,17505.0,15296.0,0.0,12822.0,0.0,11775.0,0.0,0.0,0,10702.0,0.0,10161.0,0.0
FIDM-Fashion Institute of Design & Merchandising,Los Angeles,15,9,0.0,41595.0,0.0,0.0,0.0,42657.0,0.0,40398.0,0.0,38265.0,0.0,0,0.0,37932.0,0.0,37735.0
Feather River Community College District,Quincy,5,6,9326.0,0.0,0.0,16172.0,13089.0,0.0,10296.0,0.0,8434.0,0.0,16172.0,0,8074.0,0.0,7886.0,0.0
Federico Beauty Institute,Sacramento,-2,-2,0.0,20893.0,0.0,0.0,0.0,21998.0,0.0,21381.0,0.0,20354.0,0.0,0,0.0,19965.0,0.0,19907.0
Fielding Graduate University,Santa Barbara,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Five Branches University,Santa Cruz,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Redondo Beach Beauty College,Torrance,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Foothill College,Los Altos Hills,5,12,7286.0,0.0,11541.0,11541.0,10777.0,0.0,8222.0,0.0,7214.0,0.0,0.0,0,6672.0,0.0,6458.0,0.0
Franciscan School of Theology,San Diego,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fredrick and Charles Beauty College,Eureka,-2,-2,0.0,12890.0,0.0,0.0,0.0,10985.0,0.0,12310.0,0.0,13636.0,0.0,0,0.0,13102.0,0.0,13035.0
Fresno City College,Fresno,1,5,4201.0,0.0,9615.0,9615.0,7139.0,0.0,5047.0,0.0,3838.0,0.0,0.0,0,3597.0,0.0,3512.0,0.0
Fresno Pacific University,Fresno,11,12,0.0,11531.0,0.0,0.0,0.0,11275.0,0.0,11001.0,0.0,10736.0,0.0,0,0.0,12100.0,0.0,13105.0
Fuller Theological Seminary,Pasadena,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fullerton College,Fullerton,1,5,9765.0,0.0,13891.0,14007.0,11890.0,0.0,10863.0,0.0,9985.0,0.0,15508.0,0,9053.0,0.0,8663.0,0.0
Gavilan College,Gilroy,1,3,6161.0,0.0,9577.0,8864.0,8861.0,0.0,7342.0,0.0,6559.0,0.0,6015.0,0,5595.0,0.0,5154.0,0.0
Gemological Institute of America-Carlsbad,Carlsbad,-2,-2,0.0,30209.0,0.0,0.0,0.0,36255.0,0.0,36255.0,0.0,0.0,0.0,0,0.0,30624.0,0.0,30624.0
Glendale Career College,Glendale,4,2,0.0,42707.0,0.0,0.0,0.0,43819.0,0.0,43211.0,0.0,42327.0,0.0,0,0.0,41477.0,0.0,41243.0
Golden Gate University,San Francisco,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Golden West College,Huntington Beach,1,4,3809.0,0.0,7532.0,7532.0,6429.0,0.0,4720.0,0.0,3515.0,0.0,0.0,0,3287.0,0.0,3213.0,0.0
Graduate Theological Union,Berkeley,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Grossmont College,El Cajon,1,4,3377.0,0.0,7371.0,7371.0,5853.0,0.0,4308.0,0.0,3370.0,0.0,0.0,0,2888.0,0.0,2715.0,0.0
Salon Success Academy-Riverside,Riverside,-2,-2,0.0,11813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11232.0,0.0,11232.0
Hartnell College,Salinas,1,4,4209.0,0.0,8824.0,8824.0,6740.0,0.0,4757.0,0.0,3531.0,0.0,0.0,0,3620.0,0.0,3666.0,0.0
Harvey Mudd College,Claremont,14,8,0.0,30026.0,0.0,0.0,0.0,18616.0,0.0,16890.0,0.0,11711.0,0.0,0,0.0,19903.0,0.0,21439.0
Hilltop Beauty School,Daly City,-2,-2,0.0,16066.0,0.0,0.0,0.0,15822.0,0.0,15822.0,0.0,15822.0,0.0,0,0.0,16110.0,0.0,16218.0
Holy Names University,Oakland,11,8,0.0,20437.0,0.0,0.0,0.0,19652.0,0.0,18538.0,0.0,17530.0,0.0,0,0.0,16725.0,0.0,16302.0
Pacifica Graduate Institute,Carpinteria,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
California State Polytechnic University-Humboldt,Arcata,11,13,13335.0,0.0,19758.0,21655.0,15111.0,0.0,12407.0,0.0,10466.0,0.0,22583.0,0,10000.0,0.0,9695.0,0.0
Humphreys University-Stockton and Modesto Campuses,Stockton,5,6,0.0,8502.0,0.0,0.0,0.0,9141.0,0.0,8413.0,0.0,7686.0,0.0,0,0.0,8289.0,0.0,8591.0
Imperial Valley College,Imperial,2,3,1234.0,0.0,8299.0,7347.0,4080.0,0.0,2095.0,0.0,866.0,0.0,2587.0,0,665.0,0.0,589.0,0.0
Institute for Business and Technology,Santa Clara,4,2,0.0,27890.0,0.0,0.0,0.0,29623.0,0.0,28190.0,0.0,27053.0,0.0,0,0.0,26678.0,0.0,26528.0
Interior Designers Institute,Newport Beach,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
International School of Cosmetology,Los Angeles,-2,-2,0.0,20831.0,0.0,0.0,0.0,0.0,0.0,21996.0,0.0,21996.0,0.0,0,0.0,20831.0,0.0,20248.0
Irvine Valley College,Irvine,1,4,1627.0,0.0,5385.0,5385.0,4586.0,0.0,2821.0,0.0,1485.0,0.0,0.0,0,896.0,0.0,657.0,0.0
Bellus Academy-El Cajon,El Cajon,-2,-2,0.0,21088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,21088.0,0.0,21088.0
American Jewish University,Los Angeles,11,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Reedley College,Reedley,1,3,4213.0,0.0,9601.0,9601.0,7532.0,0.0,5015.0,0.0,3704.0,0.0,0.0,0,3488.0,0.0,3394.0,0.0
Life Pacific University,San Dimas,11,8,0.0,24055.0,0.0,0.0,0.0,21145.0,0.0,19941.0,0.0,18616.0,0.0,0,0.0,22034.0,0.0,24475.0
University of La Verne,La Verne,7,12,0.0,21605.0,0.0,0.0,0.0,35528.0,0.0,29623.0,0.0,23718.0,0.0,0,0.0,21536.0,0.0,21532.0
Laguna College of Art and Design,Laguna Beach,11,6,0.0,40893.0,0.0,0.0,0.0,41865.0,0.0,42857.0,0.0,46331.0,0.0,0,0.0,41576.0,0.0,41016.0
Lake Tahoe Community College,South Lake Tahoe,1,2,4146.0,0.0,7253.0,7253.0,7871.0,0.0,6296.0,0.0,3144.0,0.0,0.0,0,3724.0,0.0,3748.0,0.0
Lancaster Beauty School,Lancaster,-2,-2,0.0,17358.0,0.0,0.0,0.0,0.0,0.0,19490.0,0.0,19490.0,0.0,0,0.0,17816.0,0.0,17258.0
Laney College,Oakland,1,3,13729.0,0.0,18843.0,18843.0,17439.0,0.0,13411.0,0.0,13102.0,0.0,0.0,0,13556.0,0.0,13711.0,0.0
Lassen Community College,Susanville,1,2,8379.0,0.0,0.0,0.0,13202.0,0.0,13202.0,0.0,0.0,0.0,0.0,0,7414.0,0.0,7414.0,0.0
Latin American Bible Institute,La Puente,9,7,0.0,6516.0,0.0,0.0,0.0,0.0,0.0,5005.0,0.0,5005.0,0.0,0,0.0,5005.0,0.0,0.0
Life Chiropractic College West,Hayward,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Lincoln University,Oakland,11,6,0.0,14128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14128.0,0.0,14128.0
Southern California Seminary,El Cajon,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
La Sierra University,Riverside,11,11,0.0,23480.0,0.0,0.0,0.0,22271.0,0.0,21570.0,0.0,20608.0,0.0,0,0.0,20797.0,0.0,20907.0
Loma Linda University,Loma Linda,11,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Long Beach City College,Long Beach,2,5,4301.0,0.0,6472.0,6303.0,5876.0,0.0,5003.0,0.0,4336.0,0.0,5018.0,0,3912.0,0.0,3759.0,0.0
Southern California University of Health Sciences,Whittier,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Los Angeles Harbor College,Wilmington,1,3,10895.0,0.0,16094.0,16094.0,12938.0,0.0,11595.0,0.0,10870.0,0.0,0.0,0,10391.0,0.0,10175.0,0.0
Los Angeles Pierce College,Woodland Hills,1,4,11378.0,0.0,16232.0,16232.0,14135.0,0.0,12334.0,0.0,11298.0,0.0,0.0,0,10835.0,0.0,10654.0,0.0
Los Angeles Southwest College,Los Angeles,1,3,5853.0,0.0,0.0,0.0,9990.0,0.0,6848.0,0.0,4603.0,0.0,0.0,0,5439.0,0.0,5575.0,0.0
Los Angeles Trade Technical College,Los Angeles,1,4,8181.0,0.0,10283.0,10283.0,9943.0,0.0,8660.0,0.0,8115.0,0.0,0.0,0,7987.0,0.0,7946.0,0.0
Los Angeles Valley College,Valley Glen,1,4,9622.0,0.0,14800.0,14800.0,12482.0,0.0,10480.0,0.0,9211.0,0.0,0.0,0,9072.0,0.0,9025.0,0.0
The Master's University and Seminary,Santa Clarita,8,10,0.0,29357.0,0.0,0.0,0.0,24222.0,0.0,23550.0,0.0,22523.0,0.0,0,0.0,25843.0,0.0,28366.0
Los Angeles City College,Los Angeles,1,4,9186.0,0.0,14328.0,14919.0,11562.0,0.0,10031.0,0.0,9088.0,0.0,16099.0,0,8834.0,0.0,8769.0,0.0
Los Angeles County College of Nursing and Allied Health,Los Angeles,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Los Angeles Mission College,Sylmar,1,3,10630.0,0.0,16050.0,16050.0,13085.0,0.0,11764.0,0.0,10368.0,0.0,0.0,0,9872.0,0.0,9684.0,0.0
Los Medanos College,Pittsburg,1,3,4323.0,0.0,8688.0,8688.0,6177.0,0.0,4858.0,0.0,3824.0,0.0,0.0,0,3751.0,0.0,3725.0,0.0
Loyola Marymount University,Los Angeles,15,14,0.0,34580.0,0.0,0.0,0.0,31532.0,0.0,27166.0,0.0,22329.0,0.0,0,0.0,26517.0,0.0,28383.0
Lu Ross Academy,Ventura,-2,-2,0.0,13455.0,0.0,0.0,0.0,13008.0,0.0,12995.0,0.0,12988.0,0.0,0,0.0,13055.0,0.0,13066.0
Lyle's College of Beauty,Bakersfield,-2,-2,0.0,19392.0,0.0,0.0,0.0,0.0,0.0,19367.0,0.0,19367.0,0.0,0,0.0,19392.0,0.0,19442.0
Lyle's College of  Beauty,Fresno,-2,-2,0.0,16446.0,0.0,0.0,0.0,16330.0,0.0,16988.0,0.0,17207.0,0.0,0,0.0,16463.0,0.0,15904.0
Lytles Redwood Empire Beauty College,Santa Rosa,-2,-2,0.0,15698.0,0.0,0.0,0.0,19446.0,0.0,19446.0,0.0,0.0,0.0,0,0.0,15163.0,0.0,15163.0
MTI College,Sacramento,4,1,0.0,19643.0,0.0,0.0,0.0,20958.0,0.0,19751.0,0.0,18434.0,0.0,0,0.0,18809.0,0.0,18962.0
College of Marin,Kentfield,1,3,4937.0,0.0,0.0,0.0,9533.0,0.0,6090.0,0.0,5646.0,0.0,0.0,0,4658.0,0.0,3783.0,0.0
Marymount California University,Rancho Palos Verdes,11,8,0.0,29910.0,0.0,0.0,0.0,32859.0,0.0,31397.0,0.0,30057.0,0.0,0,0.0,27966.0,0.0,26875.0
Mendocino College,Ukiah,1,2,6382.0,0.0,0.0,0.0,8845.0,0.0,6252.0,0.0,3659.0,0.0,0.0,0,5889.0,0.0,6446.0,0.0
Menlo College,Atherton,13,8,0.0,32915.0,0.0,0.0,0.0,32747.0,0.0,30159.0,0.0,25846.0,0.0,0,0.0,27243.0,0.0,27767.0
Merced College,Merced,2,4,11546.0,0.0,17716.0,17716.0,14398.0,0.0,12495.0,0.0,11123.0,0.0,0.0,0,10939.0,0.0,10868.0,0.0
Merritt College,Oakland,1,3,13626.0,0.0,0.0,0.0,15552.0,0.0,14973.0,0.0,13235.0,0.0,0.0,0,13181.0,0.0,13177.0,0.0
Mills College,Oakland,13,8,0.0,22037.0,0.0,0.0,0.0,18187.0,0.0,18857.0,0.0,19393.0,0.0,0,0.0,16475.0,0.0,14854.0
MiraCosta College,Oceanside,5,12,4318.0,0.0,9428.0,9428.0,7086.0,0.0,5335.0,0.0,3876.0,0.0,0.0,0,3412.0,0.0,3215.0,0.0
Mission College,Santa Clara,1,3,3821.0,0.0,9575.0,9575.0,7588.0,0.0,4812.0,0.0,2760.0,0.0,0.0,0,2864.0,0.0,2907.0,0.0
Modern Beauty Academy,Oxnard,-2,-2,0.0,11914.0,0.0,0.0,0.0,0.0,0.0,11622.0,0.0,11622.0,0.0,0,0.0,11914.0,0.0,11963.0
Modesto Junior College,Modesto,5,12,10480.0,0.0,15960.0,15960.0,13365.0,0.0,11940.0,0.0,10571.0,0.0,0.0,0,9604.0,0.0,9284.0,0.0
Moler Barber College,Oakland,-2,-2,0.0,23565.0,0.0,0.0,0.0,0.0,0.0,23611.0,0.0,23611.0,0.0,0,0.0,23565.0,0.0,23563.0
Middlebury Institute of International Studies at Monterey,Monterey,11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Monterey Peninsula College,Monterey,1,3,10602.0,0.0,14350.0,14117.0,12923.0,0.0,11464.0,0.0,10207.0,0.0,13416.0,0,9887.0,0.0,9776.0,0.0
Moorpark College,Moorpark,1,4,1247.0,0.0,6399.0,6399.0,3685.0,0.0,2145.0,0.0,811.0,0.0,0.0,0,256.0,0.0,14.0,0.0
Mt San Antonio College,Walnut,1,5,3605.0,0.0,8349.0,8496.0,6599.0,0.0,4567.0,0.0,3327.0,0.0,9965.0,0,2900.0,0.0,2703.0,0.0
Mount Saint Mary's University,Los Angeles,7,10,0.0,35184.0,0.0,0.0,0.0,45215.0,0.0,45331.0,0.0,45431.0,0.0,0,0.0,30218.0,0.0,21376.0
Mt San Jacinto Community College District,San Jacinto,1,4,4519.0,0.0,9279.0,9279.0,7222.0,0.0,5603.0,0.0,4483.0,0.0,0.0,0,3797.0,0.0,3545.0,0.0
Musicians Institute,Hollywood,9,6,0.0,36228.0,0.0,0.0,0.0,37987.0,0.0,35736.0,0.0,34836.0,0.0,0,0.0,34760.0,0.0,34735.0
Napa Valley College,Napa,2,3,12814.0,0.0,16738.0,16738.0,15165.0,0.0,13013.0,0.0,11744.0,0.0,0.0,0,12161.0,0.0,12381.0,0.0
National Holistic Institute,Emeryville,-2,-2,0.0,29570.0,0.0,0.0,0.0,32320.0,0.0,30759.0,0.0,29771.0,0.0,0,0.0,28835.0,0.0,28652.0
National University,San Diego,5,15,0.0,12231.0,0.0,0.0,0.0,12231.0,0.0,12231.0,0.0,0.0,0.0,0,0.0,12231.0,0.0,12231.0
Naval Postgraduate School,Monterey,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Newschool of Architecture and Design,San Diego,11,6,0.0,48752.0,0.0,0.0,0.0,49801.0,0.0,49068.0,0.0,48793.0,0.0,0,0.0,48289.0,0.0,47922.0
North Adrian's College of Beauty Inc,Modesto,-2,-2,0.0,19911.0,0.0,0.0,0.0,21985.0,0.0,21638.0,0.0,21368.0,0.0,0,0.0,19441.0,0.0,19056.0
North-West College-Pomona,Pomona,-2,-2,0.0,37073.0,0.0,0.0,0.0,38161.0,0.0,37448.0,0.0,37057.0,0.0,0,0.0,36697.0,0.0,36585.0
North-West College-West Covina,West Covina,4,2,0.0,25852.0,0.0,0.0,0.0,27743.0,0.0,27095.0,0.0,26448.0,0.0,0,0.0,25523.0,0.0,25409.0
North-West College-Van Nuys,Van Nuys,-2,-2,0.0,27630.0,0.0,0.0,0.0,28165.0,0.0,27787.0,0.0,27483.0,0.0,0,0.0,27025.0,0.0,26801.0
San Francisco Bay University,Fremont,14,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Notre Dame de Namur University,Belmont,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Occidental College,Los Angeles,14,11,0.0,29663.0,0.0,0.0,0.0,14770.0,0.0,14082.0,0.0,13285.0,0.0,0,0.0,13654.0,0.0,13983.0
Ohlone College,Fremont,1,4,8387.0,0.0,13871.0,13871.0,11220.0,0.0,9667.0,0.0,8424.0,0.0,0.0,0,7422.0,0.0,6967.0,0.0
Orange Coast College,Costa Mesa,1,5,4384.0,0.0,9655.0,9948.0,6865.0,0.0,5434.0,0.0,4534.0,0.0,10645.0,0,3673.0,0.0,3320.0,0.0
Otis College of Art and Design,Los Angeles,11,10,0.0,40888.0,0.0,0.0,0.0,42578.0,0.0,40389.0,0.0,37228.0,0.0,0,0.0,36043.0,0.0,35397.0
Oxnard College,Oxnard,1,3,1104.0,0.0,6671.0,6671.0,3026.0,0.0,1520.0,0.0,292.0,0.0,0.0,0,291.0,0.0,291.0,0.0
Hope International University,Fullerton,11,10,0.0,18248.0,0.0,0.0,0.0,18768.0,0.0,17392.0,0.0,15404.0,0.0,0,0.0,12954.0,0.0,11576.0
Concorde Career College-San Diego,San Diego,4,2,0.0,23202.0,0.0,0.0,0.0,24492.0,0.0,23841.0,0.0,23414.0,0.0,0,0.0,22787.0,0.0,22625.0
Palo Alto University,Palo Alto,11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
