School Name,SAT Average Overall,City,Carnegie Classification Undergraduate Profile,Carnegie Size Setting,Public Average Net Price,Private Average Net Price,"Avg $75,001-$110,000 (Public)","Avg $75,000+ (Public)","Avg $48,001-$75,000 (Public)","Avg $48,001-$75,000 (All)","Avg $30,001-$75,000 (Public)","Avg $30,001-$75,000 (All)","Avg $30,001-$48,000 (Public)","Avg $30,001-$48,000 (All)","Avg $110,000+ (Public)","Avg $110,000+ (All)","Avg $0-$48,000 (Public)","Avg $0-$48,000 (Private)","Avg $0-$30,000 (Public)","Avg $0-$30,000 (Private)"
Toccoa Falls College,1094.0,Toccoa Falls,13,8,0.0,20737.0,0.0,0.0,0.0,20926.0,0.0,20553.0,0.0,20108.0,0.0,0,0.0,19724.0,0.0,19486.0
Truett McConnell University,1110.0,Cleveland,10,8,0.0,19652.0,0.0,0.0,0.0,18442.0,0.0,17688.0,0.0,16905.0,0.0,0,0.0,17751.0,0.0,18229.0
Valdosta State University,1044.0,Valdosta,6,13,13336.0,0.0,16757.0,16972.0,15169.0,0.0,13256.0,0.0,12126.0,0.0,17169.0,0,12057.0,0.0,12024.0,0.0
Wesleyan College,1134.0,Macon,11,8,0.0,11365.0,0.0,0.0,0.0,11235.0,0.0,10905.0,0.0,10751.0,0.0,0,0.0,10260.0,0.0,9972.0
University of West Georgia,1058.0,Carrollton,7,13,16239.0,0.0,19801.0,19858.0,17533.0,0.0,16037.0,0.0,14906.0,0.0,19908.0,0,14459.0,0.0,14220.0,0.0
University of Hawaii at Hilo,1040.0,Hilo,11,10,13259.0,0.0,17048.0,18027.0,13605.0,0.0,12527.0,0.0,11742.0,0.0,18668.0,0,11068.0,0.0,10546.0,0.0
University of Hawaii at Manoa,1175.0,Honolulu,13,16,13430.0,0.0,16509.0,18940.0,14102.0,0.0,12075.0,0.0,9984.0,0.0,20692.0,0,9247.0,0.0,8854.0,0.0
Hawaii Pacific University,1183.0,Honolulu,7,9,0.0,27434.0,0.0,0.0,0.0,25028.0,0.0,25612.0,0.0,26495.0,0.0,0,0.0,27458.0,0.0,27908.0
University of Hawaii-West Oahu,1028.0,Kapolei,7,9,12423.0,0.0,14934.0,15555.0,13097.0,0.0,11434.0,0.0,9672.0,0.0,16643.0,0,8936.0,0.0,8454.0,0.0
Boise Bible College,1048.0,Boise,11,8,0.0,16128.0,0.0,0.0,0.0,14720.0,0.0,14067.0,0.0,13250.0,0.0,0,0.0,13530.0,0.0,13904.0
University of Idaho,1119.0,Moscow,13,13,12019.0,0.0,16568.0,16884.0,11106.0,0.0,10040.0,0.0,8744.0,0.0,17136.0,0,9003.0,0.0,9185.0,0.0
The College of Idaho,1181.0,Caldwell,12,11,0.0,23787.0,0.0,0.0,0.0,19986.0,0.0,18163.0,0.0,15428.0,0.0,0,0.0,26037.0,0.0,32881.0
Northwest Nazarene University,1112.0,Nampa,10,11,0.0,22893.0,0.0,0.0,0.0,21457.0,0.0,21386.0,0.0,21207.0,0.0,0,0.0,19876.0,0.0,19006.0
Brigham Young University-Idaho,1129.0,Rexburg,5,15,0.0,6577.0,0.0,0.0,0.0,5300.0,0.0,4660.0,0.0,3635.0,0.0,0,0.0,2897.0,0.0,2447.0
Aurora University,1062.0,Aurora,11,12,0.0,17285.0,0.0,0.0,0.0,16168.0,0.0,14951.0,0.0,13464.0,0.0,0,0.0,13173.0,0.0,12902.0
Blackburn College,1020.0,Carlinville,11,8,0.0,19462.0,0.0,0.0,0.0,18885.0,0.0,17530.0,0.0,15550.0,0.0,0,0.0,16698.0,0.0,17090.0
Bradley University,1205.0,Peoria,12,13,0.0,24835.0,0.0,0.0,0.0,21725.0,0.0,19884.0,0.0,17643.0,0.0,0,0.0,17609.0,0.0,17583.0
University of Chicago,1535.0,Chicago,14,17,0.0,22690.0,0.0,0.0,0.0,7432.0,0.0,5513.0,0.0,3316.0,0.0,0,0.0,3188.0,0.0,2993.0
Eastern Illinois University,1036.0,Charleston,11,14,12872.0,0.0,17528.0,18893.0,12335.0,0.0,11035.0,0.0,9800.0,0.0,19727.0,0,10169.0,0.0,10386.0,0.0
Elmhurst University,1145.0,Elmhurst,13,13,0.0,23036.0,0.0,0.0,0.0,20788.0,0.0,19672.0,0.0,18276.0,0.0,0,0.0,18254.0,0.0,18236.0
Eureka College,1017.0,Eureka,11,8,0.0,19903.0,0.0,0.0,0.0,18003.0,0.0,17651.0,0.0,17280.0,0.0,0,0.0,16766.0,0.0,16418.0
Governors State University,951.0,University Park,7,12,9419.0,0.0,12844.0,13421.0,10987.0,0.0,8863.0,0.0,6587.0,0.0,13797.0,0,7408.0,0.0,7732.0,0.0
Greenville University,1008.0,Greenville,11,8,0.0,21222.0,0.0,0.0,0.0,19175.0,0.0,18723.0,0.0,18141.0,0.0,0,0.0,18318.0,0.0,18373.0
University of Illinois Chicago,1212.0,Chicago,13,15,11329.0,0.0,17399.0,19853.0,12080.0,0.0,10808.0,0.0,9963.0,0.0,21832.0,0,9213.0,0.0,8739.0,0.0
Benedictine University,1168.0,Lisle,11,9,0.0,24121.0,0.0,0.0,0.0,22428.0,0.0,22196.0,0.0,21973.0,0.0,0,0.0,20988.0,0.0,20340.0
University of Illinois Urbana-Champaign,1422.0,Champaign,14,16,15483.0,0.0,22555.0,26787.0,11677.0,0.0,10234.0,0.0,8821.0,0.0,28311.0,0,6937.0,0.0,5651.0,0.0
Illinois Wesleyan University,1239.0,Bloomington,12,11,0.0,27611.0,0.0,0.0,0.0,23050.0,0.0,22121.0,0.0,20640.0,0.0,0,0.0,19929.0,0.0,19523.0
Illinois College,1063.0,Jacksonville,13,11,0.0,16349.0,0.0,0.0,0.0,14385.0,0.0,13137.0,0.0,11795.0,0.0,0,0.0,12006.0,0.0,12159.0
Illinois Institute of Technology,1328.0,Chicago,15,14,0.0,22166.0,0.0,0.0,0.0,19192.0,0.0,19133.0,0.0,19074.0,0.0,0,0.0,18958.0,0.0,18886.0
Illinois State University,1125.0,Normal,13,16,20579.0,0.0,24690.0,26212.0,18842.0,0.0,17076.0,0.0,15261.0,0.0,26867.0,0,14345.0,0.0,13770.0,0.0
Judson University,1054.0,Elgin,11,11,0.0,20824.0,0.0,0.0,0.0,19236.0,0.0,19495.0,0.0,19771.0,0.0,0,0.0,20585.0,0.0,20898.0
Knox College,1276.0,Galesburg,12,11,0.0,23285.0,0.0,0.0,0.0,18779.0,0.0,18323.0,0.0,17688.0,0.0,0,0.0,18616.0,0.0,19060.0
Lake Forest College,1271.0,Lake Forest,13,11,0.0,23642.0,0.0,0.0,0.0,19806.0,0.0,18529.0,0.0,17327.0,0.0,0,0.0,16845.0,0.0,16413.0
Lewis University,1147.0,Romeoville,13,13,0.0,17323.0,0.0,0.0,0.0,15235.0,0.0,13747.0,0.0,12328.0,0.0,0,0.0,12140.0,0.0,11991.0
Lincoln College,776.0,Lincoln,9,7,0.0,17541.0,0.0,0.0,0.0,16573.0,0.0,16902.0,0.0,17051.0,0.0,0,0.0,16536.0,0.0,16338.0
Loyola University Chicago,1311.0,Chicago,14,16,0.0,27330.0,0.0,0.0,0.0,25510.0,0.0,24635.0,0.0,23409.0,0.0,0,0.0,21846.0,0.0,20824.0
Methodist College,980.0,Peoria,5,6,0.0,28547.0,0.0,0.0,0.0,0.0,0.0,30301.0,0.0,30301.0,0.0,0,0.0,28547.0,0.0,27669.0
Millikin University,1106.0,Decatur,11,10,0.0,19230.0,0.0,0.0,0.0,18349.0,0.0,16939.0,0.0,15502.0,0.0,0,0.0,15454.0,0.0,15418.0
Monmouth College,1210.0,Monmouth,12,8,0.0,17467.0,0.0,0.0,0.0,16336.0,0.0,15126.0,0.0,13234.0,0.0,0,0.0,13271.0,0.0,13298.0
North Central College,1156.0,Naperville,13,11,0.0,25605.0,0.0,0.0,0.0,22614.0,0.0,21264.0,0.0,18603.0,0.0,0,0.0,20268.0,0.0,21447.0
North Park University,1055.0,Chicago,11,11,0.0,18956.0,0.0,0.0,0.0,17220.0,0.0,17377.0,0.0,17601.0,0.0,0,0.0,17653.0,0.0,17677.0
Northwestern University,1529.0,Evanston,14,16,0.0,28230.0,0.0,0.0,0.0,9389.0,0.0,8194.0,0.0,6236.0,0.0,0,0.0,7266.0,0.0,8911.0
Olivet Nazarene University,1105.0,Bourbonnais,10,11,0.0,20023.0,0.0,0.0,0.0,16944.0,0.0,15590.0,0.0,14193.0,0.0,0,0.0,15268.0,0.0,16044.0
Principia College,1138.0,Elsah,12,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Quincy University,1162.0,Quincy,11,11,0.0,16178.0,0.0,0.0,0.0,18235.0,0.0,15100.0,0.0,8607.0,0.0,0,0.0,10866.0,0.0,11824.0
Rockford University,1014.0,Rockford,11,10,0.0,23040.0,0.0,0.0,0.0,23812.0,0.0,22080.0,0.0,20752.0,0.0,0,0.0,21721.0,0.0,22114.0
Roosevelt University,1030.0,Chicago,11,13,0.0,24251.0,0.0,0.0,0.0,24526.0,0.0,23266.0,0.0,22005.0,0.0,0,0.0,22588.0,0.0,22879.0
Dominican University,1060.0,River Forest,11,9,0.0,17840.0,0.0,0.0,0.0,18522.0,0.0,17358.0,0.0,16273.0,0.0,0,0.0,16132.0,0.0,16055.0
University of St Francis,1060.0,Joliet,11,10,0.0,16578.0,0.0,0.0,0.0,16560.0,0.0,13547.0,0.0,10641.0,0.0,0,0.0,12834.0,0.0,14408.0
University of Illinois Springfield,1140.0,Springfield,7,10,12065.0,0.0,17687.0,18102.0,11014.0,0.0,9787.0,0.0,8109.0,0.0,18299.0,0,8624.0,0.0,8877.0,0.0
Southern Illinois University-Carbondale,1086.0,Carbondale,11,14,16316.0,0.0,18834.0,20781.0,15676.0,0.0,14780.0,0.0,13989.0,0.0,22146.0,0,13249.0,0.0,12816.0,0.0
Southern Illinois University-Edwardsville,1072.0,Edwardsville,13,16,14331.0,0.0,18664.0,19454.0,13291.0,0.0,11415.0,0.0,9268.0,0.0,19869.0,0,8546.0,0.0,8120.0,0.0
Trinity Christian College,1122.0,Palos Heights,13,8,0.0,14555.0,0.0,0.0,0.0,9286.0,0.0,8519.0,0.0,7369.0,0.0,0,0.0,10216.0,0.0,11843.0
Trinity International University-Illinois,1038.0,Deerfield,11,11,0.0,19979.0,0.0,0.0,0.0,18350.0,0.0,16681.0,0.0,15011.0,0.0,0,0.0,16262.0,0.0,17156.0
Wheaton College,1351.0,Wheaton,14,11,0.0,25287.0,0.0,0.0,0.0,19167.0,0.0,17245.0,0.0,13676.0,0.0,0,0.0,16039.0,0.0,17118.0
Anderson University,1070.0,Anderson,10,11,0.0,22009.0,0.0,0.0,0.0,18207.0,0.0,17897.0,0.0,17417.0,0.0,0,0.0,18279.0,0.0,18664.0
Ball State University,1124.0,Muncie,10,16,15464.0,0.0,19090.0,20401.0,14801.0,0.0,12454.0,0.0,9925.0,0.0,21208.0,0,8598.0,0.0,7702.0,0.0
Butler University,1278.0,Indianapolis,14,14,0.0,36631.0,0.0,0.0,0.0,35333.0,0.0,30832.0,0.0,25796.0,0.0,0,0.0,27875.0,0.0,29653.0
DePauw University,1293.0,Greencastle,12,11,0.0,22469.0,0.0,0.0,0.0,14281.0,0.0,14245.0,0.0,14221.0,0.0,0,0.0,13979.0,0.0,13670.0
Earlham College,1259.0,Richmond,12,8,0.0,22195.0,0.0,0.0,0.0,18278.0,0.0,18895.0,0.0,19909.0,0.0,0,0.0,17410.0,0.0,16245.0
University of Evansville,1179.0,Evansville,12,11,0.0,20340.0,0.0,0.0,0.0,21661.0,0.0,18781.0,0.0,16117.0,0.0,0,0.0,13090.0,0.0,11037.0
Franklin College,1092.0,Franklin,10,8,0.0,21185.0,0.0,0.0,0.0,17936.0,0.0,16719.0,0.0,15468.0,0.0,0,0.0,16208.0,0.0,16734.0
Goshen College,1163.0,Goshen,11,8,0.0,16407.0,0.0,0.0,0.0,15351.0,0.0,15183.0,0.0,14924.0,0.0,0,0.0,13641.0,0.0,12631.0
Grace College and Theological Seminary,1123.0,Winona Lake,12,11,0.0,18393.0,0.0,0.0,0.0,17689.0,0.0,16811.0,0.0,15355.0,0.0,0,0.0,14093.0,0.0,13038.0
Hanover College,1264.0,Hanover,12,11,0.0,19722.0,0.0,0.0,0.0,17855.0,0.0,16805.0,0.0,15533.0,0.0,0,0.0,14731.0,0.0,13672.0
Holy Cross College,1294.0,Notre Dame,14,8,0.0,23745.0,0.0,0.0,0.0,18718.0,0.0,13453.0,0.0,12017.0,0.0,0,0.0,12780.0,0.0,13662.0
Huntington University,1108.0,Huntington,10,11,0.0,18851.0,0.0,0.0,0.0,17275.0,0.0,16813.0,0.0,16167.0,0.0,0,0.0,15492.0,0.0,15010.0
Purdue University Fort Wayne,1114.0,Fort Wayne,10,12,10455.0,0.0,14802.0,15396.0,11154.0,0.0,9334.0,0.0,7358.0,0.0,16007.0,0,6365.0,0.0,5798.0,0.0
Indiana University-Purdue University-Indianapolis,1152.0,Indianapolis,11,15,10947.0,0.0,17776.0,18548.0,11549.0,0.0,8789.0,0.0,6181.0,0.0,19225.0,0,5818.0,0.0,5579.0,0.0
University of Southern Indiana,1139.0,Evansville,11,13,14611.0,0.0,17756.0,18359.0,14503.0,0.0,12387.0,0.0,10239.0,0.0,18766.0,0,9363.0,0.0,8748.0,0.0
Indiana University-Kokomo,1096.0,Kokomo,11,9,4757.0,0.0,10597.0,10713.0,4307.0,0.0,2773.0,0.0,1339.0,0.0,10822.0,0,1339.0,0.0,1338.0,0.0
Indiana University-South Bend,1085.0,South Bend,7,12,8518.0,0.0,14078.0,14055.0,9491.0,0.0,7562.0,0.0,5777.0,0.0,14019.0,0,5198.0,0.0,4823.0,0.0
Indiana University-Bloomington,1298.0,Bloomington,12,16,14216.0,0.0,20628.0,22480.0,11484.0,0.0,9359.0,0.0,6914.0,0.0,23279.0,0,6193.0,0.0,5625.0,0.0
Indiana University-Northwest,1056.0,Gary,7,9,6666.0,0.0,11864.0,12274.0,7923.0,0.0,6011.0,0.0,4070.0,0.0,12610.0,0,3160.0,0.0,2760.0,0.0
Indiana University-Southeast,1115.0,New Albany,7,12,6914.0,0.0,11262.0,11946.0,8856.0,0.0,6387.0,0.0,4802.0,0.0,12571.0,0,3823.0,0.0,3073.0,0.0
Indiana University-East,1106.0,Richmond,7,9,8149.0,0.0,12948.0,13309.0,8317.0,0.0,6845.0,0.0,5644.0,0.0,14151.0,0,5324.0,0.0,5076.0,0.0
Indiana Wesleyan University-Marion,1109.0,Marion,12,11,0.0,21077.0,0.0,0.0,0.0,17172.0,0.0,15981.0,0.0,13903.0,0.0,0,0.0,15079.0,0.0,16052.0
University of Notre Dame,1490.0,Notre Dame,14,17,0.0,32369.0,0.0,0.0,0.0,14582.0,0.0,11984.0,0.0,8482.0,0.0,0,0.0,9984.0,0.0,10918.0
Oakland City University,1061.0,Oakland City,11,8,0.0,11304.0,0.0,0.0,0.0,7950.0,0.0,9067.0,0.0,9812.0,0.0,0,0.0,9676.0,0.0,9472.0
Rose-Hulman Institute of Technology,1385.0,Terre Haute,14,11,0.0,36277.0,0.0,0.0,0.0,30013.0,0.0,29903.0,0.0,29779.0,0.0,0,0.0,28643.0,0.0,27248.0
University of Saint Francis-Fort Wayne,1066.0,Fort Wayne,10,9,0.0,17773.0,0.0,0.0,0.0,16107.0,0.0,14547.0,0.0,12655.0,0.0,0,0.0,13384.0,0.0,13813.0
Saint Mary-of-the-Woods College,1048.0,Saint Mary of the Woods,11,7,0.0,15385.0,0.0,0.0,0.0,16741.0,0.0,13808.0,0.0,11768.0,0.0,0,0.0,11736.0,0.0,11721.0
Saint Mary's College,1195.0,Notre Dame,12,11,0.0,24335.0,0.0,0.0,0.0,18173.0,0.0,17379.0,0.0,15790.0,0.0,0,0.0,14385.0,0.0,13498.0
Saint Elizabeth School of Nursing,955.0,Lafayette,-2,-2,0.0,29030.0,0.0,0.0,0.0,29605.0,0.0,29605.0,0.0,0.0,0.0,0,0.0,17584.0,0.0,17584.0
Trine University,1159.0,Angola,12,11,0.0,25144.0,0.0,0.0,0.0,23356.0,0.0,22082.0,0.0,20553.0,0.0,0,0.0,20071.0,0.0,19718.0
Wabash College,1243.0,Crawfordsville,12,8,0.0,19772.0,0.0,0.0,0.0,16966.0,0.0,13914.0,0.0,11260.0,0.0,0,0.0,11241.0,0.0,11224.0
Buena Vista University,1094.0,Storm Lake,13,11,0.0,18031.0,0.0,0.0,0.0,15732.0,0.0,15494.0,0.0,15178.0,0.0,0,0.0,14852.0,0.0,14607.0
Central College,1121.0,Pella,10,11,0.0,22535.0,0.0,0.0,0.0,19305.0,0.0,18092.0,0.0,16247.0,0.0,0,0.0,16026.0,0.0,15806.0
Clarke University,1065.0,Dubuque,11,8,0.0,26777.0,0.0,0.0,0.0,27224.0,0.0,25510.0,0.0,22574.0,0.0,0,0.0,21922.0,0.0,21597.0
Cornell College,1283.0,Mount Vernon,12,8,0.0,21543.0,0.0,0.0,0.0,17834.0,0.0,17434.0,0.0,16660.0,0.0,0,0.0,17165.0,0.0,17340.0
Dordt University,1199.0,Sioux Center,12,11,0.0,25575.0,0.0,0.0,0.0,25340.0,0.0,24237.0,0.0,22382.0,0.0,0,0.0,20714.0,0.0,19354.0
Drake University,1311.0,Des Moines,12,14,0.0,29098.0,0.0,0.0,0.0,24833.0,0.0,24434.0,0.0,24012.0,0.0,0,0.0,23620.0,0.0,23262.0
Emmaus Bible College,1131.0,Dubuque,10,8,0.0,14934.0,0.0,0.0,0.0,13952.0,0.0,13203.0,0.0,12305.0,0.0,0,0.0,11924.0,0.0,11765.0
Faith Baptist Bible College and Theological Seminary,1162.0,Ankeny,12,8,0.0,15226.0,0.0,0.0,0.0,14996.0,0.0,14557.0,0.0,13644.0,0.0,0,0.0,13473.0,0.0,13267.0
Graceland University-Lamoni,1038.0,Lamoni,11,11,0.0,18561.0,0.0,0.0,0.0,18021.0,0.0,16754.0,0.0,15663.0,0.0,0,0.0,16388.0,0.0,16809.0
Grand View University,1032.0,Des Moines,11,11,0.0,36663.0,0.0,0.0,0.0,39428.0,0.0,36623.0,0.0,35184.0,0.0,0,0.0,35205.0,0.0,35224.0
Grinnell College,1450.0,Grinnell,14,11,0.0,28610.0,0.0,0.0,0.0,20113.0,0.0,19425.0,0.0,18452.0,0.0,0,0.0,15726.0,0.0,13470.0
Iowa State University,1205.0,Ames,13,16,15351.0,0.0,16964.0,18762.0,12717.0,0.0,11586.0,0.0,9986.0,0.0,19610.0,0,9006.0,0.0,8148.0,0.0
Iowa Wesleyan University,949.0,Mount Pleasant,10,8,0.0,33614.0,0.0,0.0,0.0,33903.0,0.0,33466.0,0.0,32538.0,0.0,0,0.0,32825.0,0.0,32877.0
University of Iowa,1236.0,Iowa City,12,16,19443.0,0.0,20690.0,22100.0,18317.0,0.0,16586.0,0.0,14089.0,0.0,22754.0,0,13897.0,0.0,13772.0,0.0
Luther College,1229.0,Decorah,12,11,0.0,25291.0,0.0,0.0,0.0,21741.0,0.0,20680.0,0.0,18668.0,0.0,0,0.0,18727.0,0.0,18770.0
Mercy College of Health Sciences,1050.0,Des Moines,7,6,0.0,21699.0,0.0,0.0,0.0,22988.0,0.0,20146.0,0.0,18724.0,0.0,0,0.0,19245.0,0.0,19505.0
University of Northern Iowa,1147.0,Cedar Falls,13,13,14017.0,0.0,15979.0,15438.0,14236.0,0.0,13094.0,0.0,11562.0,0.0,15060.0,0,11091.0,0.0,10720.0,0.0
Northwestern College,1163.0,Orange City,12,11,0.0,23185.0,0.0,0.0,0.0,22570.0,0.0,20969.0,0.0,18488.0,0.0,0,0.0,19394.0,0.0,20256.0
Saint Ambrose University,1147.0,Davenport,13,11,0.0,24786.0,0.0,0.0,0.0,20766.0,0.0,21400.0,0.0,22279.0,0.0,0,0.0,21970.0,0.0,21762.0
Simpson College,1166.0,Indianola,12,11,0.0,20680.0,0.0,0.0,0.0,17607.0,0.0,17971.0,0.0,18412.0,0.0,0,0.0,17342.0,0.0,16374.0
Upper Iowa University,1045.0,Fayette,5,10,0.0,24064.0,0.0,0.0,0.0,19990.0,0.0,22617.0,0.0,25119.0,0.0,0,0.0,24602.0,0.0,24301.0
Wartburg College,1141.0,Waverly,10,11,0.0,22177.0,0.0,0.0,0.0,20206.0,0.0,19138.0,0.0,17521.0,0.0,0,0.0,16289.0,0.0,15460.0
William Penn University,978.0,Oskaloosa,13,11,0.0,21066.0,0.0,0.0,0.0,20502.0,0.0,20011.0,0.0,19207.0,0.0,0,0.0,19772.0,0.0,20057.0
Baker University,1064.0,Baldwin City,11,10,0.0,24493.0,0.0,0.0,0.0,23562.0,0.0,21874.0,0.0,18598.0,0.0,0,0.0,19788.0,0.0,20800.0
Benedictine College,1243.0,Atchison,12,11,0.0,26321.0,0.0,0.0,0.0,23164.0,0.0,23173.0,0.0,23191.0,0.0,0,0.0,23319.0,0.0,23447.0
Bethany College,1017.0,Lindsborg,11,8,0.0,26108.0,0.0,0.0,0.0,27309.0,0.0,25182.0,0.0,22119.0,0.0,0,0.0,24681.0,0.0,25730.0
Bethel College-North Newton,1096.0,North Newton,11,8,0.0,24711.0,0.0,0.0,0.0,22699.0,0.0,22722.0,0.0,22751.0,0.0,0,0.0,22927.0,0.0,23084.0
Friends University,1065.0,Wichita,11,10,0.0,19905.0,0.0,0.0,0.0,18994.0,0.0,18664.0,0.0,18252.0,0.0,0,0.0,18008.0,0.0,17879.0
University of Kansas,1219.0,Lawrence,12,16,18709.0,0.0,20432.0,22180.0,17163.0,0.0,16300.0,0.0,15183.0,0.0,22976.0,0,14492.0,0.0,13970.0,0.0
Newman University,1085.0,Wichita,11,10,0.0,18117.0,0.0,0.0,0.0,17018.0,0.0,16268.0,0.0,14142.0,0.0,0,0.0,15229.0,0.0,15613.0
Manhattan Christian College,1115.0,Manhattan,6,7,0.0,21141.0,0.0,0.0,0.0,15022.0,0.0,16465.0,0.0,17187.0,0.0,0,0.0,19346.0,0.0,20786.0
MidAmerica Nazarene University,1035.0,Olathe,13,11,0.0,28337.0,0.0,0.0,0.0,27264.0,0.0,26146.0,0.0,25027.0,0.0,0,0.0,25799.0,0.0,26357.0
Ottawa University-Ottawa,966.0,Ottawa,11,8,0.0,26214.0,0.0,0.0,0.0,24057.0,0.0,24021.0,0.0,23959.0,0.0,0,0.0,22959.0,0.0,22353.0
Pittsburg State University,1070.0,Pittsburg,11,13,14255.0,0.0,16909.0,17120.0,14070.0,0.0,12994.0,0.0,11582.0,0.0,17256.0,0,10593.0,0.0,9974.0,0.0
Southwestern College,1015.0,Winfield,5,7,0.0,25751.0,0.0,0.0,0.0,26018.0,0.0,25536.0,0.0,24953.0,0.0,0,0.0,23375.0,0.0,22801.0
Sterling College,1095.0,Sterling,11,8,0.0,22309.0,0.0,0.0,0.0,22947.0,0.0,21541.0,0.0,20345.0,0.0,0,0.0,20496.0,0.0,20585.0
Wichita State University,1132.0,Wichita,9,15,14372.0,0.0,17495.0,17890.0,14393.0,0.0,12866.0,0.0,11155.0,0.0,18295.0,0,11202.0,0.0,11235.0,0.0
Alice Lloyd College,1029.0,Pippa Passes,10,8,0.0,16293.0,0.0,0.0,0.0,17278.0,0.0,16004.0,0.0,15070.0,0.0,0,0.0,14993.0,0.0,14957.0
Bellarmine University,1191.0,Louisville,12,10,0.0,23443.0,0.0,0.0,0.0,21625.0,0.0,21155.0,0.0,20462.0,0.0,0,0.0,20269.0,0.0,20161.0
Berea College,1229.0,Berea,12,11,0.0,3442.0,0.0,0.0,0.0,4414.0,0.0,3047.0,0.0,1902.0,0.0,0,0.0,2900.0,0.0,3447.0
Brescia University,1094.0,Owensboro,11,7,0.0,13626.0,0.0,0.0,0.0,13916.0,0.0,12737.0,0.0,11098.0,0.0,0,0.0,12180.0,0.0,13206.0
Centre College,1381.0,Danville,14,11,0.0,20610.0,0.0,0.0,0.0,16205.0,0.0,14723.0,0.0,12870.0,0.0,0,0.0,12858.0,0.0,12849.0
University of the Cumberlands,1070.0,Williamsburg,11,13,0.0,14654.0,0.0,0.0,0.0,14963.0,0.0,14024.0,0.0,13036.0,0.0,0,0.0,12421.0,0.0,12137.0
Eastern Kentucky University,1084.0,Richmond,11,16,13821.0,0.0,16521.0,16934.0,13581.0,0.0,12620.0,0.0,11613.0,0.0,17302.0,0,12056.0,0.0,12251.0,0.0
Kentucky Mountain Bible College,1135.0,Jackson,9,7,0.0,12460.0,0.0,0.0,0.0,12032.0,0.0,12032.0,0.0,0.0,0.0,0,0.0,12145.0,0.0,12145.0
Kentucky Wesleyan College,1095.0,Owensboro,11,8,0.0,28242.0,0.0,0.0,0.0,29468.0,0.0,28478.0,0.0,27290.0,0.0,0,0.0,26695.0,0.0,26436.0
University of Kentucky,1232.0,Lexington,12,16,18268.0,0.0,21029.0,23042.0,16418.0,0.0,15212.0,0.0,13594.0,0.0,24030.0,0,12539.0,0.0,11926.0,0.0
Kentucky Christian University,984.0,Grayson,10,8,0.0,23106.0,0.0,0.0,0.0,23056.0,0.0,22246.0,0.0,20852.0,0.0,0,0.0,22145.0,0.0,22619.0
University of Louisville,1182.0,Louisville,13,15,17744.0,0.0,21377.0,22210.0,17544.0,0.0,16552.0,0.0,15466.0,0.0,22740.0,0,14813.0,0.0,14436.0,0.0
Midway University,1098.0,Midway,11,10,0.0,23204.0,0.0,0.0,0.0,23271.0,0.0,20900.0,0.0,19087.0,0.0,0,0.0,20436.0,0.0,21413.0
Murray State University,1156.0,Murray,13,13,11226.0,0.0,14603.0,14740.0,11625.0,0.0,10120.0,0.0,7928.0,0.0,14896.0,0,8643.0,0.0,8986.0,0.0
Northern Kentucky University,1146.0,Highland Heights,13,15,6575.0,0.0,10787.0,11497.0,6634.0,0.0,4813.0,0.0,2609.0,0.0,12031.0,0,1756.0,0.0,1287.0,0.0
The Southern Baptist Theological Seminary,1151.0,Louisville,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Spalding University,1045.0,Louisville,11,10,0.0,22977.0,0.0,0.0,0.0,22419.0,0.0,20797.0,0.0,20188.0,0.0,0,0.0,21059.0,0.0,21416.0
Transylvania University,1250.0,Lexington,14,8,0.0,24489.0,0.0,0.0,0.0,22768.0,0.0,21874.0,0.0,20130.0,0.0,0,0.0,17869.0,0.0,16194.0
Union College,1017.0,Barbourville,11,10,0.0,21504.0,0.0,0.0,0.0,18328.0,0.0,15186.0,0.0,11102.0,0.0,0,0.0,13630.0,0.0,14522.0
Centenary College of Louisiana,1197.0,Shreveport,12,8,0.0,29008.0,0.0,0.0,0.0,31006.0,0.0,28537.0,0.0,25758.0,0.0,0,0.0,25855.0,0.0,25908.0
Dillard University,1060.0,New Orleans,10,11,0.0,18901.0,0.0,0.0,0.0,21566.0,0.0,18805.0,0.0,17403.0,0.0,0,0.0,17308.0,0.0,17264.0
Grambling State University,942.0,Grambling,10,14,17157.0,0.0,22425.0,21843.0,20181.0,0.0,18303.0,0.0,17143.0,0.0,20428.0,0,16256.0,0.0,15963.0,0.0
Louisiana State University-Alexandria,1054.0,Alexandria,7,9,7166.0,0.0,8640.0,8919.0,7409.0,0.0,6962.0,0.0,6322.0,0.0,9130.0,0,5854.0,0.0,5718.0,0.0
Louisiana State University and Agricultural & Mechanical College,1247.0,Baton Rouge,12,16,18300.0,0.0,23674.0,24462.0,20438.0,0.0,18040.0,0.0,16019.0,0.0,24946.0,0,14214.0,0.0,13276.0,0.0
Louisiana State University-Shreveport,1134.0,Shreveport,9,12,8536.0,0.0,16081.0,16044.0,9327.0,0.0,7936.0,0.0,7201.0,0.0,15905.0,0,7360.0,0.0,7418.0,0.0
