School Name,SAT Average Overall,City,Carnegie Classification Undergraduate Profile,Carnegie Size Setting,Public Average Net Price,Private Average Net Price,"Avg $75,001-$110,000 (Public)","Avg $75,000+ (Public)","Avg $48,001-$75,000 (Public)","Avg $48,001-$75,000 (All)","Avg $30,001-$75,000 (Public)","Avg $30,001-$75,000 (All)","Avg $30,001-$48,000 (Public)","Avg $30,001-$48,000 (All)","Avg $110,000+ (Public)","Avg $110,000+ (All)","Avg $0-$48,000 (Public)","Avg $0-$48,000 (Private)","Avg $0-$30,000 (Public)","Avg $0-$30,000 (Private)"
Louisiana Christian University,1065.0,Pineville,10,8,0.0,15351.0,0.0,0.0,0.0,15340.0,0.0,13986.0,0.0,12848.0,0.0,0,0.0,12976.0,0.0,13018.0
Louisiana Tech University,1203.0,Ruston,12,13,12065.0,0.0,15677.0,15283.0,12180.0,0.0,11082.0,0.0,9807.0,0.0,14985.0,0,8913.0,0.0,8421.0,0.0
McNeese State University,1116.0,Lake Charles,12,12,10161.0,0.0,14467.0,14377.0,11603.0,0.0,9907.0,0.0,8035.0,0.0,14320.0,0,7650.0,0.0,7487.0,0.0
University of New Orleans,1089.0,New Orleans,11,13,11548.0,0.0,15908.0,15989.0,13142.0,0.0,11851.0,0.0,10940.0,0.0,16079.0,0,10367.0,0.0,10175.0,0.0
Nicholls State University,1135.0,Thibodaux,10,12,13466.0,0.0,15952.0,16367.0,14304.0,0.0,13151.0,0.0,12084.0,0.0,16710.0,0,11257.0,0.0,10905.0,0.0
University of Louisiana at Monroe,1108.0,Monroe,12,13,10950.0,0.0,14703.0,14181.0,12117.0,0.0,10833.0,0.0,9591.0,0.0,13806.0,0,9103.0,0.0,8892.0,0.0
Northwestern State University of Louisiana,1015.0,Natchitoches,7,12,14657.0,0.0,18141.0,17268.0,15610.0,0.0,14667.0,0.0,13960.0,0.0,16117.0,0,13669.0,0.0,13555.0,0.0
University of Holy Cross,1000.0,New Orleans,9,6,0.0,16353.0,0.0,0.0,0.0,18314.0,0.0,16876.0,0.0,15797.0,0.0,0,0.0,14816.0,0.0,14355.0
Franciscan Missionaries of Our Lady University,1065.0,Baton Rouge,5,6,0.0,15545.0,0.0,0.0,0.0,15472.0,0.0,14120.0,0.0,12575.0,0.0,0,0.0,12215.0,0.0,12035.0
Southern University and A & M College,943.0,Baton Rouge,10,14,16991.0,0.0,21086.0,21494.0,19302.0,0.0,17344.0,0.0,16447.0,0.0,21786.0,0,16036.0,0.0,15865.0,0.0
University of Louisiana at Lafayette,1105.0,Lafayette,12,16,12642.0,0.0,15703.0,16059.0,13399.0,0.0,12277.0,0.0,11368.0,0.0,16268.0,0,10428.0,0.0,9954.0,0.0
Tulane University of Louisiana,1431.0,New Orleans,14,16,0.0,42217.0,0.0,0.0,0.0,25703.0,0.0,25133.0,0.0,24422.0,0.0,0,0.0,23970.0,0.0,23669.0
Xavier University of Louisiana,1119.0,New Orleans,12,14,0.0,18445.0,0.0,0.0,0.0,17057.0,0.0,16852.0,0.0,16665.0,0.0,0,0.0,16790.0,0.0,16864.0
Colby College,1471.0,Waterville,14,11,0.0,17739.0,0.0,0.0,0.0,3314.0,0.0,3863.0,0.0,4519.0,0.0,0,0.0,4267.0,0.0,3982.0
University of Maine,1180.0,Orono,10,13,17067.0,0.0,19934.0,20509.0,15580.0,0.0,14883.0,0.0,13755.0,0.0,20828.0,0,13495.0,0.0,13310.0,0.0
Saint Joseph's College of Maine,1125.0,Standish,8,10,0.0,29195.0,0.0,0.0,0.0,28825.0,0.0,27344.0,0.0,25997.0,0.0,0,0.0,26133.0,0.0,26276.0
University of Southern Maine,1112.0,Portland,7,12,9472.0,0.0,12614.0,13588.0,8766.0,0.0,7600.0,0.0,6336.0,0.0,14330.0,0,6233.0,0.0,6164.0,0.0
University of Baltimore,1040.0,Baltimore,5,9,16443.0,0.0,21111.0,21882.0,18814.0,0.0,15878.0,0.0,14703.0,0.0,22910.0,0,14909.0,0.0,15007.0,0.0
Bowie State University,932.0,Bowie,11,13,14537.0,0.0,19478.0,19970.0,16541.0,0.0,14394.0,0.0,12673.0,0.0,20347.0,0,11398.0,0.0,10624.0,0.0
Coppin State University,920.0,Baltimore,7,10,6010.0,0.0,0.0,0.0,12184.0,0.0,10785.0,0.0,7987.0,0.0,0.0,0,5930.0,0.0,5916.0,0.0
Frostburg State University,1089.0,Frostburg,11,13,15538.0,0.0,20459.0,21286.0,17249.0,0.0,15740.0,0.0,14256.0,0.0,21971.0,0,11070.0,0.0,9502.0,0.0
Goucher College,1251.0,Baltimore,12,11,0.0,19781.0,0.0,0.0,0.0,17193.0,0.0,14254.0,0.0,11642.0,0.0,0,0.0,11564.0,0.0,11523.0
University of Maryland-Baltimore County,1312.0,Baltimore,15,16,9262.0,0.0,14505.0,15102.0,10298.0,0.0,7365.0,0.0,4771.0,0.0,15319.0,0,2311.0,0.0,324.0,0.0
University of Maryland-College Park,1426.0,College Park,15,16,17500.0,0.0,22100.0,24662.0,17280.0,0.0,14247.0,0.0,10357.0,0.0,25664.0,0,8237.0,0.0,6739.0,0.0
Morgan State University,971.0,Baltimore,10,13,16645.0,0.0,20778.0,19930.0,17809.0,0.0,16460.0,0.0,14540.0,0.0,19494.0,0,13190.0,0.0,12439.0,0.0
St. Mary's College of Maryland,1256.0,St. Mary's City,12,11,20512.0,0.0,21972.0,26227.0,15606.0,0.0,13391.0,0.0,10370.0,0.0,27576.0,0,7746.0,0.0,6266.0,0.0
St. John's College,1376.0,Annapolis,12,8,0.0,29233.0,0.0,0.0,0.0,26557.0,0.0,22464.0,0.0,16836.0,0.0,0,0.0,16163.0,0.0,15265.0
Towson University,1134.0,Towson,13,16,12621.0,0.0,16971.0,18028.0,12211.0,0.0,10306.0,0.0,7917.0,0.0,18491.0,0,5743.0,0.0,4493.0,0.0
United States Naval Academy,1324.0,Annapolis,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
American International College,1025.0,Springfield,10,11,0.0,22698.0,0.0,0.0,0.0,22108.0,0.0,22476.0,0.0,22830.0,0.0,0,0.0,21675.0,0.0,21196.0
Amherst College,1469.0,Amherst,14,11,0.0,17304.0,0.0,0.0,0.0,7077.0,0.0,6202.0,0.0,5328.0,0.0,0,0.0,4845.0,0.0,4625.0
Babson College,1412.0,Wellesley,14,11,0.0,31267.0,0.0,0.0,0.0,19414.0,0.0,18364.0,0.0,17443.0,0.0,0,0.0,17755.0,0.0,18034.0
Bay Path University,1112.0,Longmeadow,7,9,0.0,18867.0,0.0,0.0,0.0,18911.0,0.0,16731.0,0.0,15893.0,0.0,0,0.0,16127.0,0.0,16227.0
Bentley University,1335.0,Waltham,14,14,0.0,39437.0,0.0,0.0,0.0,27960.0,0.0,25480.0,0.0,22632.0,0.0,0,0.0,23076.0,0.0,23462.0
Boston College,1485.0,Chestnut Hill,14,17,0.0,38412.0,0.0,0.0,0.0,12780.0,0.0,13374.0,0.0,14368.0,0.0,0,0.0,13685.0,0.0,12320.0
Boston University,1447.0,Boston,15,17,0.0,26170.0,0.0,0.0,0.0,15046.0,0.0,12067.0,0.0,8835.0,0.0,0,0.0,10624.0,0.0,11832.0
Brandeis University,1455.0,Waltham,14,14,0.0,29959.0,0.0,0.0,0.0,18911.0,0.0,16355.0,0.0,12733.0,0.0,0,0.0,12039.0,0.0,11623.0
Bridgewater State University,1108.0,Bridgewater,11,13,14071.0,0.0,15063.0,17018.0,12913.0,0.0,11749.0,0.0,9920.0,0.0,17880.0,0,8786.0,0.0,8255.0,0.0
Clark University,1316.0,Worcester,14,14,0.0,28102.0,0.0,0.0,0.0,20828.0,0.0,20753.0,0.0,20652.0,0.0,0,0.0,19148.0,0.0,17724.0
Curry College,1124.0,Milton,10,11,0.0,28417.0,0.0,0.0,0.0,26664.0,0.0,25700.0,0.0,24285.0,0.0,0,0.0,24072.0,0.0,23947.0
Eastern Nazarene College,1135.0,Quincy,11,8,0.0,18319.0,0.0,0.0,0.0,18035.0,0.0,17423.0,0.0,17044.0,0.0,0,0.0,16610.0,0.0,16195.0
Emerson College,1325.0,Boston,14,14,0.0,45609.0,0.0,0.0,0.0,41052.0,0.0,39013.0,0.0,36753.0,0.0,0,0.0,33413.0,0.0,31186.0
Fisher College,952.0,Boston,5,7,0.0,24758.0,0.0,0.0,0.0,25288.0,0.0,24906.0,0.0,24563.0,0.0,0,0.0,23500.0,0.0,23125.0
Fitchburg State University,1082.0,Fitchburg,7,13,16324.0,0.0,19794.0,21056.0,15828.0,0.0,14533.0,0.0,13562.0,0.0,21629.0,0,12531.0,0.0,11886.0,0.0
Framingham State University,1092.0,Framingham,11,14,16513.0,0.0,20290.0,21772.0,16702.0,0.0,14956.0,0.0,13069.0,0.0,22478.0,0,12305.0,0.0,11944.0,0.0
Gordon College,1267.0,Wenham,12,11,0.0,21840.0,0.0,0.0,0.0,17069.0,0.0,16952.0,0.0,16777.0,0.0,0,0.0,16397.0,0.0,16049.0
Harvard University,1534.0,Cambridge,14,17,0.0,13259.0,0.0,0.0,0.0,538.0,0.0,171.0,0.0,-273.0,0.0,0,0.0,592.0,0.0,1754.0
College of the Holy Cross,1346.0,Worcester,14,11,0.0,32990.0,0.0,0.0,0.0,14574.0,0.0,12236.0,0.0,8438.0,0.0,0,0.0,9381.0,0.0,9920.0
Lasell University,1217.0,Newton,12,11,0.0,28431.0,0.0,0.0,0.0,26525.0,0.0,25662.0,0.0,24571.0,0.0,0,0.0,23710.0,0.0,23087.0
University of Massachusetts-Lowell,1261.0,Lowell,9,16,14071.0,0.0,17000.0,18995.0,12230.0,0.0,10788.0,0.0,9067.0,0.0,19868.0,0,8229.0,0.0,7628.0,0.0
University of Massachusetts-Amherst,1362.0,Amherst,14,17,16197.0,0.0,17540.0,22637.0,11340.0,0.0,9653.0,0.0,7647.0,0.0,24211.0,0,6726.0,0.0,6061.0,0.0
University of Massachusetts-Boston,1182.0,Boston,13,15,17817.0,0.0,22714.0,23877.0,17600.0,0.0,15893.0,0.0,14335.0,0.0,24730.0,0,14180.0,0.0,14086.0,0.0
MCPHS University,1245.0,Boston,11,13,0.0,37288.0,0.0,0.0,0.0,37912.0,0.0,36424.0,0.0,35102.0,0.0,0,0.0,34276.0,0.0,33765.0
Mount Holyoke College,1430.0,South Hadley,14,11,0.0,16731.0,0.0,0.0,0.0,12235.0,0.0,11639.0,0.0,11140.0,0.0,0,0.0,9396.0,0.0,7687.0
Nichols College,1076.0,Dudley,10,11,0.0,26832.0,0.0,0.0,0.0,25148.0,0.0,24758.0,0.0,24093.0,0.0,0,0.0,20676.0,0.0,19068.0
Northeastern University,1500.0,Boston,14,17,0.0,34255.0,0.0,0.0,0.0,16922.0,0.0,15054.0,0.0,12743.0,0.0,0,0.0,12947.0,0.0,13099.0
College of Our Lady of the Elms,1123.0,Chicopee,13,10,0.0,21655.0,0.0,0.0,0.0,22543.0,0.0,21628.0,0.0,19404.0,0.0,0,0.0,16156.0,0.0,15615.0
Simmons University,1268.0,Boston,13,14,0.0,18046.0,0.0,0.0,0.0,16576.0,0.0,15024.0,0.0,13604.0,0.0,0,0.0,13028.0,0.0,12476.0
Smith College,1456.0,Northampton,14,11,0.0,29814.0,0.0,0.0,0.0,18903.0,0.0,17718.0,0.0,16389.0,0.0,0,0.0,14604.0,0.0,11678.0
Springfield College,1222.0,Springfield,14,11,0.0,27837.0,0.0,0.0,0.0,23853.0,0.0,22572.0,0.0,20493.0,0.0,0,0.0,19553.0,0.0,18884.0
University of Massachusetts-Dartmouth,1144.0,North Dartmouth,13,14,20910.0,0.0,23516.0,24226.0,21238.0,0.0,20352.0,0.0,19414.0,0.0,24690.0,0,17809.0,0.0,16996.0,0.0
Suffolk University,1188.0,Boston,12,13,0.0,27861.0,0.0,0.0,0.0,25995.0,0.0,24815.0,0.0,23498.0,0.0,0,0.0,22963.0,0.0,22545.0
Tufts University,1506.0,Medford,14,17,0.0,35683.0,0.0,0.0,0.0,15050.0,0.0,12286.0,0.0,8970.0,0.0,0,0.0,8640.0,0.0,8299.0
Wellesley College,1468.0,Wellesley,14,11,0.0,21561.0,0.0,0.0,0.0,10758.0,0.0,8038.0,0.0,5759.0,0.0,0,0.0,5417.0,0.0,5206.0
Wentworth Institute of Technology,1241.0,Boston,12,14,0.0,29841.0,0.0,0.0,0.0,28505.0,0.0,27530.0,0.0,26371.0,0.0,0,0.0,25832.0,0.0,25447.0
Western New England University,1209.0,Springfield,10,14,0.0,29806.0,0.0,0.0,0.0,25892.0,0.0,25083.0,0.0,23653.0,0.0,0,0.0,23874.0,0.0,24018.0
Westfield State University,1084.0,Westfield,11,14,19589.0,0.0,21313.0,22201.0,18644.0,0.0,17166.0,0.0,15145.0,0.0,22557.0,0,13315.0,0.0,12032.0,0.0
Wheaton College (Massachusetts),1280.0,Norton,14,11,0.0,26427.0,0.0,0.0,0.0,23577.0,0.0,22822.0,0.0,21587.0,0.0,0,0.0,21224.0,0.0,20988.0
Worcester State University,1113.0,Worcester,13,13,13627.0,0.0,15516.0,16752.0,12563.0,0.0,11449.0,0.0,10132.0,0.0,17309.0,0,9147.0,0.0,8445.0,0.0
Adrian College,1064.0,Adrian,10,11,0.0,23587.0,0.0,0.0,0.0,21511.0,0.0,19873.0,0.0,18408.0,0.0,0,0.0,18763.0,0.0,18954.0
Andrews University,1180.0,Berrien Springs,13,11,0.0,20805.0,0.0,0.0,0.0,16543.0,0.0,14725.0,0.0,10429.0,0.0,0,0.0,10844.0,0.0,11019.0
Aquinas College,1092.0,Grand Rapids,12,11,0.0,17999.0,0.0,0.0,0.0,14045.0,0.0,14293.0,0.0,14723.0,0.0,0,0.0,13172.0,0.0,11620.0
Calvin University,1246.0,Grand Rapids,12,14,0.0,26281.0,0.0,0.0,0.0,21849.0,0.0,21258.0,0.0,20357.0,0.0,0,0.0,20650.0,0.0,20855.0
Central Michigan University,1120.0,Mount Pleasant,13,16,16810.0,0.0,17623.0,19195.0,14224.0,0.0,13822.0,0.0,13127.0,0.0,20012.0,0,12800.0,0.0,12622.0,0.0
Cleary University,1059.0,Howell,8,7,0.0,19284.0,0.0,0.0,0.0,17234.0,0.0,21880.0,0.0,23945.0,0.0,0,0.0,19213.0,0.0,18234.0
Concordia University Ann Arbor,1085.0,Ann Arbor,10,8,0.0,25158.0,0.0,0.0,0.0,25853.0,0.0,25190.0,0.0,23990.0,0.0,0,0.0,22227.0,0.0,21033.0
University of Detroit Mercy,1172.0,Detroit,13,13,0.0,17121.0,0.0,0.0,0.0,15244.0,0.0,14796.0,0.0,14117.0,0.0,0,0.0,13650.0,0.0,13356.0
Eastern Michigan University,1061.0,Ypsilanti,7,16,16445.0,0.0,19490.0,19784.0,16210.0,0.0,15407.0,0.0,14547.0,0.0,20035.0,0,14179.0,0.0,13963.0,0.0
Ferris State University,1047.0,Big Rapids,7,13,13010.0,0.0,17386.0,18868.0,13542.0,0.0,11798.0,0.0,10177.0,0.0,19959.0,0,8415.0,0.0,7551.0,0.0
Kettering University,1257.0,Flint,14,10,0.0,34314.0,0.0,0.0,0.0,32194.0,0.0,31631.0,0.0,30431.0,0.0,0,0.0,28871.0,0.0,28064.0
Cornerstone University,1109.0,Grand Rapids,8,10,0.0,20833.0,0.0,0.0,0.0,19307.0,0.0,19160.0,0.0,18926.0,0.0,0,0.0,18787.0,0.0,18588.0
Hillsdale College,1441.0,Hillsdale,14,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Hope College,1240.0,Holland,12,11,0.0,26700.0,0.0,0.0,0.0,21579.0,0.0,19303.0,0.0,16459.0,0.0,0,0.0,17125.0,0.0,17680.0
Kalamazoo College,1275.0,Kalamazoo,12,11,0.0,21528.0,0.0,0.0,0.0,20817.0,0.0,20072.0,0.0,19122.0,0.0,0,0.0,18832.0,0.0,18657.0
Lake Superior State University,1069.0,Sault Ste Marie,11,11,14035.0,0.0,17725.0,18087.0,14339.0,0.0,12070.0,0.0,8770.0,0.0,18401.0,0,8394.0,0.0,8224.0,0.0
Madonna University,1034.0,Livonia,7,9,0.0,18789.0,0.0,0.0,0.0,16348.0,0.0,16237.0,0.0,16118.0,0.0,0,0.0,15333.0,0.0,14831.0
Michigan State University,1220.0,East Lansing,12,16,10925.0,0.0,17089.0,18897.0,12578.0,0.0,9181.0,0.0,6117.0,0.0,19612.0,0,2041.0,0.0,129.0,0.0
Michigan Technological University,1256.0,Houghton,14,14,15864.0,0.0,17629.0,21038.0,11285.0,0.0,10065.0,0.0,8254.0,0.0,23430.0,0,7519.0,0.0,7006.0,0.0
University of Michigan-Dearborn,1180.0,Dearborn,9,12,11905.0,0.0,16251.0,17672.0,10552.0,0.0,9497.0,0.0,8608.0,0.0,18773.0,0,8058.0,0.0,7786.0,0.0
University of Michigan-Flint,1141.0,Flint,7,12,13218.0,0.0,16807.0,17547.0,12724.0,0.0,10686.0,0.0,8583.0,0.0,17877.0,0,7796.0,0.0,7356.0,0.0
Oakland University,1117.0,Rochester Hills,13,15,12729.0,0.0,17603.0,19210.0,10827.0,0.0,9988.0,0.0,9258.0,0.0,20199.0,0,8699.0,0.0,8347.0,0.0
Olivet College,1019.0,Olivet,10,8,0.0,21401.0,0.0,0.0,0.0,22617.0,0.0,21963.0,0.0,21359.0,0.0,0,0.0,21414.0,0.0,21448.0
Saginaw Valley State University,1069.0,University Center,10,13,15335.0,0.0,16619.0,17387.0,14690.0,0.0,13508.0,0.0,11731.0,0.0,17846.0,0,11405.0,0.0,11209.0,0.0
Wayne State University,1155.0,Detroit,9,15,14728.0,0.0,18722.0,19495.0,14456.0,0.0,13468.0,0.0,12652.0,0.0,20082.0,0,12536.0,0.0,12475.0,0.0
Western Michigan University,1122.0,Kalamazoo,13,16,19195.0,0.0,22655.0,23503.0,18775.0,0.0,16977.0,0.0,14885.0,0.0,23976.0,0,13655.0,0.0,12964.0,0.0
Augsburg University,1074.0,Minneapolis,11,10,0.0,24052.0,0.0,0.0,0.0,23144.0,0.0,21815.0,0.0,20486.0,0.0,0,0.0,21317.0,0.0,21892.0
Bemidji State University,1120.0,Bemidji,7,13,16476.0,0.0,18201.0,19275.0,14303.0,0.0,13412.0,0.0,11631.0,0.0,19873.0,0,11534.0,0.0,11471.0,0.0
Bethel University,1188.0,Saint Paul,12,11,0.0,27624.0,0.0,0.0,0.0,22498.0,0.0,21186.0,0.0,19498.0,0.0,0,0.0,19973.0,0.0,20410.0
Carleton College,1482.0,Northfield,14,11,0.0,31800.0,0.0,0.0,0.0,15054.0,0.0,15065.0,0.0,15081.0,0.0,0,0.0,15025.0,0.0,14936.0
Concordia College at Moorhead,1150.0,Moorhead,12,11,0.0,23366.0,0.0,0.0,0.0,20163.0,0.0,19630.0,0.0,18803.0,0.0,0,0.0,18635.0,0.0,18492.0
Martin Luther College,1187.0,New Ulm,12,8,0.0,21869.0,0.0,0.0,0.0,17607.0,0.0,17543.0,0.0,17307.0,0.0,0,0.0,17877.0,0.0,18344.0
Gustavus Adolphus College,1330.0,Saint Peter,12,11,0.0,18044.0,0.0,0.0,0.0,17040.0,0.0,16676.0,0.0,15904.0,0.0,0,0.0,15700.0,0.0,15582.0
Hamline University,1140.0,Saint Paul,13,10,0.0,18813.0,0.0,0.0,0.0,16427.0,0.0,15970.0,0.0,15456.0,0.0,0,0.0,15547.0,0.0,15609.0
Macalester College,1421.0,Saint Paul,14,11,0.0,23188.0,0.0,0.0,0.0,17727.0,0.0,15008.0,0.0,11010.0,0.0,0,0.0,11440.0,0.0,11680.0
Minnesota State University-Mankato,1120.0,Mankato,11,15,17488.0,0.0,18852.0,20025.0,14499.0,0.0,13484.0,0.0,11808.0,0.0,20592.0,0,11808.0,0.0,11807.0,0.0
University of Minnesota-Twin Cities,1370.0,Minneapolis,15,15,17419.0,0.0,18140.0,23223.0,11603.0,0.0,10277.0,0.0,8356.0,0.0,24979.0,0,7486.0,0.0,6720.0,0.0
University of Minnesota-Duluth,1220.0,Duluth,12,13,17313.0,0.0,17817.0,21716.0,12300.0,0.0,11001.0,0.0,8677.0,0.0,23346.0,0,7408.0,0.0,6283.0,0.0
Minnesota State University Moorhead,1120.0,Moorhead,13,13,17653.0,0.0,19171.0,20324.0,15542.0,0.0,14411.0,0.0,12716.0,0.0,21103.0,0,12913.0,0.0,13093.0,0.0
College of Saint Benedict,1170.0,Saint Joseph,12,11,0.0,26679.0,0.0,0.0,0.0,20110.0,0.0,19684.0,0.0,18987.0,0.0,0,0.0,17656.0,0.0,16906.0
Saint Cloud State University,1085.0,Saint Cloud,7,13,14300.0,0.0,16844.0,17881.0,13126.0,0.0,12344.0,0.0,11493.0,0.0,18780.0,0,11093.0,0.0,10758.0,0.0
Saint Johns University,1213.0,Collegeville,12,11,0.0,24849.0,0.0,0.0,0.0,16878.0,0.0,16759.0,0.0,16641.0,0.0,0,0.0,16068.0,0.0,15559.0
St Olaf College,1381.0,Northfield,14,11,0.0,22278.0,0.0,0.0,0.0,13712.0,0.0,13214.0,0.0,12602.0,0.0,0,0.0,10829.0,0.0,9478.0
The College of Saint Scholastica,1205.0,Duluth,13,13,0.0,24652.0,0.0,0.0,0.0,21475.0,0.0,20096.0,0.0,18537.0,0.0,0,0.0,20307.0,0.0,21378.0
University of St Thomas,1222.0,Saint Paul,12,13,0.0,28142.0,0.0,0.0,0.0,24627.0,0.0,26105.0,0.0,28505.0,0.0,0,0.0,27223.0,0.0,26331.0
St Catherine University,1133.0,Saint Paul,9,10,0.0,19206.0,0.0,0.0,0.0,19378.0,0.0,18597.0,0.0,17943.0,0.0,0,0.0,17530.0,0.0,17228.0
Winona State University,1120.0,Winona,10,13,17546.0,0.0,18810.0,20287.0,15599.0,0.0,13673.0,0.0,12110.0,0.0,20989.0,0,12235.0,0.0,12380.0,0.0
Alcorn State University,1086.0,Alcorn State,11,11,16206.0,0.0,22940.0,22940.0,22475.0,0.0,19055.0,0.0,16044.0,0.0,22940.0,0,13484.0,0.0,12648.0,0.0
Belhaven University,1106.0,Jackson,5,10,0.0,18088.0,0.0,0.0,0.0,14235.0,0.0,20606.0,0.0,25294.0,0.0,0,0.0,20041.0,0.0,14240.0
Blue Mountain Christian University,1068.0,Blue Mountain,11,8,0.0,16056.0,0.0,0.0,0.0,15978.0,0.0,17212.0,0.0,18857.0,0.0,0,0.0,14231.0,0.0,12629.0
Delta State University,1020.0,Cleveland,11,11,14377.0,0.0,16907.0,16355.0,17001.0,0.0,14261.0,0.0,13257.0,0.0,15986.0,0,13044.0,0.0,12919.0,0.0
Jackson State University,975.0,Jackson,11,14,15290.0,0.0,19058.0,19867.0,15713.0,0.0,15703.0,0.0,15698.0,0.0,21024.0,0,14741.0,0.0,14392.0,0.0
Millsaps College,1208.0,Jackson,12,8,0.0,23691.0,0.0,0.0,0.0,24490.0,0.0,22803.0,0.0,20123.0,0.0,0,0.0,18495.0,0.0,17681.0
University of Mississippi,1201.0,University,13,16,12454.0,0.0,17828.0,18438.0,14700.0,0.0,12483.0,0.0,10977.0,0.0,18774.0,0,8820.0,0.0,7844.0,0.0
Mississippi University for Women,1083.0,Columbus,11,10,11952.0,0.0,17141.0,17007.0,10980.0,0.0,11724.0,0.0,12149.0,0.0,16740.0,0,10925.0,0.0,10562.0,0.0
Mississippi Valley State University,900.0,Itta Bena,11,11,10096.0,0.0,0.0,8216.0,16057.0,0.0,16057.0,0.0,0.0,0.0,8216.0,0,10014.0,0.0,10014.0,0.0
Mississippi College,1185.0,Clinton,13,14,0.0,17880.0,0.0,0.0,0.0,15651.0,0.0,16126.0,0.0,16728.0,0.0,0,0.0,15483.0,0.0,14992.0
Mississippi State University,1228.0,Mississippi State,13,16,15891.0,0.0,19546.0,19825.0,17121.0,0.0,14848.0,0.0,13155.0,0.0,19982.0,0,13445.0,0.0,13594.0,0.0
University of Southern Mississippi,1135.0,Hattiesburg,11,16,13863.0,0.0,17247.0,17812.0,15230.0,0.0,13371.0,0.0,11995.0,0.0,18293.0,0,12416.0,0.0,12569.0,0.0
Tougaloo College,992.0,Tougaloo,11,8,0.0,9359.0,0.0,0.0,0.0,13227.0,0.0,11800.0,0.0,11205.0,0.0,0,0.0,8758.0,0.0,8058.0
William Carey University,1217.0,Hattiesburg,13,13,0.0,10886.0,0.0,0.0,0.0,12247.0,0.0,11173.0,0.0,9873.0,0.0,0,0.0,8877.0,0.0,8321.0
Avila University,1050.0,Kansas City,11,10,0.0,18627.0,0.0,0.0,0.0,19460.0,0.0,17821.0,0.0,16111.0,0.0,0,0.0,15525.0,0.0,15238.0
Calvary University,1068.0,Kansas City,7,7,0.0,13621.0,0.0,0.0,0.0,12433.0,0.0,13423.0,0.0,14413.0,0.0,0,0.0,14067.0,0.0,13859.0
Central Methodist University-College of Liberal Arts and Sciences,1058.0,Fayette,11,11,0.0,25087.0,0.0,0.0,0.0,26294.0,0.0,25252.0,0.0,24100.0,0.0,0,0.0,23060.0,0.0,22411.0
Conception Seminary College,1085.0,Conception,15,8,0.0,30107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,26840.0,0.0,26840.0
Cottey College,1096.0,Nevada,10,8,0.0,16490.0,0.0,0.0,0.0,15338.0,0.0,14401.0,0.0,13294.0,0.0,0,0.0,16304.0,0.0,17629.0
Culver-Stockton College,1102.0,Canton,10,8,0.0,21189.0,0.0,0.0,0.0,21395.0,0.0,20407.0,0.0,19117.0,0.0,0,0.0,18121.0,0.0,17418.0
Drury University,1249.0,Springfield,12,11,0.0,18582.0,0.0,0.0,0.0,16656.0,0.0,16219.0,0.0,15617.0,0.0,0,0.0,14651.0,0.0,13967.0
Fontbonne University,1100.0,Saint Louis,11,7,0.0,18111.0,0.0,0.0,0.0,19932.0,0.0,15867.0,0.0,12575.0,0.0,0,0.0,14041.0,0.0,14554.0
Hannibal-LaGrange University,1116.0,Hannibal,13,8,0.0,17790.0,0.0,0.0,0.0,15149.0,0.0,13860.0,0.0,10363.0,0.0,0,0.0,20004.0,0.0,22504.0
Lindenwood University,1138.0,Saint Charles,11,14,0.0,17410.0,0.0,0.0,0.0,17373.0,0.0,16186.0,0.0,14503.0,0.0,0,0.0,14422.0,0.0,14372.0
Maryville University of Saint Louis,1132.0,Saint Louis,5,12,0.0,24450.0,0.0,0.0,0.0,22688.0,0.0,21785.0,0.0,20727.0,0.0,0,0.0,20428.0,0.0,20294.0
Missouri Baptist University,1124.0,Saint Louis,11,10,0.0,22928.0,0.0,0.0,0.0,23162.0,0.0,21733.0,0.0,19035.0,0.0,0,0.0,21318.0,0.0,22156.0
Missouri Southern State University,1083.0,Joplin,7,12,9607.0,0.0,13063.0,12886.0,10109.0,0.0,9335.0,0.0,8646.0,0.0,12629.0,0,8321.0,0.0,8132.0,0.0
Missouri Valley College,970.0,Marshall,11,11,0.0,18440.0,0.0,0.0,0.0,17362.0,0.0,17836.0,0.0,18310.0,0.0,0,0.0,19089.0,0.0,19539.0
University of Missouri-Columbia,1263.0,Columbia,12,16,17899.0,0.0,19568.0,22323.0,14056.0,0.0,13580.0,0.0,12992.0,0.0,23533.0,0,13259.0,0.0,13482.0,0.0
University of Missouri-Kansas City,1239.0,Kansas City,13,12,13296.0,0.0,17071.0,18300.0,12002.0,0.0,11491.0,0.0,10985.0,0.0,19281.0,0,10690.0,0.0,10460.0,0.0
Missouri University of Science and Technology,1345.0,Rolla,14,13,12682.0,0.0,15041.0,15223.0,12597.0,0.0,10743.0,0.0,8340.0,0.0,15340.0,0,8195.0,0.0,8071.0,0.0
University of Missouri-St Louis,1225.0,Saint Louis,9,12,11462.0,0.0,16818.0,17394.0,8724.0,0.0,9176.0,0.0,9582.0,0.0,17934.0,0,8994.0,0.0,8692.0,0.0
